content_format,video_id,hybrid_decision_score,model_score_percentile,model_score,prediction_rank,decision_score,confidence_level
videos,kaygsrAhOrQ,56.0435,93.4059,0.96971682,801,0.0,
videos,5HNhoNgqkT4,56.0421,53.5031,0.01586294,5642,59.8506,high
videos,tq7tt-Z1m9k,56.0386,93.3976,0.96966055,802,0.0,
videos,DptoBK_JiKs,56.0336,93.3894,0.96949722,803,0.0,
videos,bWskXUruc2Y,56.0287,93.3811,0.96940348,804,0.0,
videos,lSFO6ygKqoM,56.0237,93.3729,0.96934386,805,0.0,
videos,uGwDuvSqgYI,56.0188,93.3647,0.96918035,806,0.0,
videos,KvzXetkUMgY,56.0138,93.3564,0.96905143,807,0.0,
videos,kwEtOyaFhCA,56.0089,93.3482,0.96895414,808,0.0,
videos,QVlTJcHxQnU,56.0039,93.3399,0.96890242,809,0.0,
videos,FtMOkKWBcEs,55.994,93.3234,0.96875076,811,0.0,
videos,jfhQm3M3PYM,55.9926,47.2305,0.00557376,6403,69.1357,high
videos,QZrMmuvwiII,55.9891,93.3152,0.96874305,812,0.0,
videos,V2Yqf9rGoIs,55.9866,49.7197,0.00843638,6101,65.3869,high
videos,HslSAmmm-20,55.9842,93.307,0.96872669,813,0.0,
videos,GWyCSwPs5qw,55.9792,93.2987,0.9686882,814,0.0,
videos,o5snuLE5xTI,55.9743,93.2905,0.96868567,815,0.0,
videos,-okodVFi1Ek,55.9693,93.2822,0.96853984,816,0.0,
videos,8Sa2HlQSesc,55.9644,93.274,0.96834782,817,0.0,
videos,PnpHwhTWw0c,55.9594,93.2657,0.96834242,818,0.0,
videos,hiw70dlXua0,55.9573,53.8988,0.01694706,5594,59.045,high
videos,dQi3MX7ato8,55.9545,93.2575,0.96826098,819,0.0,
videos,e7IyFScAa-Q,55.9512,54.822,0.0196917,5482,57.645,high
videos,loivTyG2JVw,55.9496,93.2493,0.96825318,820,0.0,
videos,51C1_EzTueA,55.9446,93.241,0.96822366,821,0.0,
videos,Q3sICoBEvd4,55.9419,47.6179,0.00588792,6356,68.4279,high
videos,f1SqJnpGQJ0,55.9397,93.2328,0.96800166,822,0.0,
videos,DGVGguVTqoY,55.9347,93.2245,0.96796438,823,0.0,
videos,26MtyE-PH9o,55.9298,93.2163,0.96793311,824,0.0,
videos,Y8kDluhzBew,55.9289,50.3544,0.00920362,6024,64.2907,high
videos,yjv_lbTA2fs,55.9248,93.208,0.9678453,825,0.0,
videos,SwyxaW1UKlo,55.9199,93.1998,0.96780642,826,0.0,
videos,zl_cXRAYIzk,55.915,93.1916,0.96776544,827,0.0,
videos,Z3HSgSHbR2M,55.91,93.1833,0.96764427,828,0.0,
videos,v7Ss53Ku8wE,55.9051,93.1751,0.96749834,829,0.0,
videos,Tu-GvdS1vY0,55.9001,93.1668,0.96741513,830,0.0,
videos,AeNVZ22HacI,55.8952,93.1586,0.967327,831,0.0,
videos,snfflY-ztHk,55.8902,93.1503,0.96706682,832,0.0,
videos,DYFoun7w0VA,55.8853,93.1421,0.96694087,833,0.0,
videos,LdCQynL-ibI,55.8803,93.1339,0.96692851,834,0.0,
videos,0n-LHYXAagg,55.8754,93.1256,0.96681991,835,0.0,
videos,uTBQ0E07n88,55.8704,93.1174,0.96677146,836,0.0,
videos,60Pv_RwtNPM,55.8655,93.1091,0.96674562,837,0.0,
videos,rgWcXRkBgxk,55.8605,93.1009,0.96672293,838,0.0,
videos,0kh-_gx6GGQ,55.8556,93.0926,0.96659844,839,0.0,
videos,-YwzCOVeLEE,55.8506,93.0844,0.96655932,840,0.0,
videos,ZxSpK81Tm6I,55.8457,93.0762,0.96621637,841,0.0,
videos,B1_f9PNzJyE,55.8457,47.1728,0.00553242,6410,68.855,high
videos,Y1Q2le4JrAI,55.8407,93.0679,0.96618555,842,0.0,
videos,MzR2PUO2ufI,55.8358,93.0597,0.96569929,843,0.0,
videos,POSqILR3bAg,55.8308,93.0514,0.96561205,844,0.0,
videos,2gHBm87vABY,55.8209,93.0349,0.96548668,846,0.0,
videos,XKGlNSEb0mc,55.8206,59.578,0.04477876,4905,50.1845,medium
videos,pIlenSk7Nrg,55.816,93.0267,0.96546846,847,0.0,
videos,wDqlHnCwvQU,55.8154,52.7448,0.0139575,5734,60.4213,high
videos,td-g3oS-avc,55.8111,93.0185,0.96536564,848,0.0,
videos,OhPDLaaV5t8,55.8061,93.0102,0.96533217,849,0.0,
videos,C-iouo2Yad0,55.8012,93.002,0.9652324,850,0.0,
videos,1nvx-aMYTsI,55.7962,92.9937,0.96520072,851,0.0,
videos,hhOvVT-a9rc,55.7913,92.9855,0.96518672,852,0.0,
videos,Gv9D5vYjEY8,55.7864,92.9773,0.96505644,853,0.0,
videos,0jBWpzmnpnQ,55.7814,92.969,0.96489997,854,0.0,
videos,9u38GV8P7Uo,55.7765,92.9608,0.96457484,855,0.0,
videos,SVTPv4sI_Jc,55.7715,92.9525,0.96432308,856,0.0,
videos,k1Sf3xMVCBQ,55.7712,51.0303,0.01051896,5942,62.8826,high
videos,LQ-lbUTkiSA,55.7616,92.936,0.96412951,858,0.0,
videos,PQZ2-kl18nY,55.7567,92.9278,0.96406806,859,0.0,
videos,1VK80cV5FfE,55.7518,92.9196,0.96398386,860,0.0,
videos,d8WFKXIYNOo,55.7513,46.9337,0.00530082,6439,68.9776,high
videos,QIpZ1pad73w,55.7468,92.9113,0.96389084,861,0.0,
videos,ziAsR1VmiL8,55.7369,92.8948,0.96375322,863,0.0,
videos,7C8YOE-s4QU,55.732,92.8866,0.96361569,864,0.0,
videos,p6EBMG8OEBI,55.727,92.8783,0.96359648,865,0.0,
videos,VozHMHyKtG8,55.7221,92.8701,0.96357806,866,0.0,
videos,Ts018QeD34k,55.7143,49.2005,0.00761988,6164,65.4849,high
videos,TET8fTKH1e8,55.7122,92.8536,0.96342223,868,0.0,
videos,V87-ltSEW10,55.7072,92.8454,0.96308092,869,0.0,
videos,qSw3xjd5EVU,55.7023,92.8371,0.96305657,870,0.0,
videos,gnapaNsLRCQ,55.6973,92.8289,0.96304606,871,0.0,
videos,ZpkOPdWqGds,55.6924,92.8206,0.96304587,872,0.0,
videos,LkZxzRgdmAc,55.6874,92.8124,0.9629575,873,0.0,
videos,qUYRcMYAnxI,55.6825,92.8042,0.96293696,874,0.0,
videos,JUKsX8_F2PQ,55.6775,92.7959,0.96289779,875,0.0,
videos,mau7mYCkWKE,55.6726,92.7877,0.96286656,876,0.0,
videos,U0S6FiiMAew,55.6676,92.7794,0.96284148,877,0.0,
videos,ND9eyW5Fw0s,55.666,53.4619,0.01567255,5647,58.9721,high
videos,p_xEkAOzCks,55.6577,92.7629,0.96274116,879,0.0,
videos,f7bCGYRkQy4,55.6528,92.7547,0.96249778,880,0.0,
videos,I99cRJqDsHw,55.6479,92.7465,0.96242418,881,0.0,
videos,uwz14VDuLWE,55.6429,92.7382,0.96213041,882,0.0,
videos,6338tRGQF5I,55.638,92.73,0.96212398,883,0.0,
videos,MuIBo4XYlX4,55.633,92.7217,0.9619924,884,0.0,
videos,DjoOezLIjg8,55.6281,92.7135,0.96196481,885,0.0,
videos,yC-1C0OjcbI,55.6231,92.7052,0.96195148,886,0.0,
videos,vA7qHfuwci8,55.6182,92.697,0.96184165,887,0.0,
videos,cjiBelnHPbA,55.6133,92.6888,0.96160665,888,0.0,
videos,8OgTQ-cVnyE,55.6083,92.6805,0.96133528,889,0.0,
videos,7PqPBn2XL4Q,55.6034,92.6723,0.96120326,890,0.0,
videos,Xknz4LiogTQ,55.5984,92.664,0.96119746,891,0.0,
videos,G3ozF2WTQkI,55.5935,92.6558,0.96110587,892,0.0,
videos,aQNgVBowGzs,55.5885,92.6475,0.96106599,893,0.0,
videos,X_UJocgmUCA,55.5854,53.0168,0.01457324,5701,59.4383,high
videos,zvtnVNmDLPk,55.5836,92.6393,0.96105412,894,0.0,
videos,2FtW7AdMIR4,55.5787,92.6311,0.96099729,895,0.0,
videos,vQhjZsd-veo,55.5737,92.6228,0.96097841,896,0.0,
videos,56MTSMMyMS8,55.5688,92.6146,0.96085519,897,0.0,
videos,KnSD2Kn1fKw,55.5687,56.1985,0.02557096,5315,54.624,high
videos,WhRyYdW-mbk,55.5638,92.6063,0.96079937,898,0.0,
videos,v2dgMFfi9GM,55.5619,50.6841,0.00993833,5984,62.8786,high
videos,cqPevwWTwrA,55.5589,92.5981,0.96064503,899,0.0,
videos,lyQVTDWLmGc,55.5539,92.5898,0.96061086,900,0.0,
videos,CIZbIgJ9L2s,55.549,92.5816,0.96048947,901,0.0,
videos,YJ3y0Oh22KM,55.544,92.5734,0.96038147,902,0.0,
videos,sExXLYJ-nJQ,55.5391,92.5651,0.96019434,903,0.0,
videos,w0-RlHoTO5w,55.5341,92.5569,0.96019007,904,0.0,
videos,XMgpIVuVlnQ,55.5292,92.5486,0.96015502,905,0.0,
videos,f9bupMyWhZk,55.5242,92.5404,0.96010405,906,0.0,
videos,0A3NEBPKj7E,55.5193,92.5321,0.95994247,907,0.0,
videos,2cS0iiDKtjw,55.5176,54.2862,0.01813313,5547,57.3647,high
videos,NCG6Tkzpl2w,55.5143,92.5239,0.95988398,908,0.0,
videos,grnYw_5gum0,55.5094,92.5157,0.95974758,909,0.0,
videos,sKNuc5_7z1E,55.5044,92.5074,0.95971347,910,0.0,
videos,lvPXp_897wE,55.4995,92.4992,0.95967114,911,0.0,
videos,iW-xD8UiTZQ,55.4945,92.4909,0.95966636,912,0.0,
videos,EPBKIT19kg0,55.4846,92.4744,0.95936985,914,0.0,
videos,6KlwcpNYngY,55.4797,92.4662,0.95933918,915,0.0,
videos,rV5K0QPdgSE,55.4748,92.458,0.95932893,916,0.0,
videos,A0Z8dXc5-Bk,55.4698,92.4497,0.95922186,917,0.0,
videos,0oO_3SEiSTs,55.4678,55.4649,0.02246381,5404,55.4722,high
videos,DN-R0GvHKRU,55.4649,92.4415,0.95909879,918,0.0,
videos,jRLXiOUYpqE,55.4599,92.4332,0.95899602,919,0.0,
videos,4aN8uwgtQdc,55.455,92.425,0.95879299,920,0.0,
videos,lUbSQjok3B4,55.45,92.4167,0.95858956,921,0.0,
videos,9cy6G_gcK90,55.4458,56.0336,0.02505689,5335,54.5642,high
videos,88uImapN1Kc,55.4451,92.4085,0.95853905,922,0.0,
videos,NlFAfAqX1zE,55.4402,92.4003,0.95846828,923,0.0,
videos,nSmpSdYH7jA,55.4352,92.392,0.95826751,924,0.0,
videos,FKaQ2FKBQZ0,55.4303,92.3838,0.9581641,925,0.0,
videos,KcgNSwZRXkk,55.4253,92.3755,0.95807493,926,0.0,
videos,0TM_yvDDSq0,55.4224,54.1378,0.01771537,5565,57.3494,high
videos,PKjlcO5gnxE,55.4204,92.3673,0.95806832,927,0.0,
videos,NFyVh8O2nOM,55.4155,92.3591,0.95806534,928,0.0,
videos,HZLuzVfByEs,55.4105,92.3508,0.95780147,929,0.0,
videos,s9h9L1kUiDs,55.4056,92.3426,0.95779861,930,0.0,
videos,MVn33xN9dF4,55.4006,92.3343,0.95768814,931,0.0,
videos,F0Rx-GLE9lg,55.3957,92.3261,0.95766152,932,0.0,
videos,rVDyluU8B_w,55.3907,92.3178,0.95742885,933,0.0,
videos,IvwtHO4ChNA,55.3858,92.3096,0.95727875,934,0.0,
videos,qg3-DaGZ_Kg,55.3808,92.3014,0.95706492,935,0.0,
videos,eZMS0M5hGvQ,55.3782,49.6208,0.00828747,6113,64.0143,high
videos,k51UQxj7BvE,55.3772,44.329,0.00335804,6755,71.9495,high
videos,fHIV0Nfqzc8,55.3759,92.2931,0.95702644,936,0.0,
videos,ery6fEpcVSk,55.3752,50.3709,0.00924724,6022,62.8816,high
videos,0bj8gwQ25ZM,55.3709,92.2849,0.95690045,937,0.0,
videos,O4r8bp3O1bU,55.366,92.2766,0.95685081,938,0.0,
videos,w8sMd_8FGOg,55.361,92.2684,0.95671777,939,0.0,
videos,LUk-XmZIA_4,55.3595,42.9525,0.00259459,6922,73.9701,high
videos,YM6kfe6jkjs,55.3561,92.2601,0.95654509,940,0.0,
videos,mizTSzWMOO4,55.3511,92.2519,0.95654004,941,0.0,
videos,Rw4QITN1U3M,55.3462,92.2437,0.95648056,942,0.0,
videos,dTwBSFOnDes,55.3412,92.2354,0.95647292,943,0.0,
videos,ZyC3GRY5e1M,55.3363,92.2272,0.95644495,944,0.0,
videos,P-R8-UzqWv4,55.3313,92.2189,0.95641461,945,0.0,
videos,imAjmQy8p8c,55.3264,92.2107,0.95637744,946,0.0,
videos,5P-7lIqn1lI,55.3214,92.2024,0.95633322,947,0.0,
videos,qPrDJunJUaE,55.3165,92.1942,0.95602411,948,0.0,
videos,cBwusE4Aa_s,55.3116,92.186,0.9559933,949,0.0,
videos,0f2tT5d8nTM,55.3115,51.6897,0.01162768,5862,60.7441,high
videos,GZpS3SyTIwM,55.3066,92.1777,0.95597653,950,0.0,
videos,mZrDRH10rQU,55.3017,92.1695,0.95582094,951,0.0,
videos,lkM12v2VZyE,55.2982,40.76,0.00178288,7188,77.1056,high
videos,MhW79Yhdccc,55.2967,92.1612,0.95577128,952,0.0,
videos,m-nnyNZ0TQ0,55.2918,92.153,0.95570594,953,0.0,
videos,t8dmDNf7Whc,55.2868,92.1447,0.95557008,954,0.0,
videos,wQktnMWZa4I,55.2819,92.1365,0.95551034,955,0.0,
videos,vtD2aBjPZAY,55.277,92.1283,0.95540326,956,0.0,
videos,CU7YtvFgnow,55.276,48.269,0.00651613,6277,65.7866,high
videos,-5AH816R3oY,55.272,92.12,0.95495623,957,0.0,
videos,9Gr2QjvSQ-I,55.2671,92.1118,0.95472887,958,0.0,
videos,4GpyQViB8hU,55.2621,92.1035,0.95470902,959,0.0,
videos,BCZmkQCnuXY,55.2572,92.0953,0.95470446,960,0.0,
videos,vKG-QwpcF3k,55.2522,92.087,0.95454879,961,0.0,
videos,fWF0ZwzGoho,55.2473,92.0788,0.95453523,962,0.0,
videos,q5vLpIm73Kk,55.2424,92.0706,0.95450538,963,0.0,
videos,4qE8og6P9u8,55.2374,92.0623,0.95447571,964,0.0,
videos,i1ytXwV1Go4,55.2325,92.0541,0.95446665,965,0.0,
videos,ZhS0Eukv2OY,55.2275,92.0458,0.95415834,966,0.0,
videos,Aggnq1TbG00,55.2226,92.0376,0.95415409,967,0.0,
videos,ONSW0a6ihKI,55.2176,92.0293,0.95407911,968,0.0,
videos,YxbCHHIZaLg,55.2127,92.0211,0.95404433,969,0.0,
videos,5ymwi7BziPE,55.2114,53.0828,0.01480657,5693,58.4043,high
videos,JPPS17nTivw,55.2077,92.0129,0.95401099,970,0.0,
videos,OAAutr4GN3Q,55.2028,92.0046,0.95391439,971,0.0,
videos,VGMSTboKYaE,55.1978,91.9964,0.95382581,972,0.0,
videos,LAjjk7ivtFM,55.1975,47.1975,0.00554083,6407,67.1976,high
videos,hcAMiZLj9jM,55.1929,91.9881,0.95372338,973,0.0,
videos,Wvjo61RItug,55.1879,91.9799,0.95370049,974,0.0,
videos,I7DnCW6aKiI,55.183,91.9716,0.95360652,975,0.0,
videos,4HJzP1zPa6s,55.178,91.9634,0.95360444,976,0.0,
videos,XCs9UO44RmA,55.1731,91.9552,0.95359189,977,0.0,
videos,5V-qwSnDOJs,55.1681,91.9469,0.95357024,978,0.0,
videos,aVBHSTUKiUU,55.1632,91.9387,0.95355333,979,0.0,
videos,2aESToGuj3U,55.1623,58.8691,0.03992227,4991,49.6022,high
videos,1_H80JEZ2ko,55.1582,91.9304,0.95346423,980,0.0,
videos,XgNfnznQoEc,55.1533,91.9222,0.95343416,981,0.0,
videos,kVVYrnMIq3I,55.1483,91.9139,0.95306805,982,0.0,
videos,0E_RHqt5q38,55.1434,91.9057,0.95288516,983,0.0,
videos,znizBmK97jE,55.1385,91.8975,0.95284242,984,0.0,
videos,B5tNY0N-7AY,55.1335,91.8892,0.95283559,985,0.0,
videos,b6uQTR7E9qg,55.1286,91.881,0.95279008,986,0.0,
videos,WSEjAKfLvXM,55.1236,91.8727,0.95265568,987,0.0,
videos,URglt7XDuB8,55.1187,91.8645,0.95264849,988,0.0,
videos,vjihRiYeOMc,55.1159,53.1157,0.01487276,5689,58.1163,high
videos,H3bq2oN-oJU,55.1137,91.8562,0.95260393,989,0.0,
videos,PmCClwbg_n8,55.1088,91.848,0.95254203,990,0.0,
videos,XGyeuGRQBto,55.1079,54.484,0.01869971,5523,56.0438,high
videos,-ujrqxvgb1M,55.1039,91.8398,0.9523071,991,0.0,
videos,q-Xtwe54QtE,55.0989,91.8315,0.95214249,992,0.0,
videos,YvZOTiQqZa0,55.094,91.8233,0.95212933,993,0.0,
videos,BvvxNP2Egl8,55.093,52.1431,0.01269059,5807,59.5178,high
videos,J9WIS9brrsM,55.089,91.815,0.95196493,994,0.0,
videos,NL7izhdQ7vk,55.0841,91.8068,0.95192742,995,0.0,
videos,vW4QBVC3LEk,55.0791,91.7985,0.95171369,996,0.0,
videos,_DpXmrTsGRw,55.0742,91.7903,0.95169136,997,0.0,
videos,wlTvu9CEsaA,55.0737,53.3218,0.01540016,5664,57.7016,high
videos,dW6pvUx4_jc,55.0693,91.7821,0.95168604,998,0.0,
videos,e99k78Dmv8g,55.0643,91.7738,0.95167123,999,0.0,
videos,dlS4HlD2HDQ,55.0594,91.7656,0.9515113,1000,0.0,
videos,u-VTwuooyXs,55.0495,91.7491,0.95118899,1002,0.0,
videos,OMdvblyXiAc,55.0445,91.7409,0.95096001,1003,0.0,
videos,fblsOPu6BKQ,55.0346,91.7244,0.95064817,1005,0.0,
videos,j25SiS1Dsn8,55.0297,91.7161,0.95060099,1006,0.0,
videos,rN8tLvn2thA,55.0254,55.1352,0.02122968,5444,54.8607,high
videos,vQgYID2pJu8,55.0247,91.7079,0.95058363,1007,0.0,
videos,nY9pYrZL70E,55.0198,91.6996,0.95041876,1008,0.0,
videos,7ssCwVDVWC0,55.0148,91.6914,0.9503739,1009,0.0,
videos,n_Th8KzNK4c,55.0099,91.6832,0.95035951,1010,0.0,
videos,DY2SaD5AMcg,55.0049,91.6749,0.95021941,1011,0.0,
videos,7DzOEn1jM6M,55.0,91.6667,0.95021853,1012,0.0,
videos,qWrbsxrbbcs,54.995,91.6584,0.95018354,1013,0.0,
videos,JjwHFerSu4M,54.9901,91.6502,0.95001363,1014,0.0,
videos,XVuzjdicSbA,54.9851,91.6419,0.94984543,1015,0.0,
videos,ItR3b6_Fmp0,54.9802,91.6337,0.94984434,1016,0.0,
videos,4wxw5XHWzAE,54.9753,91.6255,0.94964088,1017,0.0,
videos,dkTFyDzDUoE,54.9703,91.6172,0.94963941,1018,0.0,
videos,mgS32ioB1Gk,54.9654,91.609,0.94939989,1019,0.0,
videos,OAOctomWTtA,54.9604,91.6007,0.94937614,1020,0.0,
videos,5T0yRNmNRi4,54.9555,91.5925,0.94916472,1021,0.0,
videos,7rXSi0DSGYQ,54.9505,91.5842,0.94904644,1022,0.0,
videos,PqxACuUo444,54.9407,91.5678,0.94886976,1024,0.0,
videos,-HH1OGU1Hw4,54.9357,91.5595,0.94879805,1025,0.0,
videos,CV8FneoTPSc,54.9308,91.5513,0.94868056,1026,0.0,
videos,hrJ8bbiE5yw,54.9258,91.543,0.94859699,1027,0.0,
videos,T0E0dNXxrOM,54.9209,91.5348,0.94844634,1028,0.0,
videos,_o00kcuGACc,54.9159,91.5265,0.94839026,1029,0.0,
videos,dtC21IUeoEA,54.9114,54.5664,0.01890879,5513,55.4288,high
videos,_qWItNk5a9Q,54.911,91.5183,0.94767384,1030,0.0,
videos,W65cfPslnzo,54.9061,91.5101,0.94766633,1031,0.0,
videos,cYJVhwB3v9Y,54.9011,91.5018,0.94759297,1032,0.0,
videos,n2Fs_J5iCIc,54.8962,91.4936,0.94751768,1033,0.0,
videos,dwJiahiyrV0,54.8912,91.4853,0.94736299,1034,0.0,
videos,E9IBxLVz8LY,54.8891,57.2453,0.03056785,5188,51.3549,high
videos,oBm5IdNU3qk,54.8863,91.4771,0.94732891,1035,0.0,
videos,BsMRxNnBE_g,54.8813,91.4688,0.94727133,1036,0.0,
videos,WIPC4eZRARs,54.8764,91.4606,0.94721067,1037,0.0,
videos,uaWetguxPe0,54.8714,91.4524,0.94694055,1038,0.0,
videos,_9US2kwkGEA,54.8665,91.4441,0.9467048,1039,0.0,
videos,g8Chxr0xbFA,54.8615,91.4359,0.94667799,1040,0.0,
videos,fYWK0fBWvLw,54.8566,91.4276,0.94667632,1041,0.0,
videos,fBDskjffnZ0,54.8529,44.9967,0.00378437,6674,69.6371,high
videos,ZHWRIJkwEt4,54.8516,91.4194,0.94657085,1042,0.0,
videos,mWkCktgy36Q,54.8486,52.5305,0.01353067,5760,58.3258,high
videos,AwyUdSbT0zM,54.8467,91.4111,0.94654283,1043,0.0,
videos,JybIRb8fvfs,54.8417,91.4029,0.94647171,1044,0.0,
videos,VCqUW26hR20,54.8368,91.3947,0.94614423,1045,0.0,
videos,h-GXaxB62H0,54.8318,91.3864,0.94595062,1046,0.0,
videos,V5BCVl4nqh4,54.8269,91.3782,0.94567171,1047,0.0,
videos,xd817yhhAmI,54.8219,91.3699,0.9455748,1048,0.0,
videos,tjSR4v7d_-c,54.817,91.3617,0.94555744,1049,0.0,
videos,ydIKRkJMQc0,54.812,91.3534,0.94552483,1050,0.0,
videos,eOwM64UVaGM,54.8071,91.3452,0.94549598,1051,0.0,
videos,UHrPvibGPaU,54.8022,91.337,0.94545057,1052,0.0,
videos,Iigehy2CSSo,54.7972,91.3287,0.94544464,1053,0.0,
videos,-anV1kvJ9nU,54.7959,55.3825,0.0220887,5414,53.9161,high
videos,hiICC1XkiO0,54.7923,91.3205,0.94543213,1054,0.0,
videos,Xc4fkF2Bn7c,54.7873,91.3122,0.94531652,1055,0.0,
videos,C0Em8voLxXs,54.7824,91.304,0.94518076,1056,0.0,
videos,Mg7GBu429xw,54.7774,91.2957,0.94509779,1057,0.0,
videos,gjYnbUaXuw4,54.7725,91.2875,0.94505924,1058,0.0,
videos,R4F4qmQLKUs,54.7708,50.5028,0.00946025,6006,61.1727,high
videos,jCLvDqQtq18,54.7676,91.2793,0.94496133,1059,0.0,
videos,PlPKQxJXSts,54.7626,91.271,0.94495846,1060,0.0,
videos,cSWhU_YgSXU,54.7618,50.1072,0.00891417,6054,61.7436,high
videos,DHk0gFHyHeE,54.7584,48.4092,0.00668631,6260,64.2821,high
videos,F5FnftPemxs,54.7577,91.2628,0.94484152,1061,0.0,
videos,BGirlsGchvk,54.7527,91.2545,0.94471517,1062,0.0,
videos,Khxy1ayUEEQ,54.7497,55.0363,0.02061395,5456,54.3197,high
videos,Se-ZKzz1Tsg,54.7478,91.2463,0.94467789,1063,0.0,
videos,GopIYjCLL-w,54.7476,51.632,0.01149054,5869,59.4209,high
videos,7XqkL3Lke4s,54.7428,91.238,0.94453186,1064,0.0,
videos,b6ap4aHztvY,54.7379,91.2298,0.94417098,1065,0.0,
videos,kab3N92sTZ8,54.733,91.2216,0.94400952,1066,0.0,
videos,KcJX1rvrCE0,54.728,91.2133,0.94399875,1067,0.0,
videos,bYuzxH4r3_U,54.7278,59.1988,0.04220535,4951,48.0212,high
videos,6hPXApotJgQ,54.7231,91.2051,0.94384682,1068,0.0,
videos,KUu4fahAg7M,54.7181,91.1968,0.94349674,1069,0.0,
videos,QIYRPXm7wd8,54.7132,91.1886,0.94334779,1070,0.0,
videos,lpRqfctwfAE,54.7082,91.1803,0.94304864,1071,0.0,
videos,ZTl9OM5l1JA,54.7033,91.1721,0.9429961,1072,0.0,
videos,ymp_yKkYf0s,54.6983,91.1639,0.94284938,1073,0.0,
videos,K90US-yNXdw,54.6934,91.1556,0.94273562,1074,0.0,
videos,oD2NtjOVozo,54.6884,91.1474,0.94270108,1075,0.0,
videos,C_18vuAlAl8,54.6835,91.1391,0.94265449,1076,0.0,
videos,2kIAUFKSc38,54.6785,91.1309,0.94263324,1077,0.0,
videos,P1P7kXkpLGw,54.6736,91.1227,0.94260881,1078,0.0,
videos,sZShxatkcw8,54.6686,91.1144,0.94233585,1079,0.0,
videos,XlHV697ZHIg,54.6637,91.1062,0.94221144,1080,0.0,
videos,cT7mXEE8n_A,54.6587,91.0979,0.94198968,1081,0.0,
videos,X0SvRn5cwkc,54.6538,91.0897,0.94189477,1082,0.0,
videos,LV0jhHW5wGM,54.6488,91.0814,0.94186567,1083,0.0,
videos,7zZGt8V5Cy0,54.6439,91.0732,0.94167332,1084,0.0,
videos,pcsXkFEdgIo,54.639,91.065,0.94160653,1085,0.0,
videos,eJwCv0EQE7Y,54.634,91.0567,0.94154757,1086,0.0,
videos,W2enmnQwxGU,54.6291,91.0485,0.94133957,1087,0.0,
videos,sfnQHM0o_g4,54.6241,91.0402,0.94113348,1088,0.0,
videos,QJG07ANWYAs,54.6222,50.6264,0.0098125,5991,60.616,high
videos,pGzjHs3I3sE,54.6192,91.032,0.94105506,1089,0.0,
videos,xTVpithcPvI,54.6142,91.0237,0.94099808,1090,0.0,
videos,fuxYQrqkfns,54.6093,91.0155,0.94088603,1091,0.0,
videos,zlhYZirQyJQ,54.6044,91.0073,0.94057448,1092,0.0,
videos,wnoSOSgBNHk,54.6044,49.0768,0.00742464,6179,62.8957,high
videos,66gMxbNKaYA,54.5994,90.999,0.94041741,1093,0.0,
videos,VCs2gCZknvA,54.5993,57.7811,0.03324774,5123,49.8265,high
videos,5ql4HoLHaH8,54.5945,90.9908,0.94028723,1094,0.0,
videos,FYMdllTCrc0,54.5895,90.9825,0.94023942,1095,0.0,
videos,DYhg0nWZ1UQ,54.5864,49.0933,0.00744387,6177,62.8261,high
videos,ptKBiCWzOjI,54.5846,90.9743,0.94016027,1096,0.0,
videos,9oDmRjW-9Ko,54.5796,90.966,0.94002694,1097,0.0,
videos,akxK-iEPS80,54.5769,47.9888,0.00627048,6311,64.459,high
videos,_QQOSHWmnIA,54.5747,90.9578,0.94001956,1098,0.0,
videos,ZGLhuo3ILqQ,54.5709,52.481,0.01342483,5766,57.7057,high
videos,Jnc7hVslXdk,54.5703,44.8483,0.00365523,6692,69.1533,high
videos,TomUy8yRsa8,54.5698,90.9496,0.93994418,1099,0.0,
videos,M9Kx8meYOlQ,54.5648,90.9413,0.93960105,1100,0.0,
videos,ftc4PZQlSdw,54.5549,90.9248,0.93944093,1102,0.0,
videos,FrH8oexT750,54.55,90.9166,0.93922511,1103,0.0,
videos,1GEqDZ3hQSo,54.545,90.9083,0.93922082,1104,0.0,
videos,-lIORf71EZY,54.5401,90.9001,0.93894643,1105,0.0,
videos,6UMounb2UQA,54.5351,90.8919,0.93884022,1106,0.0,
videos,UEYBrtzl3wg,54.5302,90.8836,0.93876664,1107,0.0,
videos,XhgwVz82Brg,54.5263,51.2364,0.01081888,5917,59.4612,high
videos,YNlwPxTn4-0,54.5252,90.8754,0.93870173,1108,0.0,
videos,-d2imWvkCwU,54.5203,90.8671,0.93854712,1109,0.0,
videos,MtC3I8P216U,54.5153,90.8589,0.93854322,1110,0.0,
videos,taYlltzogvY,54.5104,90.8506,0.93851664,1111,0.0,
videos,9t9x_HOSNzE,54.5054,90.8424,0.93830368,1112,0.0,
videos,jnsepEnQ2yU,54.5025,52.8767,0.01422107,5718,56.9411,high
videos,j6XlaI99VHM,54.5021,48.1619,0.00645203,6290,64.0124,high
videos,vP_9Z5CYq_Y,54.5005,90.8342,0.93825463,1113,0.0,
videos,Zt_XxHuDRm4,54.4955,90.8259,0.93824762,1114,0.0,
videos,mCU7baY3JwE,54.4906,90.8177,0.93821175,1115,0.0,
videos,IDOk7NApJZ8,54.4856,90.8094,0.93819647,1116,0.0,
videos,kd5XNSOIZws,54.4834,47.3871,0.00567906,6384,65.1279,high
videos,JebMDudIEK8,54.4807,90.8012,0.93819444,1117,0.0,
