content_format,target,model_family,feature,feature_group,importance_type,importance_value,importance_rank,direction,notes
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__tutorial,title_style,permutation_importance_std,1.291e-05,30,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__tutorial,title_style,impurity_importance,3.436e-05,30,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__unknown,title_style,permutation_importance_mean,-2.81e-06,45,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__unknown,title_style,permutation_importance_std,1.155e-05,45,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__unknown,title_style,impurity_importance,3.98e-05,45,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__warning,title_style,permutation_importance_mean,4.57e-06,42,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__warning,title_style,permutation_importance_std,1.11e-05,42,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,hook_semantic_type__warning,title_style,impurity_importance,5.693e-05,42,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__de_en_el,semantic_cluster,permutation_importance_mean,-0.00012523,17,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__de_en_el,semantic_cluster,permutation_importance_std,1.744e-05,17,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__de_en_el,semantic_cluster,impurity_importance,0.00015644,17,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__la_de_de_la,semantic_cluster,permutation_importance_mean,0.00010043,18,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__la_de_de_la,semantic_cluster,permutation_importance_std,4.228e-05,18,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__la_de_de_la,semantic_cluster,impurity_importance,9.959e-05,18,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__las_de_real,semantic_cluster,permutation_importance_mean,-8.87e-06,37,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__las_de_real,semantic_cluster,permutation_importance_std,1.29e-05,37,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__las_de_real,semantic_cluster,impurity_importance,6.324e-05,37,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__the_of_in,semantic_cluster,permutation_importance_mean,-1.678e-05,32,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__the_of_in,semantic_cluster,permutation_importance_std,5.83e-06,32,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__the_of_in,semantic_cluster,impurity_importance,6.489e-05,32,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__to_in_on,semantic_cluster,permutation_importance_mean,-9.685e-05,19,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__to_in_on,semantic_cluster,permutation_importance_std,1.569e-05,19,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,semantic_cluster_label__to_in_on,semantic_cluster,impurity_importance,0.00016872,19,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__ai_tools,topic_metrics,permutation_importance_mean,-8.932e-05,20,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__ai_tools,topic_metrics,permutation_importance_std,3.92e-06,20,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__ai_tools,topic_metrics,impurity_importance,4.393e-05,20,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__finance_personal,topic_metrics,permutation_importance_mean,-5.3e-07,50,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__finance_personal,topic_metrics,permutation_importance_std,9.7e-07,50,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__finance_personal,topic_metrics,impurity_importance,4.85e-06,50,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__news_trends,topic_metrics,permutation_importance_mean,0.0,57,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__news_trends,topic_metrics,permutation_importance_std,0.0,57,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__news_trends,topic_metrics,impurity_importance,0.0,57,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__productivity,topic_metrics,permutation_importance_mean,0.0,58,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__productivity,topic_metrics,permutation_importance_std,0.0,58,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__productivity,topic_metrics,impurity_importance,0.0,58,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__tutorial,topic_metrics,permutation_importance_mean,2.653e-05,29,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__tutorial,topic_metrics,permutation_importance_std,2.032e-05,29,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__tutorial,topic_metrics,impurity_importance,3.848e-05,29,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__unknown,topic_metrics,permutation_importance_mean,-4.637e-05,23,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__unknown,topic_metrics,permutation_importance_std,6.6e-06,23,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_primary__unknown,topic_metrics,impurity_importance,5.552e-05,23,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__ai_tools,topic_metrics,permutation_importance_mean,0.00038464,11,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__ai_tools,topic_metrics,permutation_importance_std,2.428e-05,11,negative,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__ai_tools,topic_metrics,impurity_importance,0.00013971,11,negative,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__finance_personal,topic_metrics,permutation_importance_mean,0.0,59,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__finance_personal,topic_metrics,permutation_importance_std,0.0,59,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__finance_personal,topic_metrics,impurity_importance,0.0,59,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__news_trends,topic_metrics,permutation_importance_mean,0.0,60,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__news_trends,topic_metrics,permutation_importance_std,0.0,60,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__news_trends,topic_metrics,impurity_importance,0.0,60,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__productivity,topic_metrics,permutation_importance_mean,0.0,61,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__productivity,topic_metrics,permutation_importance_std,0.0,61,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__productivity,topic_metrics,impurity_importance,0.0,61,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__tutorial,topic_metrics,permutation_importance_mean,0.0,62,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__tutorial,topic_metrics,permutation_importance_std,0.0,62,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__tutorial,topic_metrics,impurity_importance,0.0,62,positive,secondary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__unknown,topic_metrics,permutation_importance_mean,5.219e-05,22,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__unknown,topic_metrics,permutation_importance_std,1.47e-06,22,positive,primary
shorts,future_log_views_delta_7d,random_forest_regressor,topic_secondary__unknown,topic_metrics,impurity_importance,2.543e-05,22,positive,secondary
shorts,future_log_views_delta_7d,linear_regularized_regressor,ai_semantic_score,semantic_scores,standardized_coefficient,-0.19518593,12,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,alpha_score,engagement_context,standardized_coefficient,2.97206058,1,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,channel_momentum_score,channel_context,standardized_coefficient,-0.17942075,15,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,channel_relative_success_score,channel_context,standardized_coefficient,-0.50479168,4,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,curiosity_semantic_score,semantic_scores,standardized_coefficient,-0.00674931,55,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,decision_score,model_decision,standardized_coefficient,0.08713432,39,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,description_length_chars,engagement_context,standardized_coefficient,-0.15733808,19,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,description_word_count,engagement_context,standardized_coefficient,0.11194298,26,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,engagement_rate,engagement_context,standardized_coefficient,-0.28274182,9,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,finance_semantic_score,semantic_scores,standardized_coefficient,-0.18588906,14,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,has_ai_word,engagement_context,standardized_coefficient,-0.10861369,29,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,has_finance_word,engagement_context,standardized_coefficient,0.01733437,49,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,has_number,engagement_context,standardized_coefficient,-0.01187951,54,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,has_question,engagement_context,standardized_coefficient,0.01579081,51,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,hybrid_decision_score,model_decision,standardized_coefficient,-0.45495933,6,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,metadata_changed,metadata,standardized_coefficient,0.00192365,58,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,metric_confidence_score,engagement_context,standardized_coefficient,-0.12812769,22,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,news_semantic_score,semantic_scores,standardized_coefficient,-0.0332953,44,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,opportunity_score,engagement_context,standardized_coefficient,-0.54441147,2,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,packaging_problem_score,engagement_context,standardized_coefficient,-0.45751643,5,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,productivity_semantic_score,semantic_scores,standardized_coefficient,0.03803348,43,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,promise_semantic_score,semantic_scores,standardized_coefficient,0.09878672,31,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,semantic_cluster_id,semantic_cluster,standardized_coefficient,0.02630598,47,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_has_currency,title_style,standardized_coefficient,0.0,60,mixed,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_has_number,title_style,standardized_coefficient,-0.01187951,53,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_has_question,title_style,standardized_coefficient,0.01579081,50,positive,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_has_year,title_style,standardized_coefficient,-0.01746521,48,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_length_chars,title_style,standardized_coefficient,-0.15733808,18,negative,primary
shorts,future_log_views_delta_7d,linear_regularized_regressor,title_word_count,title_style,standardized_coefficient,0.11194298,27,positive,primary
