execution_date,video_id,views_delta,likes_delta,comments_delta,previous_views,current_views,previous_likes,current_likes,previous_comments,current_comments,is_new_video,title_changed,description_changed,tags_changed
2026-05-10T10:40:40.545208+00:00,3W1KfxQnQiU,216,14,0,12954,13170,794,808,35,35,False,False,False,False
2026-05-10T10:40:40.545208+00:00,VKaslzzv1QM,995,15,0,101847,102842,3465,3480,209,209,False,False,False,False
2026-05-10T10:40:40.545208+00:00,E6IrH04B8wg,12,0,0,6455,6467,93,93,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,SYdW3cZKdmY,10,0,0,13012,13022,303,303,10,10,False,False,False,False
2026-05-10T10:40:40.545208+00:00,TSAh8dzN0cw,1,0,0,10822,10823,246,246,3,3,False,False,False,False
2026-05-10T10:40:40.545208+00:00,DHk0gFHyHeE,172,1,2,151954,152126,4664,4665,365,367,False,False,False,False
2026-05-10T10:40:40.545208+00:00,QSe13hyv68o,18,1,0,33834,33852,509,510,18,18,False,False,False,False
2026-05-10T10:40:40.545208+00:00,PZ2yduZysf0,1,0,0,5974,5975,168,168,7,7,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Rdfd1KAX6NU,6,1,0,7579,7585,261,262,5,5,False,False,False,False
2026-05-10T10:40:40.545208+00:00,uAOfsghz2NY,25,0,0,28429,28454,232,232,12,12,False,False,False,False
2026-05-10T10:40:40.545208+00:00,qCFEWA_Nu3k,32,0,0,25185,25217,481,481,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,aNfOwttNQcg,3,0,0,4492,4495,115,115,2,2,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Xq-4lUaLIp8,0,0,0,7686,7686,186,186,4,4,False,False,False,False
2026-05-10T10:40:40.545208+00:00,ZB9IMq0ee0k,56,0,0,66453,66509,2917,2917,177,177,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Lw3RJgDjXh0,1,0,0,7315,7316,170,170,1,1,False,False,False,False
2026-05-10T10:40:40.545208+00:00,PiKd0maLI6o,2,0,0,10496,10498,613,613,8,8,False,False,False,False
2026-05-10T10:40:40.545208+00:00,mTqDtRTKvqE,0,0,0,6431,6431,221,221,18,18,False,False,False,False
2026-05-10T10:40:40.545208+00:00,BwIlVEvq7mU,4,0,0,6960,6964,142,142,8,8,False,False,False,False
2026-05-10T10:40:40.545208+00:00,lrl7lslhv2s,3,0,0,8692,8695,300,300,3,3,False,False,False,False
2026-05-10T10:40:40.545208+00:00,BPt0fwBCDbQ,700,7,0,376136,376836,4442,4449,112,112,False,False,False,False
2026-05-10T10:40:40.545208+00:00,EvauKuWaNmk,326,11,2,61989,62315,2845,2856,273,275,False,False,False,False
2026-05-10T10:40:40.545208+00:00,zEUstENVghI,52,1,0,12745,12797,425,426,34,34,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Enic64S66_s,1,0,0,6099,6100,168,168,3,3,False,False,False,False
2026-05-10T10:40:40.545208+00:00,YldxYShWvGE,0,0,0,7189,7189,148,148,2,2,False,False,False,False
2026-05-10T10:40:40.545208+00:00,QeK4l-iH51Y,0,0,0,4413,4413,152,152,4,4,False,False,False,False
2026-05-10T10:40:40.545208+00:00,tqD_yn5Y_zQ,0,0,0,4063,4063,67,67,1,1,False,False,False,False
2026-05-10T10:40:40.545208+00:00,VjqsnOrW3AM,2154,46,3,133505,135659,3251,3297,122,125,False,False,False,False
2026-05-10T10:40:40.545208+00:00,sjbKZ4CY1Ow,1354,21,0,152474,153828,2353,2374,128,128,False,False,False,False
2026-05-10T10:40:40.545208+00:00,iaYdIU5n6vw,3680,47,-19,696543,700223,13394,13441,2067,2048,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Fy8H9I2kJkI,1259,8,0,327988,329247,5084,5092,285,285,False,False,False,False
2026-05-10T10:40:40.545208+00:00,AVyYMXc_t9s,51,2,0,8607,8658,466,468,36,36,False,False,False,False
2026-05-10T10:40:40.545208+00:00,HOwVuamQvTc,20,0,0,6627,6647,363,363,11,11,False,False,False,False
2026-05-10T10:40:40.545208+00:00,k0ZYVWoVWAc,32,1,0,20502,20534,885,886,200,200,False,False,False,False
2026-05-10T10:40:40.545208+00:00,ra8QknbAJs4,14,0,0,5355,5369,184,184,6,6,False,False,False,False
2026-05-10T10:40:40.545208+00:00,TpncXdKNLTQ,29,0,0,5117,5146,149,149,4,4,False,False,False,False
2026-05-10T10:40:40.545208+00:00,7m9uIc31Egw,18,0,0,7011,7029,261,261,7,7,False,False,False,False
2026-05-10T10:40:40.545208+00:00,q__FKs64J28,4,0,0,3456,3460,172,172,2,2,False,False,False,False
2026-05-10T10:40:40.545208+00:00,C9V8L2emj9M,1,0,0,3921,3922,196,196,0,0,False,False,False,False
2026-05-10T10:40:40.545208+00:00,EZLeWRbCEbA,499,18,1,41968,42467,1621,1639,92,93,False,False,False,False
2026-05-10T10:40:40.545208+00:00,QduEFho6dLg,23,0,0,9479,9502,543,543,30,30,False,False,False,False
2026-05-10T10:40:40.545208+00:00,ZhRgnBzcYHQ,1004,36,0,50739,51743,3217,3253,96,96,False,False,False,False
2026-05-10T10:40:40.545208+00:00,6WqWhSmCbXk,2055,67,6,124703,126758,4636,4703,234,240,False,False,False,False
2026-05-10T10:40:40.545208+00:00,pdNaIhcp3z4,111,4,2,29564,29675,1327,1331,85,87,False,False,False,False
2026-05-10T10:40:40.545208+00:00,_BHe9R7pYNw,38,0,0,8316,8354,580,580,38,38,False,False,False,False
2026-05-10T10:40:40.545208+00:00,5Z4z2oEoxw8,51,4,0,29679,29730,1612,1616,79,79,False,False,False,False
2026-05-10T10:40:40.545208+00:00,0O8CF6F7CVs,0,0,0,0,0,0,0,0,0,False,False,False,False
2026-05-10T10:40:40.545208+00:00,7Ocx3WwDK_c,3,0,0,4430,4433,189,189,7,7,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Cp3DxMyEBIM,2686,54,-2,163303,165989,3723,3777,307,305,False,False,False,False
2026-05-10T10:40:40.545208+00:00,M_FKC2NTb24,122,1,0,27347,27469,536,537,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,5zwotvZ1rl0,69,0,0,13259,13328,308,308,35,35,False,False,False,False
2026-05-10T10:40:40.545208+00:00,F1D4G7VTBnY,5,0,0,3981,3986,172,172,1,1,False,False,False,False
2026-05-10T10:40:40.545208+00:00,kp1dLUox9_Y,37,1,0,21830,21867,927,928,31,31,False,False,False,False
2026-05-10T10:40:40.545208+00:00,FR04V2DkErI,3,0,0,2332,2335,109,109,0,0,False,False,False,False
2026-05-10T10:40:40.545208+00:00,raie7EtagZk,4,0,0,10689,10693,946,946,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,2Z1aJVGA1-M,10,0,0,7349,7359,301,301,8,8,False,False,False,False
2026-05-10T10:40:40.545208+00:00,6cUe6qrXxJU,4,0,0,15141,15145,507,507,11,11,False,False,False,False
2026-05-10T10:40:40.545208+00:00,5DilrEUdYnY,3,0,0,4724,4727,356,356,4,4,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Nq-c06vj5PM,200,6,0,26659,26859,772,778,120,120,False,False,False,False
2026-05-10T10:40:40.545208+00:00,7u0DJM1SNPs,5,0,0,21115,21120,357,357,8,8,False,False,False,False
2026-05-10T10:40:40.545208+00:00,FAerQflosns,2,0,0,7930,7932,290,290,12,12,False,False,False,False
2026-05-10T10:40:40.545208+00:00,l8F9Omk197E,3,0,0,9038,9041,284,284,5,5,False,False,False,False
2026-05-10T10:40:40.545208+00:00,IwjPma4PPTM,901,45,-1,83340,84241,4599,4644,110,109,False,False,False,False
2026-05-10T10:40:40.545208+00:00,XXZ2wOom1l0,1601,53,0,113050,114651,5185,5238,138,138,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Lqq78q17jDY,15524,646,29,502643,518167,26251,26897,1422,1451,False,False,False,False
2026-05-10T10:40:40.545208+00:00,sKME5er1OKc,5547,282,5,211621,217168,11012,11294,533,538,False,False,False,False
2026-05-10T10:40:40.545208+00:00,r6AB_e8Rk1I,417,18,0,157317,157734,5595,5613,189,189,False,False,False,False
2026-05-10T10:40:40.545208+00:00,OkuWh46I4m4,385,21,0,20696,21081,1193,1214,38,38,False,False,False,False
2026-05-10T10:40:40.545208+00:00,THMW7bXTog4,1032,70,1,196326,197358,15067,15137,171,172,False,False,False,False
2026-05-10T10:40:40.545208+00:00,uvfU2B8b4G4,85,2,0,50307,50392,2409,2411,25,25,False,False,False,False
2026-05-10T10:40:40.545208+00:00,G9L3zK57X6Y,66,4,0,90534,90600,4789,4793,85,85,False,False,False,False
2026-05-10T10:40:40.545208+00:00,TeheJAFWwYs,75,5,2,8978,9053,529,534,58,60,False,False,False,False
2026-05-10T10:40:40.545208+00:00,uSjcVPbJayU,1694,88,5,340308,342002,18224,18312,1048,1053,False,False,False,False
2026-05-10T10:40:40.545208+00:00,au_CNv7ZBS4,22,2,0,16310,16332,1011,1013,31,31,False,False,False,False
2026-05-10T10:40:40.545208+00:00,UszcZZ1QZho,159,4,0,25484,25643,851,855,26,26,False,False,False,False
2026-05-10T10:40:40.545208+00:00,UN6X2Jj-qrQ,72,2,0,10030,10102,792,794,4,4,False,False,False,False
2026-05-10T10:40:40.545208+00:00,9361MUAmA24,124,6,0,15880,16004,1151,1157,13,13,False,False,False,False
2026-05-10T10:40:40.545208+00:00,sQoa8y7eN-8,33,2,0,9122,9155,740,742,6,6,False,False,False,False
2026-05-10T10:40:40.545208+00:00,UacKz43AiDQ,4,0,0,2252,2256,63,63,1,1,False,False,False,False
2026-05-10T10:40:40.545208+00:00,9T90MfOpaZY,6,0,0,2128,2134,74,74,10,10,False,False,False,False
2026-05-10T10:40:40.545208+00:00,5qoKwHygsy8,1,1,0,3552,3553,152,153,6,6,False,False,False,False
2026-05-10T10:40:40.545208+00:00,0IGNbK4bbXA,118,2,3,16952,17070,1062,1064,68,71,False,False,False,False
2026-05-10T10:40:40.545208+00:00,ppy-SwlSnEo,1,0,0,2454,2455,85,85,2,2,False,False,False,False
2026-05-10T10:40:40.545208+00:00,-bFkzPRxH4w,24,2,1,15352,15376,273,275,402,403,False,False,False,False
2026-05-10T10:40:40.545208+00:00,87jnYKGVetM,69,-1,0,31593,31662,1204,1203,12,12,False,False,False,False
2026-05-10T10:40:40.545208+00:00,zyJ1yZwX_tE,359,2,0,46733,47092,1050,1052,5,5,False,False,False,False
2026-05-10T10:40:40.545208+00:00,IJJbQTVdAtE,755,7,0,83497,84252,2650,2657,15,15,False,False,False,False
2026-05-10T10:40:40.545208+00:00,rhVEOqNhjKo,57,0,0,33960,34017,1003,1003,16,16,False,False,False,False
2026-05-10T10:40:40.545208+00:00,myMj_ZfZ_xI,49,-1,0,46671,46720,1051,1050,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,wd_xh6gSSOs,683,31,1,67794,68477,3069,3100,57,58,False,False,False,False
2026-05-10T10:40:40.545208+00:00,p5zWy46yWxU,642,4,0,67401,68043,1276,1280,16,16,False,False,False,False
2026-05-10T10:40:40.545208+00:00,IQZiAOokKXo,61,-1,0,30364,30425,759,758,3,3,False,False,False,False
2026-05-10T10:40:40.545208+00:00,x3P8Zqux4A4,171,1,0,59203,59374,2319,2320,16,16,False,False,False,False
2026-05-10T10:40:40.545208+00:00,7vdW8a6jEfw,59,1,0,38548,38607,1224,1225,10,10,False,False,False,False
2026-05-10T10:40:40.545208+00:00,wJwQm_aqC8U,54,2,0,26738,26792,1167,1169,8,8,False,False,False,False
2026-05-10T10:40:40.545208+00:00,I-rogofBX8c,62,0,0,25913,25975,957,957,7,7,False,False,False,False
2026-05-10T10:40:40.545208+00:00,HEW0VJx9iw0,69,0,0,56364,56433,2054,2054,15,15,False,False,False,False
2026-05-10T10:40:40.545208+00:00,GMXWOLJHnJc,67,0,0,69739,69806,3045,3045,29,29,False,False,False,False
2026-05-10T10:40:40.545208+00:00,gtdao7DVsBo,83,1,0,28878,28961,843,844,7,7,False,False,False,False
2026-05-10T10:40:40.545208+00:00,tveRHTJJyy8,54,0,0,22255,22309,803,803,5,5,False,False,False,False
2026-05-10T10:40:40.545208+00:00,DB1fSfulSJQ,63,1,0,62049,62112,2417,2418,17,17,False,False,False,False
2026-05-10T10:40:40.545208+00:00,FpwEaued1Hc,55,1,0,46513,46568,2304,2305,29,29,False,False,False,False
2026-05-10T10:40:40.545208+00:00,0EqJD2o-Mnk,738,6,0,47603,48341,1079,1085,57,57,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Y9HJ_U3TdXk,10116,234,2,215763,225879,7238,7472,34,36,False,False,False,False
2026-05-10T10:40:40.545208+00:00,f7fbvRa4eJE,42,1,0,27207,27249,775,776,11,11,False,False,False,False
2026-05-10T10:40:40.545208+00:00,01NMf5-J_P4,39,-1,0,57652,57691,2482,2481,19,19,False,False,False,False
2026-05-10T10:40:40.545208+00:00,OuOIrxBXB0M,333,5,0,134494,134827,2909,2914,20,20,False,False,False,False
2026-05-10T10:40:40.545208+00:00,wR8P970sqH8,36,1,0,25962,25998,1003,1004,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,664cs6FZEZo,73,0,0,70482,70555,1997,1997,36,36,False,False,False,False
2026-05-10T10:40:40.545208+00:00,ABoKfabPQyY,7952,107,1,265822,273774,5264,5371,52,53,False,False,False,False
2026-05-10T10:40:40.545208+00:00,UQXupr6-Wmg,160,1,0,67313,67473,2125,2126,20,20,False,False,False,False
2026-05-10T10:40:40.545208+00:00,s47EWzAbZL4,38,-1,0,46831,46869,1166,1165,9,9,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Wj8owIKaQKQ,25,0,0,32823,32848,1680,1680,15,15,False,False,False,False
2026-05-10T10:40:40.545208+00:00,0moz0GJcIHg,32,-2,0,28426,28458,1035,1033,14,14,False,False,False,False
2026-05-10T10:40:40.545208+00:00,5tW7CPAVii0,1668,29,0,274234,275902,7480,7509,153,153,False,False,False,False
2026-05-10T10:40:40.545208+00:00,vrW0swCG3Kg,37,0,0,31666,31703,1670,1670,26,26,False,False,False,False
2026-05-10T10:40:40.545208+00:00,yIUDe9YH0ac,2014,54,1,239832,241846,6492,6546,106,107,False,False,False,False
2026-05-10T10:40:40.545208+00:00,Z0uWs_W9S1A,25,0,0,15251,15276,439,439,12,12,False,False,False,False
2026-05-10T10:40:40.545208+00:00,uWOLkr7S47A,45,0,0,76111,76156,1770,1770,5,5,False,False,False,False
2026-05-10T10:40:40.545208+00:00,E7PxcFm-Xs8,38,0,0,30212,30250,1385,1385,6,6,False,False,False,False
2026-05-10T10:40:40.545208+00:00,FfMFahO2VE4,29,-1,0,31315,31344,1626,1625,13,13,False,False,False,False
