execution_date,entity_type,entity_id,signal_type,raw_signal_score,adjusted_signal_score,threshold,triggered,metric_confidence_score,confidence_level
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,alpha_breakout,18.704,17.3947,85.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,trend_burst,30.9255,28.7607,80.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,accelerating_video,41.9292,38.9941,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,evergreen_candidate,0.0,0.0,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,packaging_problem,41.8409,38.912,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,metadata_change_watch,0.0,0.0,1.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-04kPrguhYs,high_engagement_low_reach,48.0239,44.6622,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-04kPrguhYs,low_confidence_metric,14.0,13.02,40.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,alpha_breakout,48.4045,48.4045,85.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,trend_burst,0.0,0.0,80.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,accelerating_video,41.9292,41.9292,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,evergreen_candidate,45.6429,45.6429,75.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,packaging_problem,39.2827,39.2827,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,metadata_change_watch,0.0,0.0,1.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0FsgHxwxgQ,high_engagement_low_reach,67.4081,67.4081,75.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-0FsgHxwxgQ,low_confidence_metric,0.0,0.0,40.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,alpha_breakout,41.0181,39.5824,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,packaging_problem,0.0,0.0,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0GoyR3OSYw,high_engagement_low_reach,14.353,13.8506,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-0GoyR3OSYw,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,alpha_breakout,57.649,51.5959,85.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,trend_burst,65.9335,59.0105,80.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,accelerating_video,95.7921,85.734,70.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,evergreen_candidate,0.0,0.0,75.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,packaging_problem,44.7128,40.018,70.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,metadata_change_watch,0.0,0.0,1.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0TiOQwCYbQ,high_engagement_low_reach,61.0786,54.6653,75.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-0TiOQwCYbQ,low_confidence_metric,21.0,18.795,40.0,False,79.0,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,alpha_breakout,19.9633,18.9152,85.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,trend_burst,30.8765,29.2554,80.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,accelerating_video,41.9292,39.7279,70.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,evergreen_candidate,0.0,0.0,75.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,packaging_problem,41.6303,39.4447,70.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,metadata_change_watch,0.0,0.0,1.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0kFEenVtII,high_engagement_low_reach,51.8514,49.1292,75.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,data_quality,-0kFEenVtII,low_confidence_metric,10.5,9.9488,40.0,False,89.5,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,alpha_breakout,64.338,64.338,85.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,trend_burst,0.0,0.0,80.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,accelerating_video,41.9292,41.9292,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,evergreen_candidate,0.0,0.0,75.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,packaging_problem,22.9641,22.9641,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,metadata_change_watch,0.0,0.0,1.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-0tv5_bKAaQ,high_engagement_low_reach,57.1363,57.1363,75.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-0tv5_bKAaQ,low_confidence_metric,0.0,0.0,40.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,alpha_breakout,75.2997,64.7577,85.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,trend_burst,48.0021,41.2818,80.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,accelerating_video,0.0,0.0,70.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,evergreen_candidate,0.0,0.0,75.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,packaging_problem,0.0,0.0,70.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,metadata_change_watch,100.0,86.0,1.0,True,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-11627J9QAA,high_engagement_low_reach,8.404,7.2274,75.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-11627J9QAA,low_confidence_metric,28.0,24.08,40.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,alpha_breakout,14.9054,14.3837,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,packaging_problem,30.1854,29.1289,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-19-Cbaj3eQ,high_engagement_low_reach,42.2113,40.734,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-19-Cbaj3eQ,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,alpha_breakout,57.6586,52.181,85.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,trend_burst,0.0,0.0,80.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,accelerating_video,41.9292,37.9459,70.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,evergreen_candidate,0.0,0.0,75.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,packaging_problem,40.7674,36.8945,70.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,metadata_change_watch,0.0,0.0,1.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1Fhry-Mqks,high_engagement_low_reach,62.8711,56.8983,75.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-1Fhry-Mqks,low_confidence_metric,19.0,17.195,40.0,False,81.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,alpha_breakout,46.4444,46.4444,85.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,trend_burst,0.0,0.0,80.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,accelerating_video,41.9292,41.9292,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,evergreen_candidate,0.0,0.0,75.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,packaging_problem,46.9322,46.9322,70.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,metadata_change_watch,0.0,0.0,1.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1mOJpOZiwo,high_engagement_low_reach,72.8524,72.8524,75.0,True,100.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-1mOJpOZiwo,low_confidence_metric,0.0,0.0,40.0,False,100.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,alpha_breakout,42.4323,40.9472,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,packaging_problem,0.0,0.0,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1rmpQz9lvA,high_engagement_low_reach,15.7122,15.1623,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-1rmpQz9lvA,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,alpha_breakout,32.4941,27.3763,85.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,trend_burst,0.0,0.0,80.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,accelerating_video,0.0,0.0,70.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,evergreen_candidate,15.3386,12.9227,75.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,packaging_problem,69.6227,58.6571,70.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,metadata_change_watch,0.0,0.0,1.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-1wOnr7JsS4,high_engagement_low_reach,92.9649,78.3229,75.0,True,68.5,medium
2026-05-25T12:46:56.763303+00:00,data_quality,-1wOnr7JsS4,low_confidence_metric,31.5,26.5388,40.0,False,68.5,medium
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,alpha_breakout,7.0828,6.8349,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,packaging_problem,4.2748,4.1252,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-20Y-f1Lrsw,high_engagement_low_reach,37.1554,35.855,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-20Y-f1Lrsw,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,alpha_breakout,56.4589,54.4828,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,packaging_problem,15.3991,14.8601,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-23EC7x0YF0,high_engagement_low_reach,28.6065,27.6053,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-23EC7x0YF0,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,alpha_breakout,79.696,69.9333,85.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,trend_burst,69.6441,61.1127,80.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,accelerating_video,41.9292,36.7929,70.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,evergreen_candidate,0.0,0.0,75.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,packaging_problem,43.3497,38.0394,70.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,metadata_change_watch,0.0,0.0,1.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2DFOXrh2Y4,high_engagement_low_reach,67.8881,59.5718,75.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,data_quality,-2DFOXrh2Y4,low_confidence_metric,24.5,21.4987,40.0,False,75.5,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,alpha_breakout,45.5547,43.9603,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,packaging_problem,19.8158,19.1222,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2b1XsquE5Y,high_engagement_low_reach,42.9142,41.4122,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-2b1XsquE5Y,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,alpha_breakout,38.4567,35.7647,85.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,trend_burst,46.6575,43.3915,80.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,accelerating_video,41.9292,38.9941,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,evergreen_candidate,0.0,0.0,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,packaging_problem,40.647,37.8017,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,metadata_change_watch,0.0,0.0,1.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2fFUIZT9rA,high_engagement_low_reach,45.9148,42.7007,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-2fFUIZT9rA,low_confidence_metric,14.0,13.02,40.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,alpha_breakout,55.8266,48.0109,85.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,trend_burst,43.7158,37.5956,80.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,accelerating_video,0.0,0.0,70.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,evergreen_candidate,0.0,0.0,75.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,packaging_problem,0.0,0.0,70.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,metadata_change_watch,0.0,0.0,1.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-2iQYkjLD5g,high_engagement_low_reach,15.6229,13.4357,75.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-2iQYkjLD5g,low_confidence_metric,28.0,24.08,40.0,False,72.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,alpha_breakout,50.3452,48.5831,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,packaging_problem,9.3082,8.9824,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-37lKXR9PZ8,high_engagement_low_reach,37.014,35.7185,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-37lKXR9PZ8,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,alpha_breakout,56.6689,52.7021,85.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,trend_burst,56.2831,52.3433,80.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,accelerating_video,41.9292,38.9941,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,evergreen_candidate,0.0,0.0,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,packaging_problem,58.1,54.033,70.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,metadata_change_watch,0.0,0.0,1.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3KtEmXOAkc,high_engagement_low_reach,58.9799,54.8513,75.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-3KtEmXOAkc,low_confidence_metric,14.0,13.02,40.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,alpha_breakout,53.146,51.2859,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,packaging_problem,45.4391,43.8488,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3WDAGUXqps,high_engagement_low_reach,54.8962,52.9748,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-3WDAGUXqps,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,alpha_breakout,31.3279,30.2314,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,packaging_problem,57.5792,55.5639,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3f1k6xI9f0,high_engagement_low_reach,64.4631,62.2069,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-3f1k6xI9f0,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,alpha_breakout,38.358,37.0155,85.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,trend_burst,0.0,0.0,80.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,accelerating_video,41.9292,40.4617,70.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,evergreen_candidate,0.0,0.0,75.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,packaging_problem,73.4883,70.9162,70.0,True,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,metadata_change_watch,0.0,0.0,1.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3gkNMB0B84,high_engagement_low_reach,79.3893,76.6107,75.0,True,93.0,high
2026-05-25T12:46:56.763303+00:00,data_quality,-3gkNMB0B84,low_confidence_metric,7.0,6.755,40.0,False,93.0,high
2026-05-25T12:46:56.763303+00:00,video,-3tr90WQLpY,alpha_breakout,47.5027,44.1775,85.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3tr90WQLpY,trend_burst,56.7472,52.7749,80.0,False,86.0,high
2026-05-25T12:46:56.763303+00:00,video,-3tr90WQLpY,accelerating_video,96.2267,89.4908,70.0,True,86.0,high
