grain,period_start,period_end,channel_id,channel_name,period_video_count,period_new_videos,period_views_delta,period_likes_delta,period_comments_delta,period_avg_engagement_rate,period_top_video_id,period_top_video_title,period_top_video_views_delta
daily,2026-05-20,2026-05-20,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,18,0,8218193,135987,8326,0.036447,SD4yRDY9mek,Drake - Janice STFU,1011248
daily,2026-05-20,2026-05-20,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,1,0,5294900,90316,5534,0.027156,AaMdXZMvT3w,"Survive 30 Days On An Island With Your Ex, Win $250,000",5294900
daily,2026-05-20,2026-05-20,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,102,17,3886469,42263,5063,0.020368,wzgrVJLzLSE,"#2 SPURS at #1 THUNDER | FULL GAME 1 HIGHLIGHTS | May 18, 2026",2024778
daily,2026-05-20,2026-05-20,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,106,12,3435985,73712,4983,0.032425,f8Q_7IaMJ2Y,"Brock Lesnar RETURNS to F5 Oba Femi: Raw highlights, May 18, 2026",720063
daily,2026-05-20,2026-05-20,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,5,0,2717727,37032,3269,0.080521,1jKnI_ib8c8,ITZY “Motto” M/V,2528909
daily,2026-05-20,2026-05-20,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,69,8,2704901,27947,791,0.020549,YTGEfVNo8DE,JAADUGARI (Official Video): Sushant KC | Anna Sharma | Latest Hindi Song | T-Series,467033
daily,2026-05-20,2026-05-20,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,13,0,2574346,42691,2456,0.094927,tTi2uZQsmlo,TWS (투어스) '너의 모든 가능성이 되어 줄게' Official MV,1683338
daily,2026-05-20,2026-05-20,UCupvZG-5ko_eiXAupbDfxWw,CNN,203,26,2346218,44363,7048,0.027035,liiU_V9S_R8,Russian drones attack CNN 14x at Ukraine's 'Road of Life',806501
daily,2026-05-20,2026-05-20,UCJplp5SjeGSdVdwsfb9Q7lQ,Like Nastya,2,0,1832200,3481,0,0.002835,nkEBZ_Irvek,Im Gonna Shine - Like Nastya song,981931
daily,2026-05-20,2026-05-20,UCaY_-ksFSQtTGk0y1HA_3YQ,Ibai,7,1,1772373,104824,944,0.057753,k0Iwvdbowmg,¿Cuál Es la Peor Pareja?,834106
daily,2026-05-20,2026-05-20,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,356,53,1576935,9735,153,0.008114,hUlEDRTRuSs,Celestial Phenomenon की Mystery को कैसे Unfold करेगी CID? | CID Season 2 | Full Episode | Ep 77,206896
daily,2026-05-20,2026-05-20,UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0,18,2,1371451,47445,2940,0.043527,ngOsOjsHfsY,Cringe Influencer Thinks He Shouldn't Pay Full Price for Meal,470976
daily,2026-05-20,2026-05-20,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,26,1,1329608,35414,3914,0.030298,BTJGr78-zyw,"Professor Jiang: World War 3 Is About To Begin, Let Me Explain!",595039
daily,2026-05-20,2026-05-20,UCbCmjCuTUZos6Inko4u57UQ,Cocomelon - Nursery Rhymes,4,0,1260025,2225,0,0.002112,FWx3IFnvoas,Play Like A Dinosaur | Imagination & Play Pretend with JJ 🦖 | CoComelon Nursery Rhymes & Kids Songs,677730
daily,2026-05-20,2026-05-20,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,50,3,1212898,41465,497,0.035231,oZteZj3IPCs,"""Should I Sell My Company?""",292728
daily,2026-05-20,2026-05-20,UCyps-v4WNjWDnYRKmZ4BUGw,Airrack,1,0,1149559,22944,740,0.026693,_V_wkba_kyI,I Hunted Down 100 iPhone Thieves,1149559
daily,2026-05-20,2026-05-20,UCeY0bbntWzzVIaj2z3QigXg,NBC News,265,37,1027968,10814,4005,0.014395,8d8EojYVtCs,First look at new Trump Mobile smartphone,209942
daily,2026-05-20,2026-05-20,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,235,30,1022159,33951,3056,0.030985,LWKyIgsU1AI,Señalan que Rubén Rocha huyó de Sinaloa mientras el gobierno intenta minimizar la crisis,186519
daily,2026-05-20,2026-05-20,UCafNntv_qTQB26AvbEQNHPw,Aristegui Noticias,226,24,1021175,27996,2111,0.032624,Y5DAyNm3KvU,Desde 2021 se advirtió un quiebre por el narco en elecciones de México: Córdova,114964
daily,2026-05-20,2026-05-20,UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,7,0,1020929,1218,0,0.002377,Dl3Vg9N4Bn0,Masha and the Bear 2026 🥟🐼 Bon appétit and more popular episodes 🎩🐧 Best episodes collection 🎬,419796
daily,2026-05-20,2026-05-20,UCTHaNTsP7hsVgBxARZTuajw,LUZU TV,149,18,987820,24403,492,0.037303,rlIyxDJgkFg,"#ANTESQUENADIE | ""MI NOVIO LE PIDIÓ A SU EX QUE SEA SU ABOGADA LABORAL"" Y SOMOS MAMEROS CON MUNI",251463
daily,2026-05-20,2026-05-20,UCoLrcjPV5PbUrUyXq5mjc_A,MLB,246,33,960104,12682,958,0.022006,pGzjHs3I3sE,Dodgers vs. Padres Game Highlights (5/18/26) | MLB Highlights,167361
daily,2026-05-20,2026-05-20,UCwd8Byi93KbnsYmCcKLExvQ,Negocios TV,406,76,959677,16251,1510,0.026303,bSft-6ttulo,"LORENZO RAMÍREZ: El truco de Trump con Irán, China humilla a EEUU y las miserias ocultas de OpenAI",107546
daily,2026-05-20,2026-05-20,UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,7,1,932471,40233,1185,0.071548,U5Xpd8ja9bk,Where the hell is Iron Lung...?,377296
daily,2026-05-20,2026-05-20,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,2,0,904225,13053,1052,0.041846,tiKgdh4Csj8,TAEYONG 태용 'WYLD' MV,576927
daily,2026-05-20,2026-05-20,UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,1,0,874832,18478,274,0.035256,-WUlOSHMao8,SIDEMEN TINDER IRL IS BACK,874832
daily,2026-05-20,2026-05-20,UCBYyJBCtCvgqA4NwtoPMwpQ,The Wild Project,38,0,873911,28659,1024,0.032299,iAibPDM61gc,"The Wild Project #375 - Xokas | ¿Por qué no peleó con IlloJuan?, Hacer pública su relación, DWT 4",609299
daily,2026-05-20,2026-05-20,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,545,135,822651,9202,3468,0.01114,bTFMew8KaBA,“Why Should We Trust India?” — MEA’s Sharp Reply Stuns Norwegian Reporter | Norway | N18G,132098
daily,2026-05-20,2026-05-20,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,322,46,810512,6884,3472,0.017259,J_j723ARmEw,"ABC World News Tonight with David Muir Full Broadcast - May 18, 2026",206285
daily,2026-05-20,2026-05-20,UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,5,0,800649,1293,0,0.002599,bMsBMOkn39Y,Peppa Pig Tales 2026 ⚽️ Peppa's Food-truck Favourites! 🧁 Football Match Day! ⚽️ BRAND NEW Peppa Pig,280684
daily,2026-05-20,2026-05-20,UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,5,0,792006,21121,1059,0.048632,fPmrzygqO8U,IT'S BEAUTIFUL | Subnautica 2 - Part 1,239162
daily,2026-05-20,2026-05-20,UCTv-XvfzLX3i4IGWAm4sbmA,LALIGA EA SPORTS,99,2,768460,22904,509,0.031504,6F9wx2w-3_c,Las últimas palabras de Lewandowski. 🥲🫶,192803
daily,2026-05-20,2026-05-20,UCiWLfSweyRNmLpgEHekhoAg,ESPN,136,27,763778,4006,818,0.016659,XPGWDtB665E,Victor Wembanyama took Game 1 PERSONAL 🗣️ Spurs win 2OT thriller against the Thunder | SportsCenter,238549
daily,2026-05-20,2026-05-20,UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,8,1,686900,19080,1877,0.037312,Tp1AhBaKzDU,Unboxing Other People's Lost Mail,498306
daily,2026-05-20,2026-05-20,UC16niRr50-MSBwiO3YDb3RA,BBC News,123,14,667418,5648,2073,0.021131,UEseLvpl9ss,How ‘super’ El Niño could bring chaos to the world’s weather | BBC News,164328
daily,2026-05-20,2026-05-20,UCgFXm4TI8htWmCyJ6cVPG_A,Toys and Colors,5,1,664006,474,0,0.004585,KLa8NenZeVc,Will It POP?! Fun Science With Maddie Eva & Bella,428156
daily,2026-05-20,2026-05-20,UC-cnbLlplnXA4oc7rR21qzg,Lyna,10,1,644732,5338,288,0.017072,iMydqVkmyRM,Nuestra CASA se INUNDA en Brookhaven Roblox,223463
daily,2026-05-20,2026-05-20,UCCEmjNPpJYhGDgaEqeeA4HA,TheGrefg,3,0,625601,30638,337,0.056224,P__7xXeDdKA,El futuro ha llegado,294881
daily,2026-05-20,2026-05-20,UC1viRct91s1a3Z5yvk7FJXw,Diego Ruzzarin,38,1,613677,40851,863,0.068386,WGWm6rQXyB8,Ford U.S.A humillada por China.,475918
daily,2026-05-20,2026-05-20,UCknLrEdhRCp1aegoMqRaCZg,DW News,141,12,598216,11518,2050,0.028303,EbswiQsFB4I,Is US debt the EU's secret weapon against Donald Trump? | DW News,102974
daily,2026-05-20,2026-05-20,UCVzLLZkDuFGAE2BGdBuBNBg,Bluey - Official Channel,10,0,586430,1244,0,0.003213,YmWr5bcBA3Q,🔴LIVE: Bluey and Bingo Faceytalk with their cousins!💙😆 | Bluey,165851
daily,2026-05-20,2026-05-20,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,5,0,570554,13012,327,0.029671,zXvygWE3Ess,How Alpha Particles Can Break Computer Chips,353882
daily,2026-05-20,2026-05-20,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,258,32,535268,10540,1559,0.031251,40RbnVGqcgY,Former US negotiator with Iran: Trump falling into Vietnam trap | The Bottom Line,69450
daily,2026-05-20,2026-05-20,UCcjIvuxmWlS5IEQ0JdPV4Ng,Rubius Z,4,0,518114,26105,892,0.06782,WIaYpCdwJ-Y,El Reto IMPOSIBLE de Pokémon (Mi Chat vs Un Experto),283748
daily,2026-05-20,2026-05-20,UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,29,1,495964,21147,1153,0.054649,UYFT0eC-g7E,Emma Vigeland DESTROYS Mallory McMorrow,196533
daily,2026-05-20,2026-05-20,UCvgfXK4nTYKudb0rFR6noLA,UFC,41,3,481533,8010,623,0.024306,4UTSKaNoubk,Conor McGregor is BACK! | Full Fight Marathon,212779
daily,2026-05-20,2026-05-20,UC08mnbiC4FykqpHqbEWgFcg,ESPN Deportes,211,19,471485,4296,689,0.017329,1tD0HvmeMu0,BARCELONA selló triunfo ante REAL BETIS con doblete de RAPHINHA y despedida a LEWANDOWSKI | La Liga,71265
daily,2026-05-20,2026-05-20,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,14,0,464576,6977,1348,0.023929,RjxC0l7mZIM,Financial Audit: Doomsday,179503
daily,2026-05-20,2026-05-20,UCsN32BtMd0IoByjJRNF12cw,60 Minutes,15,0,453636,9085,1292,0.023247,QD0hGj-ioFU,Anderson Cooper's emotional farewell to 60 Minutes after 20 years,199379
daily,2026-05-20,2026-05-20,UCGmnsW623G1r-Chmo5RB4Yw,KSI,2,0,452667,8396,358,0.02823,MN_u8Jv807U,BEST CELEBRITY LOOKALIKE WINS $500 (Ft. Deji),437104
daily,2026-05-20,2026-05-20,UCYiGq8XF7YQD00x7wAd62Zg,JuegaGerman,4,0,437595,15386,271,0.049716,FyeEw1HP7fw,LO APUESTO TODO!! (lo pierdo todo),184567
daily,2026-05-20,2026-05-20,UCam8T03EOFBsNdR0thrFHdQ,VEGETTA777,12,0,434280,18078,215,0.064429,Le1pfvQP94A,SUBNAUTICA 2: Mejoramos NUESTRA BASE  #3,167454
daily,2026-05-20,2026-05-20,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,8,0,423421,9882,865,0.0258,cTg5e1XSAFo,I Tested Every IShowSpeed Video,229251
daily,2026-05-20,2026-05-20,UCUsm-fannqOY02PNN67C0KA,NMás,254,54,402281,4815,1125,0.016261,mhfDWHx0zQw,"""Los Ardillos"" quemaron todo: así encontraron sus casas los desplazados de Chilapa - En Punto",44093
daily,2026-05-20,2026-05-20,UCFxHplbcoJK9m70c4VyTIxg,MILENIO,394,80,399462,4155,839,0.016524,ZxSpK81Tm6I,La masacre en Tehuitzingo apunta a conflictos familiares y una disputa dentro del rancho,75473
daily,2026-05-20,2026-05-20,UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,14,0,398015,19695,583,0.070454,eaddriKmMlo,Las 3 historias más macabras ocurridas en hospitales,138584
daily,2026-05-20,2026-05-20,UCGnjeahCJW1AF34HBmQTJ-Q,shakiraVEVO,1,0,393772,13424,695,0.062509,X9CsK_nuqdE,"Shakira, Burna Boy - Dai Dai (Official Audio)",393772
daily,2026-05-20,2026-05-20,UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,1,0,385579,7225,153,0.022263,LFXpmx75kBY,La mujer que repobló su ciudad con muñecos | NAGORO,385579
daily,2026-05-20,2026-05-20,UCt7k7y_xTkkc1Jeh7cdAjDQ,SinEmbargo Al Aire,123,17,377402,25088,1082,0.083985,v7Ss53Ku8wE,El PRI gobierna Chihuahua,87703
daily,2026-05-20,2026-05-20,UC8p1vwvWtl6T73JiExfWs1g,CBS News,319,59,367693,3864,1489,0.015712,vqNSfDTL3Po,Bodies of four missing divers located in Maldives underwater cave,48572
daily,2026-05-20,2026-05-20,UCwIWAbIeu0xI0ReKWOcw3eg,Unspeakable,1,0,364752,1712,121,0.009967,0ensVjWoq1Y,5 School Nights with Peppa Pig,364752
daily,2026-05-20,2026-05-20,UCcHtke0raf8vNYLM1Hbq3Jw,Imagen Noticias,399,102,358636,4790,1541,0.016454,loivTyG2JVw,"Investigan a familiar por asesinato de familia en Tehuitzingo, Puebla | Imagen Noticias 5:30",44478
daily,2026-05-20,2026-05-20,UCjiXtODGCCulmhwypZAWSag,Jynxzi,15,2,348895,9178,230,0.023393,010h_fwL7Aw,"""Bro is there a better analogy?"" 😭",92359
daily,2026-05-20,2026-05-20,UChBEbMKI1eCcejTtmI32UEw,Joshua Weissman,1,0,327993,6706,280,0.025301,IaSv64dC44g,I Tested The Most Futuristic Kitchen Tech,327993
daily,2026-05-20,2026-05-20,UCyJbb85EUgWjl38GcF236Jg,Eva Maria Beristain,13,0,309796,11285,1099,0.04133,yxB720xLFmw,ASI ES VIVIR EN EL LUGAR MAS CONTAMINADO DE MEXICO - Ruido Social,249908
