execution_date,channel_id,channel_name,videos_tracked,median_views_delta,median_engagement_rate,avg_duration_seconds,shorts_ratio,total_views_delta,new_videos,top_video_id,top_video_title,top_video_views_delta,channel_growth_percentile,channel_momentum_score
2026-05-18T12:49:30.314781+00:00,UCVbOEcs6RMxXXX3WWNtl_Fw,El Mapa de Sebas,5,169,0.14615,535.6,0,1508,0,aH2hpp0RZaw,Pax Multipolaris: ¿Un orden mundial hacia la PAZ? 🌎 🕊️ - El Mapa de Sebas,951,19.525066,19.525066
2026-05-18T12:49:30.314781+00:00,UCDYT9mM3L_ByrPYMyl0MGGg,BBC Ideas,2,468.5,0.051777,169,0,937,0,NdQ8RAfItX0,5 simple hacks to help you learn a language | BBC Ideas,887,16.358839,16.358839
2026-05-18T12:49:30.314781+00:00,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,2,597,0.097546,331,0,1194,0,gPmmDEGCQLg,Por qué hacer Alioli es casi imposible,846,17.941953,17.941953
2026-05-18T12:49:30.314781+00:00,UCdNnEDbRWhanA1O8zhCn3ZA,Omar - Educación Financiera,5,150,0.049354,836.2,0,1289,0,ENkAEIMcDis,El FIN de las tasas altas en México: ¿Qué voy a hacer?,824,18.733509,18.733509
2026-05-18T12:49:30.314781+00:00,UCwd_qoS94df5orGoPLPnsxQ,Franco Pisso,4,399.5,0.088278,1149.75,0,1635,0,AjQXucne2GA,Las 4 cosas que me hubiese gustado saber cuando me paralizaba,777,20.844327,20.844327
2026-05-18T12:49:30.314781+00:00,UCRfa8Ea9f96LGXE3nvEYm7w,Mundukos,3,262,0.066977,1451.666667,0,1164,0,Nrv6jBHdpXM,¿Cómo organizo un viaje a Europa en 2026 por mi cuenta?,758,17.6781,17.6781
2026-05-18T12:49:30.314781+00:00,UCbfYPyITQ-7l4upoX8nvctg,Two Minute Papers,7,122,0.05075,522.142857,0,2038,0,4wC8hnQawiA,NVIDIA New AI Is An Efficiency Monster,744,22.427441,22.427441
2026-05-18T12:49:30.314781+00:00,UC6RTPEfYFMcb0-HLLMEpLdw,Caja de Peliculas,1,700,0.088293,748,0,700,0,o5iu2Z-KmvM,El REGRESO de UN SHOW MAS 🐦🦝,700,15.039578,15.039578
2026-05-18T12:49:30.314781+00:00,UCn8zNIfYAQNdrFRrr8oibKw,VICE,1,670,0.026647,1063,0,670,0,tnPnwsfyYnA,Taji Goes On Armed Stakeouts As Puerto Rico's Newest Private Detective,670,14.248021,14.248021
2026-05-18T12:49:30.314781+00:00,UCBVjMGOIkavEAhyqpxJ73Dw,Maroon 5,1,656,0.045973,61,0,656,0,QxOp9DU8S38,“Heroine” single and lyric video out now 💋,656,13.984169,13.984169
2026-05-18T12:49:30.314781+00:00,UCR9j1jqqB5Rse69wjUnbYwA,All About AI,4,179.5,0.040349,1066,0,949,0,iW0E1g5q6g4,Find 100x Low Risk High Reward Polymarket Strategies With AI,570,16.622691,16.622691
2026-05-18T12:49:30.314781+00:00,UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,3,329,0.066175,593.666667,0,953,0,jQvv7CskMuo,How Do Minerals Form?: Crash Course Geology #5,504,16.886544,16.886544
2026-05-18T12:49:30.314781+00:00,UCvPGx8qh8AkrFZW06tESvaA,Dot Dager,5,140,0.067293,8828.2,0,812,0,wgtGulLPwE8,Libros de AUTOAYUDA que SÍ SIRVEN.,464,15.30343,15.30343
2026-05-18T12:49:30.314781+00:00,UCanMxWvOoiwtjLYm08Bo8QQ,Matemáticas profe Alex,6,98,0.073499,551.5,0,894,0,oVE7ZdxUsnI,Propiedades de la potenciación combinadas | Ejercicio 4,463,16.094987,16.094987
