content_format,video_id,hybrid_decision_score,model_score_percentile,model_score,prediction_rank,decision_score,confidence_level
shorts,tJH_gXK_WBM,91.438,98.1307,0.99570533,108,81.399,high
shorts,ImG1BgHsqHk,91.1441,97.7289,0.99395062,131,81.267,high
shorts,uIcth4jt5yQ,90.8197,97.2746,0.98900128,157,81.1374,high
shorts,QUSaIk7EltQ,90.7564,99.144,0.99964702,50,78.175,high
shorts,vYp1Gn5-VqE,90.6249,99.3711,0.99994103,37,77.5056,high
shorts,uW4B6ziQqvY,90.2543,99.8253,0.99999999,12,75.8979,high
shorts,98bQUQUEEJs,90.0714,99.5458,0.9999714,27,75.8597,high
shorts,NkGPm95Awuo,90.0367,99.441,0.99995023,33,75.9302,high
shorts,NnfTjR19MCU,90.0189,99.109,0.99954708,52,76.3838,high
shorts,s7ssP0U7QkQ,89.9635,99.3885,0.99994673,36,75.8261,high
shorts,WGQbiztmSNw,89.9158,99.3361,0.99993462,39,75.7853,high
shorts,Jzo63vsmaUo,89.7657,99.3187,0.99992509,40,75.4362,high
shorts,X3kCgMfoCDY,89.6707,95.9993,0.97914728,230,80.1779,high
shorts,V9ttgoD6fDw,89.4617,98.3927,0.99672932,93,76.0652,high
shorts,thWVJij6ug8,88.9361,98.6024,0.99777349,81,74.4366,high
shorts,vmRbevilfpU,88.8229,96.0342,0.97927441,228,78.006,high
shorts,E8ygHD3wrkY,88.3337,96.1391,0.97978268,222,76.6255,high
shorts,vNXFk8iGHk8,88.2545,94.9336,0.96605049,291,78.2359,high
shorts,hmsoe6odgqE,88.1575,99.7205,0.99999725,17,70.813,high
shorts,bF-yc6HIDOU,88.1438,95.2306,0.96929649,274,77.5136,high
shorts,ezZmtloKPLY,87.5505,99.0391,0.99945813,56,70.3176,high
shorts,N0gTBFW_8BE,87.3766,95.4403,0.97256291,262,75.2811,high
shorts,WOTUpoI2LQA,87.1304,94.3396,0.95845872,325,76.3167,high
shorts,ynBFmpm215U,86.4474,96.9776,0.98681755,174,70.6522,high
shorts,Cr7oGnSzmb4,86.2308,97.659,0.99331204,135,69.0886,high
shorts,YrxWRTGeVwA,86.0246,98.0783,0.99560796,111,67.9441,high
shorts,Qkp7gsUed9U,85.9338,98.8644,0.99908685,66,66.5378,high
shorts,xFecVd5DJkg,85.7115,90.3389,0.87712834,554,78.7705,high
shorts,OwbaFLtBpkQ,85.5557,90.5835,0.88548698,540,78.0141,high
shorts,MIbiEwoMA-0,84.9604,96.2264,0.98057924,217,68.0614,high
shorts,KUyRq7szZsM,84.8344,94.095,0.9553601,339,70.9436,high
shorts,HxYnjRN1LjQ,84.7803,89.9371,0.86306406,577,77.045,high
shorts,IqdafQFuXYA,84.6691,89.7449,0.85723479,588,77.0554,high
shorts,Hk-ARbCTKzM,84.6343,95.9469,0.97840979,233,67.6653,high
shorts,CsFlbZvjWaI,84.4094,98.5674,0.9977363,83,63.1724,high
shorts,vmetvB91qVA,84.3627,94.2348,0.95684575,331,69.5545,high
shorts,PoHZWjU54jY,84.3168,95.6848,0.9754394,248,67.2649,high
shorts,WfvTaIkUku8,83.769,89.5877,0.85090479,597,75.041,high
shorts,xKrJ76jwnJE,83.0836,89.5702,0.85020046,598,73.3536,high
shorts,UPbaPjDGQIE,83.0503,93.6583,0.94679545,364,67.1383,high
shorts,WGPrHoWD5vc,82.8145,89.8847,0.86161408,580,72.2092,high
shorts,yIUDe9YH0ac,82.7239,89.4829,0.84621881,603,72.5855,high
shorts,vgwG6e9TFcw,82.5512,96.1915,0.9804066,219,62.0908,high
shorts,nQfoeRwjZ8c,82.4599,94.2697,0.95699369,329,64.7453,high
shorts,5VXu4nmx6Mo,82.4362,89.5353,0.84801919,600,71.7875,high
shorts,SllXaJiQjBA,82.4153,99.9825,1.0,2,56.0646,medium
shorts,KGeCwEOLPGE,82.3209,93.2215,0.94078601,389,65.9701,high
shorts,5wuHYQMnYhA,82.1897,91.6492,0.91143132,479,68.0004,high
shorts,1IlrOiuHTIg,81.9654,94.689,0.96324901,305,62.8801,high
shorts,9zD5AKmT_fw,81.7738,88.0503,0.79632999,685,72.359,high
shorts,buSliUsdoNs,81.7646,84.6261,0.63759678,881,77.4724,high
shorts,SsyeiSnP8MI,81.7351,93.1167,0.93960029,395,64.6626,high
shorts,tz9x_JbuqU8,81.6814,84.6785,0.63881058,878,77.1857,high
shorts,31t_CBePs34,81.5974,88.819,0.8247683,641,70.765,high
shorts,jHGvBPXWRp4,81.0688,91.2474,0.90369034,502,65.8009,high
shorts,FJPWSF87wKw,81.0202,85.6394,0.67579987,823,74.0914,high
shorts,tw_OLuGvrt0,80.9452,86.9846,0.74347008,746,71.8861,high
shorts,yk4BBR6QJas,80.893,91.5094,0.90843758,487,64.9684,high
shorts,j3Il0OW5Qhw,80.8806,85.2376,0.6601655,846,74.345,high
shorts,6A9P9b-xY8g,80.7726,87.8581,0.78864158,696,70.1444,high
shorts,DqaOVqXkj5s,80.7708,84.434,0.62994476,892,75.2759,high
shorts,mXFKM4jzR2A,80.7587,88.4172,0.81172758,664,69.2709,high
shorts,gztlPinApRE,80.4767,84.8882,0.64978402,866,73.8595,high
shorts,6ywIkMsJuNs,80.4625,82.5297,0.52814294,1001,77.3617,high
shorts,INmSlU8iNGk,79.8516,93.0992,0.93932568,396,59.9802,high
shorts,QiTWdB3WNC0,79.7518,95.58,0.97446355,254,56.0096,medium
shorts,m_2tyAhBzFY,79.5809,89.2208,0.83821255,618,65.121,high
shorts,A4HR8x_zEp0,79.4792,82.1279,0.50836727,1024,75.5061,high
shorts,pADklWTqSLI,79.4034,90.9504,0.8963981,519,62.083,high
shorts,w0xLNwqtWgQ,78.9459,78.232,0.32179814,1247,80.0167,high
shorts,qKSaWrt7jZQ,78.9013,80.1887,0.41261131,1135,76.9702,high
shorts,clTCIunafB4,78.8487,90.7058,0.89015248,533,61.0631,high
shorts,8QsAx7s9PmQ,78.8204,87.5437,0.77612861,714,65.7355,high
shorts,KZJ95v8Gp6I,78.722,78.0922,0.3165981,1255,79.6666,high
shorts,xYaH_Xoutyw,78.6252,84.0671,0.61144319,913,70.4623,high
shorts,Y_GvEmWlV5Q,78.5626,82.4948,0.52488618,1003,72.6643,high
shorts,ek-X3X5VOes,78.479,87.0021,0.74422779,745,65.6944,high
shorts,ZEpGVJopXq4,78.1122,87.7358,0.78374807,703,63.6768,high
shorts,3it-OKYhkJM,77.8999,90.2166,0.86876393,561,59.4248,high
shorts,D0CX2QmsaA0,77.8728,79.0881,0.35964466,1198,76.0499,high
shorts,gxctgdWaIBM,77.8264,86.2858,0.70846884,786,65.1373,high
shorts,Q8nk43Ut7Qw,77.6172,88.9762,0.83198261,632,60.5786,high
shorts,MGeQnyQKFM8,77.577,90.8805,0.89409929,523,57.6218,high
shorts,GL2xFRAzN4w,77.4316,90.898,0.89449486,522,57.232,high
shorts,D1RCcaOGqac,77.1133,85.4647,0.66937465,833,64.5861,high
shorts,oZnUxsLlsZc,77.1076,83.7526,0.59811834,931,67.1401,high
shorts,RJ2j-IqOod8,76.9882,90.9154,0.89556362,521,56.0973,high
shorts,oqmbgs3bV-I,76.9226,83.0713,0.56413404,970,67.6995,high
shorts,X-8QaPKNKQ4,76.8205,82.2152,0.51108018,1019,68.7284,high
shorts,JrWOiYrV7ws,76.7827,87.7009,0.78215158,705,60.4054,high
shorts,payzRDCJ2tU,76.7694,87.7533,0.78393308,702,60.2936,high
shorts,xSyOquSXbwQ,76.7376,78.8784,0.35089508,1210,73.5264,high
shorts,e4fnaBWWXoE,76.7351,78.9832,0.35512796,1204,73.363,high
shorts,L1a-COFRN5E,76.7192,77.4808,0.28935204,1290,75.5768,high
shorts,0b8SzBd-oKg,76.0602,79.9266,0.40387442,1150,70.2607,high
shorts,UqLbzINEAu4,75.9566,75.6464,0.22431716,1395,76.4218,high
shorts,RVVfbNcFn6c,75.9506,76.2229,0.24272426,1362,75.5422,high
shorts,XywCvCfnN6o,75.533,75.9259,0.2321998,1379,74.9436,high
shorts,WjsKG4KdW9c,75.4072,79.7519,0.3946695,1160,68.8901,high
shorts,NCXLk1BmHmU,75.3568,78.1272,0.31781192,1253,71.2011,high
shorts,SmFZiLE9yBM,75.3075,77.8477,0.3045627,1269,71.4973,high
shorts,mEpQBpT_NCc,75.2828,80.905,0.45119391,1094,66.8494,high
shorts,zjMTViibNiE,75.1124,75.1048,0.20818197,1426,75.1239,high
shorts,pmhwE7TjMQU,75.0616,80.6429,0.44058732,1109,66.6897,high
shorts,g7CzepMTUNY,75.0173,83.3159,0.58077737,956,62.5694,high
shorts,gvtyxNBQ9aA,74.992,83.8574,0.60362421,925,61.6938,high
shorts,AiCdeZpXB9o,74.9804,78.3718,0.32674821,1239,69.8934,high
shorts,P3LWOgtDcp4,74.6877,74.0741,0.17412739,1485,75.6082,high
shorts,PZaPxdnFPaA,74.5665,74.6331,0.19441993,1453,74.4665,high
shorts,4en_n4ANxVA,74.5519,83.6129,0.59150075,939,60.9604,high
shorts,Ri_0z_aLHOA,74.4161,83.2635,0.57293044,959,61.1451,high
shorts,MIQk0bvwJ9g,74.2522,79.3326,0.37956162,1184,66.6316,high
shorts,ooou2pV04Zw,74.1131,73.9343,0.17085331,1493,74.3814,high
shorts,NVCMy3Yq6cI,73.8551,72.0126,0.12975235,1603,76.6189,high
shorts,zeSxIpTTA44,73.5342,72.3096,0.13370074,1586,75.3712,high
shorts,-rOd8elF3E0,73.4989,77.5332,0.29005528,1287,67.4474,high
shorts,M5QA8fBMdSw,73.4507,85.4472,0.66893943,834,55.456,high
shorts,KZZDU6Sb7Z8,73.4218,83.7876,0.59836476,929,57.8732,high
shorts,aftVKajTC8M,73.3568,73.3403,0.15554096,1527,73.3816,high
shorts,hmp3MUXSq-s,73.2358,79.682,0.39072315,1164,63.5665,high
shorts,aIWb4P90ANA,73.1989,76.6073,0.25630546,1340,68.0863,high
shorts,F0DJ9tjIVAM,72.9908,70.615,0.1007988,1683,76.5544,high
shorts,GidKHYjHZ50,72.8536,78.5465,0.33567285,1229,64.3143,high
shorts,IvCP_hQdLEY,72.8165,70.2481,0.09657339,1704,76.6692,high
shorts,d5lYxQjNcao,72.541,70.9644,0.10925984,1663,74.906,high
shorts,CmJaEi7orQ4,72.469,82.4249,0.52162311,1007,57.5351,medium
shorts,PhI0bv3H0AA,72.3647,75.7512,0.22856229,1389,67.2849,high
shorts,xAGWw_3J7GU,72.3064,81.0971,0.45910975,1083,59.1203,high
shorts,Qvb__7D8uA8,72.2074,71.1915,0.11398197,1650,73.7312,high
shorts,1iWjplGPehA,72.1896,74.3885,0.18370209,1467,68.8913,high
shorts,-uenQaKfw9Q,72.074,75.6639,0.22520493,1394,66.6891,high
shorts,YyGnA9WIkP0,71.9836,79.0531,0.35898607,1200,61.3793,high
shorts,R-KTUF8DChM,71.9249,71.9427,0.12729126,1607,71.8982,high
shorts,HMtqoPU7V1g,71.8113,73.9168,0.17082393,1494,68.653,high
shorts,389lMg_SC8Y,71.7835,71.7156,0.12244573,1620,71.8854,high
shorts,aqeOpzwk4E4,71.7679,75.8386,0.23110061,1384,65.6619,high
shorts,oFt4BZFUUS8,71.7085,79.5947,0.38827385,1169,59.8793,high
shorts,pLI-4iem28g,71.5466,74.144,0.17564832,1481,67.6504,high
shorts,dSRkaKvgOZc,71.4967,71.6806,0.12178266,1622,71.2208,high
shorts,sQD0EPhgp-s,71.4576,78.6164,0.33755923,1225,60.7195,high
shorts,jCfzEhBMUb8,71.438,78.2495,0.32215391,1246,61.2207,high
shorts,0NrCUYrT6io,71.0964,70.8246,0.10599999,1671,71.5041,high
shorts,GFsY9YYdvA8,70.9591,79.4375,0.38340294,1178,58.2414,high
shorts,LCp2259YWIw,70.933,70.3354,0.09715874,1699,71.8295,high
shorts,wa0ZPVPECgo,70.9126,77.638,0.29495726,1281,60.8246,high
shorts,nRcyb2P78bI,70.846,77.2362,0.28076072,1304,61.2608,high
shorts,mTlr_HY2BRo,70.5449,80.1537,0.41209942,1137,56.1316,high
shorts,m2hobnQiXRE,70.3929,72.7463,0.14006186,1561,66.8628,high
shorts,n8Q1nfb9LQg,70.1422,71.5584,0.11971458,1629,68.0179,high
shorts,BJS9ydN30-4,70.0427,70.2131,0.09629786,1706,69.7872,high
shorts,NzfaeBPxxtc,69.9779,77.3235,0.28266193,1299,58.9596,high
shorts,5mzHkdSvLu4,69.89,75.7862,0.22967819,1387,61.0457,high
shorts,ZwVNe0pB6Ys,69.5294,68.9902,0.0758403,1776,70.3382,high
shorts,oVhYung_rSk,69.4374,69.1824,0.07784371,1765,69.82,high
shorts,DitWY_dIRLU,69.3308,68.9727,0.07556282,1777,69.8679,high
shorts,ZArYuXTCGOo,69.2557,70.3878,0.0978628,1696,67.5576,high
shorts,s6CO6EkweMQ,69.2035,75.7687,0.22963256,1388,59.3558,high
shorts,ZkkYRaG7AIA,69.0898,72.2048,0.13240522,1592,64.4174,high
shorts,EbXDuIOm7gI,69.0494,68.5884,0.07064698,1799,69.7408,high
shorts,9mxyjacDjZk,68.9862,77.9525,0.31178478,1263,55.5367,high
shorts,XWJYCQlWfGo,68.941,65.0245,0.03911521,2003,74.8158,high
shorts,fd2zz7rGUws,68.812,77.5157,0.2900153,1288,55.7564,high
shorts,DHuCICqMBrE,68.7799,71.6632,0.12155407,1623,64.4549,high
shorts,zEeGPdO2Bx8,68.7469,68.8155,0.07278869,1786,68.644,high
shorts,azcQ3myzPYc,68.6329,75.3145,0.21534292,1414,58.6105,high
shorts,cH_ZScbZVEA,68.5324,66.7016,0.05053903,1907,71.2787,high
shorts,uir--X4kYFM,68.4242,68.6583,0.07116366,1795,68.073,high
shorts,rDi6QFM4-pM,68.3035,73.1132,0.14994805,1540,61.0889,high
shorts,fRL21V8wUIk,68.1739,72.8337,0.14233548,1556,61.1841,high
shorts,PclcINwgvUI,68.0577,76.188,0.24181803,1364,55.8623,high
shorts,_WKQnz3yl_U,67.9397,72.4319,0.13491145,1579,61.2013,high
shorts,vZoEDnrls5Q,67.8219,69.5667,0.08395438,1743,65.2046,high
shorts,JEZ21FiVbqU,67.6407,64.0636,0.03272843,2058,73.0063,high
shorts,b7cDEbyPzF0,67.6325,65.3913,0.04058193,1982,70.9943,high
shorts,inH32cSLEOQ,67.5843,72.6939,0.1397303,1564,59.92,high
shorts,Sfb0QY3Tjcg,67.5835,69.4969,0.08309121,1747,64.7134,high
shorts,QkSO993MrXE,67.5686,71.3138,0.11599321,1643,61.9509,high
shorts,dMdxruMF21Y,67.431,73.3578,0.15668323,1526,58.5409,high
shorts,dvpo02BOMEQ,67.306,72.8512,0.14311797,1555,58.9881,high
shorts,MywmF_Q0_Qw,67.1659,69.2348,0.07944876,1762,64.0626,high
shorts,6s7IE6Y-heM,67.0049,73.0433,0.14843965,1544,57.9473,high
shorts,LLj-ledF9PI,66.9407,69.2872,0.08033066,1759,63.4209,high
shorts,8urnbhLVX6w,66.886,65.8456,0.04379936,1956,68.4467,high
shorts,CDUBZSbe9AQ,66.8752,72.5017,0.13565081,1575,58.4355,high
shorts,9wKTLnXAiLs,66.8488,71.0168,0.11018665,1660,60.5968,high
shorts,afSMNOWDtmk,66.7682,66.0552,0.04551185,1944,67.8378,high
shorts,HWf804fnFB4,66.7462,73.8994,0.17077371,1495,56.0165,high
shorts,Ih71-EbhGoo,66.6218,70.877,0.10791332,1668,60.239,high
shorts,MLFQ-Y26dvU,66.5542,67.8721,0.06266647,1840,64.5773,high
shorts,sZqiRCY1j2w,66.4601,72.6415,0.13892298,1567,57.1879,high
shorts,YgleRa7vFtA,66.4366,68.0294,0.06366983,1831,64.0475,high
shorts,w1xoRw5xFGY,66.3349,66.2299,0.04700814,1934,66.4925,high
shorts,bLe86iJJ2mg,66.2337,64.9895,0.03895583,2005,68.1001,high
shorts,Iznh6edBkco,66.082,65.0769,0.03946573,2000,67.5896,high
shorts,DGL86zYmHBc,66.0338,67.086,0.05414882,1885,64.4554,high
shorts,sycgw7RxOhM,65.9326,66.1426,0.0461373,1939,65.6176,high
shorts,InAd2V3IfxA,65.9315,73.5325,0.16176317,1516,54.53,high
shorts,vdVZamczBJ0,65.9288,66.0377,0.04536127,1945,65.7654,high
shorts,UDvmpRdWJTo,65.7038,68.0468,0.06429997,1830,62.1893,high
shorts,dFFcJBHuRcQ,65.6862,69.6716,0.08584892,1737,59.7082,high
shorts,Dl88JoqqCbM,65.6376,60.8665,0.01764775,2241,72.7943,high
shorts,8wjPN6Bvi-k,65.6244,68.3613,0.06923855,1812,61.519,high
shorts,Ol6ZsLsidZ8,65.5788,58.9972,0.01299655,2348,75.4513,high
shorts,dgwVbhoqLZs,65.4684,60.9015,0.01770652,2239,72.3188,high
shorts,M2FHS6OwnDQ,65.4344,60.2376,0.01643991,2277,73.2297,high
shorts,QBafcyXIFxg,65.3231,67.0335,0.05394947,1888,62.7576,high
shorts,enezRm-fNak,65.2521,68.6233,0.07103863,1797,60.1954,high
shorts,XSHDRH8M1XQ,65.17,71.4186,0.11783502,1637,55.797,high
shorts,xgZbM-Hyhdk,65.1104,64.5353,0.03588259,2031,65.9731,high
shorts,3ksh3BTrEI8,65.1082,62.2292,0.02210743,2163,69.4266,high
shorts,BePKAnumVdY,65.0243,65.9329,0.04460961,1951,63.6614,high
shorts,Rt4K2DK8nvs,64.9606,70.6324,0.10121758,1682,56.4528,high
shorts,tXRno9MAa-I,64.8287,56.4465,0.00861572,2494,77.4019,high
shorts,bqWdkA7K75E,64.8093,58.1936,0.01118407,2394,74.7328,high
shorts,-ww-89ExZWk,64.8012,61.9322,0.02087889,2180,69.1047,high
shorts,__4yBF4LLLU,64.7798,68.239,0.06601772,1819,59.5909,high
shorts,nByAk8IonBk,64.6284,68.3788,0.06971994,1811,59.0029,high
shorts,4gsXWiTa8Q8,64.614,66.789,0.05190322,1902,61.3514,high
shorts,Su1-F5nSgnc,64.4258,68.0818,0.06486273,1828,58.9419,high
shorts,9PWZvhuTrgo,64.4181,68.6408,0.0710943,1796,58.084,high
shorts,w_Z0cdu9c9I,64.2403,62.928,0.02644397,2123,66.2087,high
shorts,eBXAckGnX0A,64.2186,63.7317,0.03057783,2077,64.949,high
shorts,QdEIhiHbsSY,64.2145,66.4221,0.04810775,1923,60.9032,high
shorts,E96hjZ0Nb34,64.2127,66.2998,0.0473671,1930,61.082,high
shorts,1OVp_HfMpCc,64.2018,57.058,0.00941057,2459,74.9176,high
shorts,lK_YLHiIqdc,64.1772,60.3948,0.01660137,2268,69.8508,high
shorts,mnTGLejeMl8,64.0881,66.9113,0.05270742,1895,59.8533,high
shorts,Un27WEKoqDs,63.9758,63.522,0.02916737,2089,64.6564,high
shorts,sSBzZcTrYiI,63.9667,59.8532,0.01526008,2299,70.1369,high
shorts,3DnhhNSztJk,63.8737,60.9189,0.01785761,2238,68.306,high
shorts,skC7As3nSvE,63.8353,60.1502,0.01624764,2282,69.3629,high
shorts,jcIULZ9dIOc,63.7218,60.9888,0.01803874,2234,67.8212,high
shorts,jTUFeCH5qMM,63.6632,58.7177,0.01230251,2364,71.0814,high
shorts,LczVQ7impeY,63.3454,58.4906,0.01198764,2377,70.6277,high
shorts,RsaCLR_bSv8,63.3143,67.348,0.05729978,1870,57.2637,high
shorts,RdybN9A5CH8,63.2159,65.7233,0.04239778,1963,59.4549,high
shorts,RX7RoZpzP6U,63.1936,56.6212,0.00883323,2484,73.0522,high
shorts,AZXgFlX_bTU,63.1296,63.6618,0.02956174,2081,62.3313,high
shorts,GCzSJcS_VBc,63.1221,68.6932,0.07151674,1793,54.7654,high
shorts,J8C-i_8OtR8,63.1197,58.2285,0.01120509,2392,70.4564,high
shorts,aQ1YCt8EAzc,63.0746,64.4654,0.03526865,2035,60.9883,high
shorts,QzAlB9Cjo9M,63.006,58.3508,0.01163388,2385,69.9888,high
shorts,mlzPHLNVQZo,62.9312,66.195,0.0465226,1936,58.0355,high
shorts,Df2pZ6n0UZA,62.8914,61.0063,0.01811167,2233,65.7191,high
shorts,1Bwc6QQjtj4,62.8757,59.5563,0.01433288,2316,67.8549,high
shorts,_T5MiSuDXwM,62.7788,54.3152,0.00588676,2616,75.4741,high
shorts,hkZJ8QJ917o,62.6583,63.4696,0.0289148,2092,61.4413,high
shorts,-XlB3RebSW4,62.6135,58.4382,0.01175457,2380,68.8764,high
shorts,t8TRzT65G-k,62.613,55.6604,0.0074823,2539,73.0418,high
shorts,iPPz1LTl9Xo,62.5903,58.0189,0.01097745,2404,69.4475,high
shorts,k-Y58uIZFfQ,62.5894,66.2648,0.04733496,1932,57.0764,high
shorts,Jn0vNECfMfc,62.5567,58.7352,0.01231426,2363,68.289,high
shorts,44ySvBRYL_4,62.4755,61.5479,0.01955569,2202,63.8668,high
shorts,Mhujnm1obN0,62.1805,61.8099,0.02056142,2187,62.7364,high
shorts,JXbzY02jMZQ,62.1792,61.0238,0.01811549,2232,63.9123,high
shorts,JSEY6ERSQsg,62.0725,57.6345,0.01026218,2426,68.7296,high
shorts,60OJasIPxo8,62.0534,55.87,0.00777088,2527,71.3285,high
shorts,NUsnSF9UM_E,62.051,65.1992,0.03985943,1993,57.3287,high
shorts,arQ-cU7yqCI,61.9733,63.8714,0.0313015,2069,59.1261,high
shorts,TpBGzwPOmO8,61.917,57.8791,0.01073408,2412,67.9738,high
shorts,eg29yDV4awE,61.91,58.3333,0.01151187,2386,67.275,high
shorts,LFUtLGOl35s,61.7841,56.4291,0.00860298,2495,69.8166,high
shorts,odz3SZh8SW0,61.731,55.608,0.00745247,2542,70.9156,high
shorts,WVMyiIgF4LE,61.7187,53.8609,0.00534742,2642,73.5055,high
shorts,cM9zl9_dG94,61.6867,59.399,0.0139954,2325,65.1182,high
shorts,22Rlq7eMvaE,61.6199,62.6485,0.02546765,2139,60.0769,high
shorts,Zq5SUS1hngk,61.5222,55.6254,0.00745274,2541,70.3675,high
shorts,IIuM6BxBhdI,61.4519,61.6177,0.01981918,2198,61.2031,high
shorts,PmxNrM-jPbU,61.4413,53.6164,0.0051845,2656,73.1786,high
shorts,iX2k4FNw21s,61.4275,59.7834,0.01499634,2303,63.8937,high
shorts,r7ZQY9B3EA8,61.4217,64.1859,0.03342926,2051,57.2754,high
shorts,wRC4mxoyo3M,61.2802,63.9588,0.03205688,2064,57.2624,high
shorts,Yw5dWDQe3CM,61.2777,64.1684,0.03342486,2052,56.9416,high
shorts,kTz8p1gnJW8,61.2104,56.7261,0.00899638,2478,67.9369,high
shorts,pFxIhhK4rUE,61.193,60.9713,0.01803284,2235,61.5255,high
shorts,8HeFtpdWYp8,61.141,56.499,0.00866835,2491,68.1039,high
shorts,SzDnUAJkenI,61.1278,60.7093,0.01724147,2250,61.7555,high
shorts,J6LLQ501DFk,60.9413,63.2774,0.02823247,2103,57.4372,high
shorts,ENBTwTRRVu4,60.9278,60.5346,0.0168342,2260,61.5176,high
shorts,CDs7RgSfRx8,60.9171,60.0978,0.01602754,2285,62.146,high
shorts,Y3KnTqDwTvw,60.812,66.6317,0.04949513,1911,52.0825,high
shorts,KXnIbfLiEtY,60.8082,59.6087,0.01447812,2313,62.6075,high
shorts,_UFmkJrpc3Q,60.7654,61.9672,0.0211096,2178,58.9627,high
shorts,MyIJYM4kByU,60.6205,58.1237,0.01109708,2398,64.3656,high
shorts,nvzrL7MZ6FQ,60.6037,54.5423,0.0060826,2603,69.6957,high
shorts,Z5iPTAgsCRc,60.5499,61.7575,0.02043264,2190,58.7385,high
shorts,vtjFXdFGkBc,60.5036,60.6394,0.01707621,2254,60.2999,high
shorts,RRDqtyH9sZc,60.4184,60.3424,0.01654037,2271,60.5324,high
shorts,4dHlck9vZ4Y,60.2603,62.1593,0.02168933,2167,57.4117,high
shorts,GIJyZ_ivOw8,60.2347,58.6129,0.01217247,2370,62.6675,high
shorts,e5ygohJrN0k,60.2314,53.3718,0.00486967,2670,70.5208,high
shorts,QAkEMtJpq3c,60.0,100.0,1.0,1,0.0,
shorts,15SjQL4UvUE,59.9924,54.6995,0.00624138,2594,67.9318,high
shorts,A_TI_Wct288,59.9791,99.9651,1.0,3,0.0,
shorts,zDPPBUW8Uuc,59.9692,54.9616,0.00652533,2579,67.4806,high
shorts,dqpCvSU-ECE,59.9686,99.9476,1.0,4,0.0,
shorts,hCuqh2NU2Yg,59.9581,99.9301,1.0,5,0.0,
shorts,wL08vOQaK70,59.9521,58.1062,0.01109661,2399,62.721,high
shorts,fp77qbUJJbQ,59.9476,99.9126,1.0,6,0.0,
shorts,MVk5JDHD158,59.9473,53.6688,0.00520892,2653,69.3651,high
shorts,NnvIwG0S8WE,59.9371,99.8952,1.0,7,0.0,
shorts,KHooqK3Hijs,59.9266,99.8777,1.0,9,0.0,
shorts,_iQKpZvj7UQ,59.9161,99.8602,1.0,8,0.0,
shorts,ImKo5rVlFfI,59.9057,99.8428,1.0,10,0.0,
shorts,t5BxJhllmi4,59.8847,99.8078,0.99999999,11,0.0,
shorts,PJmv9cFz6bw,59.8742,99.7904,0.99999864,13,0.0,
shorts,VFdyFPbLHpk,59.8637,99.7729,0.99999854,14,0.0,
shorts,dYaR7xMDU2g,59.8532,99.7554,0.99999836,15,0.0,
shorts,fd3dQSp_3Lc,59.8427,99.7379,0.99999741,16,0.0,
shorts,XUqU-BL-qGo,59.8218,99.703,0.99999651,18,0.0,
shorts,h-0YMkZccg8,59.8113,99.6855,0.99999471,19,0.0,
shorts,V52uRy6jcLs,59.8009,99.6681,0.99999466,20,0.0,
shorts,aFvAFWzCwF8,59.8004,52.7952,0.00438925,2703,70.3082,high
shorts,T1veaFx5yjE,59.7904,99.6506,0.99999139,21,0.0,
shorts,uUROuIb0YUU,59.7799,99.6331,0.99999024,22,0.0,
shorts,siXec_2HHC0,59.7694,99.6157,0.99998649,23,0.0,
shorts,4FmDGhcw1dc,59.7684,54.717,0.00626674,2593,67.3454,high
shorts,sUyOBppOtDs,59.7589,99.5982,0.9999852,24,0.0,
shorts,nhJtQmN-ZEM,59.7578,59.102,0.01324957,2342,60.7414,high
shorts,bV5WcSQbGKM,59.7484,99.5807,0.99998478,25,0.0,
shorts,ZgdhopnS9kA,59.7379,99.5632,0.9999745,26,0.0,
shorts,pfAREXq-Zlk,59.717,99.5283,0.99996978,28,0.0,
shorts,Obn_7zJWz4Q,59.7065,99.5108,0.99996607,29,0.0,
shorts,6AEzVyzZYa0,59.6974,60.5695,0.01685996,2258,58.3892,high
shorts,1Rd5wSqHdWU,59.696,99.4934,0.9999626,30,0.0,
shorts,71w2bUdxop4,59.6855,99.4759,0.99995912,31,0.0,
shorts,joDzsDZq79M,59.675,99.4584,0.99995646,32,0.0,
shorts,EGECtR8-qMI,59.6677,49.703,0.00252208,2880,74.6147,high
shorts,Qqwn4rzZ-Dk,59.6541,99.4235,0.99995007,34,0.0,
shorts,gNwzZxHjEOs,59.6436,99.406,0.99994911,35,0.0,
shorts,_nSUcqEgrUk,59.6122,99.3536,0.99993733,38,0.0,
shorts,iIjqR0FYfE4,59.5942,60.9364,0.01789522,2237,57.5808,high
shorts,fLaXzDTLpI4,59.5807,99.3012,0.9998737,41,0.0,
shorts,eNOoxr_BZsQ,59.5702,99.2837,0.99986878,42,0.0,
shorts,aX6epJrkgZk,59.5597,99.2662,0.99985457,43,0.0,
shorts,V_3edJ3u1O8,59.5493,99.2488,0.99983085,44,0.0,
shorts,dOl-IZ7uzpY,59.5388,99.2313,0.99975085,45,0.0,
shorts,lSrdQWUY92w,59.5283,99.2138,0.9997458,46,0.0,
shorts,fKFVq54SL0s,59.5266,54.4724,0.0060174,2607,67.1079,high
shorts,l56DS4rIoi0,59.5178,99.1964,0.99972476,47,0.0,
shorts,Xuw-VZU8d30,59.5109,52.376,0.00415385,2727,70.2133,high
shorts,h1v0HnSuG3Y,59.5073,99.1789,0.99966374,48,0.0,
