execution_date,video_id,views_delta,likes_delta,comments_delta,previous_views,current_views,previous_likes,current_likes,previous_comments,current_comments,is_new_video,title_changed,description_changed,tags_changed
2026-05-05T16:31:06.445755+00:00,3W1KfxQnQiU,104,10,1,11284,11388,701,711,32,33,False,False,False,False
2026-05-05T16:31:06.445755+00:00,VKaslzzv1QM,286,5,0,97546,97832,3399,3404,206,206,False,False,False,False
2026-05-05T16:31:06.445755+00:00,E6IrH04B8wg,5,0,0,6390,6395,94,94,9,9,False,False,False,False
2026-05-05T16:31:06.445755+00:00,SYdW3cZKdmY,3,0,0,12939,12942,302,302,10,10,False,False,False,False
2026-05-05T16:31:06.445755+00:00,TSAh8dzN0cw,0,0,0,10789,10789,246,246,3,3,False,False,False,False
2026-05-05T16:31:06.445755+00:00,DHk0gFHyHeE,118,3,0,150543,150661,4641,4644,363,363,False,False,False,False
2026-05-05T16:31:06.445755+00:00,QSe13hyv68o,15,0,0,33469,33484,501,501,18,18,False,False,False,False
2026-05-05T16:31:06.445755+00:00,PZ2yduZysf0,0,0,0,5949,5949,168,168,7,7,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Rdfd1KAX6NU,2,0,0,7554,7556,261,261,5,5,False,False,False,False
2026-05-05T16:31:06.445755+00:00,uAOfsghz2NY,1,0,0,28331,28332,231,231,12,12,False,False,False,False
2026-05-05T16:31:06.445755+00:00,qCFEWA_Nu3k,10,0,0,25039,25049,478,478,9,9,False,False,False,False
2026-05-05T16:31:06.445755+00:00,aNfOwttNQcg,0,0,0,4474,4474,115,115,2,2,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Xq-4lUaLIp8,1,0,0,7671,7672,186,186,4,4,False,False,False,False
2026-05-05T16:31:06.445755+00:00,ZB9IMq0ee0k,25,1,0,66162,66187,2911,2912,177,177,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Lw3RJgDjXh0,0,0,0,7299,7299,170,170,1,1,False,False,False,False
2026-05-05T16:31:06.445755+00:00,PiKd0maLI6o,2,0,0,10459,10461,611,611,8,8,False,False,False,False
2026-05-05T16:31:06.445755+00:00,mTqDtRTKvqE,2,0,0,6404,6406,221,221,18,18,False,False,False,False
2026-05-05T16:31:06.445755+00:00,BwIlVEvq7mU,0,0,0,6941,6941,142,142,8,8,False,False,False,False
2026-05-05T16:31:06.445755+00:00,lrl7lslhv2s,1,0,0,8676,8677,300,300,3,3,False,False,False,False
2026-05-05T16:31:06.445755+00:00,BPt0fwBCDbQ,228,1,0,372652,372880,4419,4420,112,112,False,False,False,False
2026-05-05T16:31:06.445755+00:00,EvauKuWaNmk,37,0,0,61122,61159,2824,2824,269,269,False,False,False,False
2026-05-05T16:31:06.445755+00:00,zEUstENVghI,28,0,0,12544,12572,421,421,34,34,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Enic64S66_s,1,0,0,6088,6089,168,168,3,3,False,False,False,False
2026-05-05T16:31:06.445755+00:00,YldxYShWvGE,0,0,0,7182,7182,148,148,2,2,False,False,False,False
2026-05-05T16:31:06.445755+00:00,QeK4l-iH51Y,0,0,0,4404,4404,152,152,4,4,False,False,False,False
2026-05-05T16:31:06.445755+00:00,tqD_yn5Y_zQ,1,0,0,4053,4054,67,67,1,1,False,False,False,False
2026-05-05T16:31:06.445755+00:00,VjqsnOrW3AM,636,18,0,119947,120583,2958,2976,110,110,False,False,False,False
2026-05-05T16:31:06.445755+00:00,sjbKZ4CY1Ow,322,9,2,143620,143942,2205,2214,124,126,False,False,False,False
2026-05-05T16:31:06.445755+00:00,iaYdIU5n6vw,1161,44,-34,676965,678126,12950,12994,2074,2040,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Fy8H9I2kJkI,200,1,0,322530,322730,5002,5003,285,285,False,False,False,False
2026-05-05T16:31:06.445755+00:00,AVyYMXc_t9s,94,4,0,8026,8120,449,453,36,36,False,False,False,False
2026-05-05T16:31:06.445755+00:00,HOwVuamQvTc,8,-1,0,6514,6522,357,356,10,10,False,False,False,False
2026-05-05T16:31:06.445755+00:00,k0ZYVWoVWAc,19,2,0,20085,20104,879,881,200,200,False,False,False,False
2026-05-05T16:31:06.445755+00:00,ra8QknbAJs4,3,0,0,5238,5241,178,178,6,6,False,False,False,False
2026-05-05T16:31:06.445755+00:00,TpncXdKNLTQ,10,0,0,4804,4814,144,144,4,4,False,False,False,False
2026-05-05T16:31:06.445755+00:00,7m9uIc31Egw,6,0,0,6874,6880,257,257,7,7,False,False,False,False
2026-05-05T16:31:06.445755+00:00,q__FKs64J28,2,0,0,3378,3380,171,171,2,2,False,False,False,False
2026-05-05T16:31:06.445755+00:00,C9V8L2emj9M,2,0,0,3873,3875,196,196,0,0,False,False,False,False
2026-05-05T16:31:06.445755+00:00,EZLeWRbCEbA,193,11,0,39383,39576,1550,1561,90,90,False,False,False,False
2026-05-05T16:31:06.445755+00:00,QduEFho6dLg,32,2,0,9249,9281,537,539,30,30,False,False,False,False
2026-05-05T16:31:06.445755+00:00,ZhRgnBzcYHQ,247,16,0,46123,46370,3012,3028,96,96,False,False,False,False
2026-05-05T16:31:06.445755+00:00,6WqWhSmCbXk,1034,39,1,111190,112224,4211,4250,211,212,False,False,False,False
2026-05-05T16:31:06.445755+00:00,pdNaIhcp3z4,163,9,0,27415,27578,1256,1265,82,82,False,False,False,False
2026-05-05T16:31:06.445755+00:00,_BHe9R7pYNw,21,2,0,8116,8137,571,573,34,34,False,False,False,False
2026-05-05T16:31:06.445755+00:00,5Z4z2oEoxw8,40,3,0,29135,29175,1595,1598,79,79,False,False,False,False
2026-05-05T16:31:06.445755+00:00,0O8CF6F7CVs,0,0,0,0,0,0,0,0,0,False,False,False,False
2026-05-05T16:31:06.445755+00:00,7Ocx3WwDK_c,1,0,0,4383,4384,189,189,6,6,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Cp3DxMyEBIM,997,23,1,146410,147407,3419,3442,281,282,False,False,False,False
2026-05-05T16:31:06.445755+00:00,M_FKC2NTb24,7,0,0,26311,26318,524,524,9,9,False,False,False,False
2026-05-05T16:31:06.445755+00:00,5zwotvZ1rl0,47,3,0,12520,12567,297,300,35,35,False,False,False,False
2026-05-05T16:31:06.445755+00:00,F1D4G7VTBnY,1,0,0,3956,3957,172,172,1,1,False,False,False,False
2026-05-05T16:31:06.445755+00:00,kp1dLUox9_Y,2,0,0,21669,21671,918,918,31,31,False,False,False,False
2026-05-05T16:31:06.445755+00:00,FR04V2DkErI,0,0,0,2316,2316,109,109,0,0,False,False,False,False
2026-05-05T16:31:06.445755+00:00,raie7EtagZk,0,0,0,10665,10665,945,945,9,9,False,False,False,False
2026-05-05T16:31:06.445755+00:00,2Z1aJVGA1-M,0,0,0,7332,7332,301,301,8,8,False,False,False,False
2026-05-05T16:31:06.445755+00:00,6cUe6qrXxJU,0,0,0,15109,15109,508,508,10,10,False,False,False,False
2026-05-05T16:31:06.445755+00:00,5DilrEUdYnY,0,0,0,4710,4710,356,356,4,4,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Nq-c06vj5PM,98,0,0,25129,25227,751,751,115,115,False,False,False,False
2026-05-05T16:31:06.445755+00:00,7u0DJM1SNPs,0,0,0,20973,20973,356,356,8,8,False,False,False,False
2026-05-05T16:31:06.445755+00:00,FAerQflosns,0,0,0,7908,7908,290,290,12,12,False,False,False,False
2026-05-05T16:31:06.445755+00:00,l8F9Omk197E,0,0,0,9023,9023,284,284,5,5,False,False,False,False
2026-05-05T16:31:06.445755+00:00,IwjPma4PPTM,297,23,-1,77556,77853,4338,4361,105,104,False,False,False,False
2026-05-05T16:31:06.445755+00:00,XXZ2wOom1l0,730,36,-1,99748,100478,4717,4753,134,133,False,False,False,False
2026-05-05T16:31:06.445755+00:00,Lqq78q17jDY,5213,353,11,416684,421897,22047,22400,1252,1263,False,False,False,False
2026-05-05T16:31:06.445755+00:00,sKME5er1OKc,1565,92,3,186304,187869,9704,9796,461,464,False,False,False,False
2026-05-05T16:31:06.445755+00:00,r6AB_e8Rk1I,289,18,1,153922,154211,5459,5477,187,188,False,False,False,False
2026-05-05T16:31:06.445755+00:00,OkuWh46I4m4,101,6,0,18237,18338,1073,1079,35,35,False,False,False,False
2026-05-05T16:31:06.445755+00:00,THMW7bXTog4,704,78,1,188241,188945,14441,14519,165,166,False,False,False,False
2026-05-05T16:31:06.445755+00:00,uvfU2B8b4G4,67,3,0,48667,48734,2319,2322,23,23,False,False,False,False
2026-05-05T16:31:06.445755+00:00,G9L3zK57X6Y,14,3,0,89770,89784,4746,4749,85,85,False,False,False,False
2026-05-05T16:31:06.445755+00:00,TeheJAFWwYs,21,3,0,8472,8493,515,518,58,58,False,False,False,False
2026-05-05T16:31:06.445755+00:00,uSjcVPbJayU,1511,107,4,328355,329866,17588,17695,1020,1024,False,False,False,False
2026-05-05T16:31:06.445755+00:00,au_CNv7ZBS4,9,0,0,16102,16111,1007,1007,31,31,False,False,False,False
2026-05-05T16:31:06.445755+00:00,UszcZZ1QZho,58,3,0,24134,24192,818,821,26,26,False,False,False,False
2026-05-05T16:31:06.445755+00:00,UN6X2Jj-qrQ,8,1,1,9652,9660,774,775,3,4,False,False,False,False
2026-05-05T16:31:06.445755+00:00,9361MUAmA24,20,2,0,15339,15359,1120,1122,13,13,False,False,False,False
2026-05-05T16:31:06.445755+00:00,sQoa8y7eN-8,23,2,0,8769,8792,721,723,6,6,False,False,False,False
2026-05-05T16:31:06.445755+00:00,UacKz43AiDQ,1,0,0,2226,2227,63,63,1,1,False,False,False,False
2026-05-05T16:31:06.445755+00:00,9T90MfOpaZY,2,0,0,2102,2104,73,73,10,10,False,False,False,False
2026-05-05T16:31:06.445755+00:00,5qoKwHygsy8,3,0,0,3520,3523,152,152,6,6,False,False,False,False
2026-05-05T16:31:06.445755+00:00,0IGNbK4bbXA,24,2,0,15804,15828,999,1001,66,66,False,False,False,False
2026-05-05T16:31:06.445755+00:00,ppy-SwlSnEo,0,0,0,2439,2439,85,85,2,2,False,False,False,False
2026-05-05T16:31:06.445755+00:00,-bFkzPRxH4w,0,0,0,15246,15246,267,267,399,399,False,False,False,False
2026-05-05T16:31:06.445755+00:00,87jnYKGVetM,27,1,0,31142,31169,1199,1200,12,12,False,False,False,False
2026-05-05T16:31:06.445755+00:00,zyJ1yZwX_tE,116,3,0,44226,44342,1015,1018,5,5,False,False,False,False
2026-05-05T16:31:06.445755+00:00,IJJbQTVdAtE,90,5,0,80032,80122,2557,2562,15,15,False,False,False,False
2026-05-05T16:31:06.445755+00:00,rhVEOqNhjKo,90,2,0,32712,32802,990,992,16,16,False,False,False,False
2026-05-05T16:31:06.445755+00:00,myMj_ZfZ_xI,35,0,0,45552,45587,1040,1040,9,9,False,False,False,False
2026-05-05T16:31:06.445755+00:00,wd_xh6gSSOs,366,19,0,62965,63331,2863,2882,53,53,False,False,False,False
2026-05-05T16:31:06.445755+00:00,p5zWy46yWxU,155,0,0,62805,62960,1243,1243,15,15,False,False,False,False
2026-05-05T16:31:06.445755+00:00,IQZiAOokKXo,56,0,0,29641,29697,748,748,3,3,False,False,False,False
2026-05-05T16:31:06.445755+00:00,x3P8Zqux4A4,97,4,0,58195,58292,2294,2298,16,16,False,False,False,False
2026-05-05T16:31:06.445755+00:00,7vdW8a6jEfw,44,2,0,38044,38088,1214,1216,10,10,False,False,False,False
2026-05-05T16:31:06.445755+00:00,wJwQm_aqC8U,28,0,0,26483,26511,1163,1163,8,8,False,False,False,False
2026-05-05T16:31:06.445755+00:00,I-rogofBX8c,19,1,0,25570,25589,950,951,7,7,False,False,False,False
2026-05-05T16:31:06.445755+00:00,HEW0VJx9iw0,44,1,0,55870,55914,2044,2045,15,15,False,False,False,False
