execution_date,channel_id,channel_name,video_id,title,upload_date,duration_seconds,views,likes,comments,views_delta,likes_delta,comments_delta,is_new_video,title_changed,description_changed,tags_changed,engagement_rate
2026-05-05T16:31:06.445755+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,B9ocddyGfo8,This Machine Grows Diamonds,2026-05-04T14:12:24+00:00,56,1996646,82057,591,466816,14789,85,False,False,False,False,0.04139341675990636
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,wmeUOPjA_qc,"This Military Cook Makes $4,000 a Month Forever",2026-05-04T22:01:11+00:00,42,1378468,41505,1334,272773,8231,291,False,False,False,False,0.03107725387894387
2026-05-05T16:31:06.445755+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,k8j-6Xvw_G4,JYNXZI PEAK ELOOOOO,2026-05-04T11:08:00+00:00,49,1800746,81869,374,230150,9328,37,False,False,False,False,0.04567162720339237
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,MjWI_rWQL68,Financial Audit Employees Get Free Food DAILY!,2026-05-03T22:00:16+00:00,28,5032298,161276,2364,189001,6536,145,False,False,False,False,0.03251794706911236
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,lDyiY5vjqaw,Military Wife Couldn't Last 3 Months While Deployed,2026-05-04T16:01:14+00:00,59,799157,31226,1287,123561,4749,217,False,False,False,False,0.04068412089239035
2026-05-05T16:31:06.445755+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,0idqiLonGYI,I Tested Every Zack D. Films Video,2026-05-04T23:00:01+00:00,2165,475971,20182,2259,122881,5101,426,False,False,False,False,0.047147830435047514
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,TG39Ow5fepA,Clavicular Looksmaxxing Financial Audit,2026-05-04T19:00:23+00:00,35,789621,20855,387,118805,3400,63,False,False,False,False,0.026901513510912196
2026-05-05T16:31:06.445755+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,NdU6UdUKaYc,Scott Galloway: AI Wasn’t Built For You. The Rich Don’t Need You Anymore!,2026-05-04T07:00:20+00:00,7091,977859,24449,3823,114554,2766,374,False,False,False,False,0.028912143775329573
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,T_LWKGJDKgo,Predator EXPOSED On Financial Audit,2026-05-04T15:00:47+00:00,5876,731624,19561,6598,105449,3033,727,False,False,False,False,0.03575470460236405
2026-05-05T16:31:06.445755+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,4m_M1Wpnr2Q,Asmongold Makes MILLIONS of Dollars Per Year,2026-05-03T16:00:06+00:00,41,2670784,77573,2019,94075,2602,69,False,False,False,False,0.029800987275646403
