grain,period_start,period_end,channel_id,channel_name,period_video_count,period_new_videos,period_views_delta,period_likes_delta,period_comments_delta,period_avg_engagement_rate,period_top_video_id,period_top_video_title,period_top_video_views_delta
daily,2026-05-21,2026-05-21,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,4,0,58039253,422940,6052,0.015005,QAkEMtJpq3c,"Hit The Button, Win $1,000",29219043
daily,2026-05-21,2026-05-21,UCGmnsW623G1r-Chmo5RB4Yw,KSI,4,1,9686681,127550,388,0.022442,A_TI_Wct288,"$1 vs $50,000 Katana",9499865
daily,2026-05-21,2026-05-21,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,113,6,5185065,89606,1260,0.028774,LQarVC1PMN8,The Vision couldn't see Seth Rollins this time around 😏👀,456513
daily,2026-05-21,2026-05-21,UCvCfpQXRXdJdL07pzTIA6Cw,Kai Cenat Live,20,2,3930407,57536,249,0.022267,t5BxJhllmi4,Fanum Can't Get Over How Tall Kai Cenat Is 😭,1289056
daily,2026-05-21,2026-05-21,UC_x5XG1OV2P6uZZ5FSM9Ttw,Google for Developers,7,0,2417833,5336,21,0.009438,98bQUQUEEJs,"What’s new in Gemini API, Google AI Studio and Google Antigravity (Google I/O 2026 recap)",721084
daily,2026-05-21,2026-05-21,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,62,2,2291029,257205,2724,0.04705,V52uRy6jcLs,I Bought The World’s Itchiest Shirt,511986
daily,2026-05-21,2026-05-21,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,88,3,2265118,61311,1465,0.028938,sUyOBppOtDs,Muslim Husband Wants 3 Wives,402683
daily,2026-05-21,2026-05-21,UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,2,0,2180165,27925,58,0.015076,fp77qbUJJbQ,"Break The Glass, YOU LOSE",2140025
daily,2026-05-21,2026-05-21,UCWsDFcIhY2DBi3GB5uykGXA,IShowSpeed,3,0,2007844,65791,564,0.040521,KHooqK3Hijs,iShowSpeed vs Jamal Jump Challenge,1503358
daily,2026-05-21,2026-05-21,UCrPseYLGpNygVi34QpGNqpA,Ludwig,9,1,1952797,50023,81,0.028022,_iQKpZvj7UQ,Maybe I shouldn't have lied to him...,1477486
daily,2026-05-21,2026-05-21,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,30,2,1937575,32935,353,0.032388,T1veaFx5yjE,KINGMAXXING,419915
daily,2026-05-21,2026-05-21,UC415bOPUcGSamy543abLmRA,Cleo Abram,17,0,1837089,55483,509,0.043461,VFdyFPbLHpk,What’s Really Inside The Sun?,516549
daily,2026-05-21,2026-05-21,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,2,0,1661832,21934,20,0.019691,NnvIwG0S8WE,Tennis Ball Cannon vs Human Strength,1587202
daily,2026-05-21,2026-05-21,UCK8sQmJBp8GCxrOtXWBpyEA,Google,8,1,1630555,2607,142,0.022684,uW4B6ziQqvY,What is Gemini Omni?,1481579
daily,2026-05-21,2026-05-21,UCE_M8A5yxnLfW0KghEeajjw,Apple,7,1,1317744,1440,0,0.015652,jQK-S-HyHgc,Watch Annie Choi turn her sketch into a fashion film,519744
daily,2026-05-21,2026-05-21,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,193,21,1290616,15618,607,0.021188,KlYJ53QeFqM,SGA on gifting his team trench coats: “They all fit… except for Chet's 😅”,164142
daily,2026-05-21,2026-05-21,UC36xmz34q02JYaZYKrMwXng,Nate Gentile,6,0,1250310,34314,865,0.02856,ImKo5rVlFfI,"🤖: ""Quiero más RAM.""",1179722
daily,2026-05-21,2026-05-21,UCupvZG-5ko_eiXAupbDfxWw,CNN,122,13,1113051,17394,2918,0.022504,V_3edJ3u1O8,Vance won’t rule out compensating Jan. 6 defendants,480883
daily,2026-05-21,2026-05-21,UCbCmjCuTUZos6Inko4u57UQ,Cocomelon - Nursery Rhymes,6,0,940222,7649,0,0.00917,S02qtzghgzg,Big Sister Helps Baby Brother Wash his Hands🧼🫧! Clean UP Together!,276196
daily,2026-05-21,2026-05-21,UCiWLfSweyRNmLpgEHekhoAg,ESPN,266,43,806802,8370,453,0.015556,JrVxk9PZh_s,"No mercy 😂 (via @VVinzetta/X, Erin Bailey Carter)",253678
daily,2026-05-21,2026-05-21,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,108,21,679669,7168,348,0.009748,8XfB9WzomJo,‘Need More Sambandh’ Iceland PM Praises PM Modi’s Hindi Word | Subscribe to Firstpost,308381
daily,2026-05-21,2026-05-21,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,64,2,632442,6231,370,0.014036,sTifZjgwnfQ,Rico on facing off with Usyk on fight week 👀,133963
daily,2026-05-21,2026-05-21,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,25,1,587069,19890,338,0.085712,YqJTL5PxeTk,TWS (투어스) '너의 모든 가능성이 되어 줄게' Official MV,244212
daily,2026-05-21,2026-05-21,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,192,5,486641,10295,110,0.033486,wg_iBTJqnN4,You Can Tell Within A Week,88474
