execution_date,video_id,views_delta,likes_delta,comments_delta,previous_views,current_views,previous_likes,current_likes,previous_comments,current_comments,is_new_video,title_changed,description_changed,tags_changed
2026-04-29T11:07:57.648527+00:00,3W1KfxQnQiU,817,47,1,5694,6511,418,465,23,24,False,False,False,False
2026-04-29T11:07:57.648527+00:00,VKaslzzv1QM,6854,203,12,68645,75499,2681,2884,172,184,False,False,False,False
2026-04-29T11:07:57.648527+00:00,E6IrH04B8wg,122,0,0,5765,5887,92,92,8,8,False,False,False,False
2026-04-29T11:07:57.648527+00:00,SYdW3cZKdmY,177,4,0,11122,11299,272,276,7,7,False,False,False,False
2026-04-29T11:07:57.648527+00:00,TSAh8dzN0cw,62,0,0,10419,10481,240,240,3,3,False,False,False,False
2026-04-29T11:07:57.648527+00:00,DHk0gFHyHeE,1299,22,0,143129,144428,4494,4516,359,359,False,False,False,False
2026-04-29T11:07:57.648527+00:00,QSe13hyv68o,785,8,0,27475,28260,430,438,16,16,False,False,False,False
2026-04-29T11:07:57.648527+00:00,PZ2yduZysf0,46,2,0,5732,5778,164,166,7,7,False,False,False,False
2026-04-29T11:07:57.648527+00:00,Rdfd1KAX6NU,69,1,0,7261,7330,256,257,4,4,False,False,False,False
2026-04-29T11:07:57.648527+00:00,uAOfsghz2NY,540,0,0,25842,26382,219,219,11,11,False,False,False,False
2026-04-29T11:07:57.648527+00:00,qCFEWA_Nu3k,160,3,0,24073,24233,461,464,9,9,False,False,False,False
2026-04-29T11:07:57.648527+00:00,aNfOwttNQcg,59,1,0,4192,4251,111,112,2,2,False,False,False,False
2026-04-29T11:07:57.648527+00:00,Xq-4lUaLIp8,156,1,0,7133,7289,177,178,4,4,False,False,False,False
2026-04-29T11:07:57.648527+00:00,ZB9IMq0ee0k,293,5,0,64656,64949,2875,2880,176,176,False,False,False,False
2026-04-29T11:07:57.648527+00:00,Lw3RJgDjXh0,58,0,0,7122,7180,169,169,1,1,False,False,False,False
2026-04-29T11:07:57.648527+00:00,PiKd0maLI6o,125,3,0,10046,10171,602,605,8,8,False,False,False,False
2026-04-29T11:07:57.648527+00:00,mTqDtRTKvqE,25,0,0,6257,6282,218,218,18,18,False,False,False,False
2026-04-29T11:07:57.648527+00:00,BwIlVEvq7mU,32,0,0,6750,6782,139,139,8,8,False,False,False,False
2026-04-29T11:07:57.648527+00:00,lrl7lslhv2s,56,1,0,8433,8489,294,295,3,3,False,False,False,False
2026-04-29T11:07:57.648527+00:00,BPt0fwBCDbQ,24498,197,6,260834,285332,3230,3427,83,89,False,False,False,False
2026-04-29T11:07:57.648527+00:00,EvauKuWaNmk,247,4,1,58994,59241,2772,2776,265,266,False,False,False,False
2026-04-29T11:07:57.648527+00:00,zEUstENVghI,116,3,0,11320,11436,388,391,31,31,False,False,False,False
2026-04-29T11:07:57.648527+00:00,Enic64S66_s,10,0,0,6021,6031,167,167,3,3,False,False,False,False
2026-04-29T11:07:57.648527+00:00,YldxYShWvGE,46,0,0,7069,7115,148,148,2,2,False,False,False,False
2026-04-29T11:07:57.648527+00:00,QeK4l-iH51Y,10,0,0,4332,4342,152,152,4,4,False,False,False,False
2026-04-29T11:07:57.648527+00:00,tqD_yn5Y_zQ,9,0,0,3994,4003,67,67,1,1,False,False,False,False
2026-04-29T11:07:57.648527+00:00,VjqsnOrW3AM,6250,147,1,79015,85265,1927,2074,73,74,False,False,False,False
2026-04-29T11:07:57.648527+00:00,sjbKZ4CY1Ow,4361,60,15,103900,108261,1774,1834,98,113,False,False,False,False
2026-04-29T11:07:57.648527+00:00,iaYdIU5n6vw,38372,604,101,547161,585533,10392,10996,1655,1756,False,False,False,False
2026-04-29T11:07:57.648527+00:00,Fy8H9I2kJkI,6393,98,4,295645,302038,4649,4747,273,277,False,False,False,False
2026-04-29T11:07:57.648527+00:00,AVyYMXc_t9s,818,22,3,3930,4748,325,347,23,26,False,False,False,False
2026-04-29T11:07:57.648527+00:00,HOwVuamQvTc,421,26,0,4548,4969,242,268,9,9,False,False,False,False
2026-04-29T11:07:57.648527+00:00,k0ZYVWoVWAc,638,24,3,16678,17316,786,810,176,179,False,False,False,False
2026-04-29T11:07:57.648527+00:00,ra8QknbAJs4,89,1,0,4645,4734,170,171,6,6,False,False,False,False
2026-04-29T11:07:57.648527+00:00,TpncXdKNLTQ,189,2,0,3849,4038,135,137,4,4,False,False,False,False
2026-04-29T11:07:57.648527+00:00,7m9uIc31Egw,597,12,0,3431,4028,172,184,5,5,False,False,False,False
2026-04-29T11:07:57.648527+00:00,q__FKs64J28,84,2,0,3063,3147,167,169,2,2,False,False,False,False
2026-04-29T11:07:57.648527+00:00,C9V8L2emj9M,31,1,0,3745,3776,193,194,0,0,False,False,False,False
2026-04-29T11:07:57.648527+00:00,EZLeWRbCEbA,782,24,1,32038,32820,1329,1353,76,77,False,False,False,False
2026-04-29T11:07:57.648527+00:00,QduEFho6dLg,64,-1,0,8459,8523,514,513,29,29,False,False,False,False
2026-04-29T11:07:57.648527+00:00,ZhRgnBzcYHQ,5242,295,4,20207,25449,1675,1970,67,71,False,False,False,False
2026-04-29T11:07:57.648527+00:00,6WqWhSmCbXk,5572,139,9,68190,73762,2878,3017,141,150,False,False,False,False
