execution_date,channel_id,channel_name,video_id,title,upload_date,duration_seconds,views,likes,comments,views_delta,likes_delta,comments_delta,is_new_video,title_changed,description_changed,tags_changed,engagement_rate
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,wmeUOPjA_qc,"This Military Cook Makes $4,000 a Month Forever",2026-05-04T22:01:11+00:00,42,266101,14905,541,79599,2076,76,False,False,False,False,0.05804562929113382
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,MjWI_rWQL68,Financial Audit Employees Get Free Food DAILY!,2026-05-03T22:00:16+00:00,28,4293456,142223,2095,40799,1442,14,False,False,False,False,0.03361348060862857
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,TG39Ow5fepA,Clavicular Looksmaxxing Financial Audit,2026-05-04T19:00:23+00:00,35,334046,10308,204,33428,622,8,False,False,False,False,0.03146871987690318
2026-05-05T01:25:27.695105+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,B9ocddyGfo8,This Machine Grows Diamonds,2026-05-04T14:12:24+00:00,56,827382,42026,372,26067,1419,6,False,False,False,False,0.0512435610153472
2026-05-05T01:25:27.695105+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,k8j-6Xvw_G4,JYNXZI PEAK ELOOOOO,2026-05-04T11:08:00+00:00,49,1034567,49953,251,21096,1201,2,False,False,False,False,0.048526581652034134
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,lDyiY5vjqaw,Military Wife Couldn't Last 3 Months While Deployed,2026-05-04T16:01:14+00:00,59,442228,18416,758,18376,610,37,False,False,False,False,0.04335772497444757
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,T_LWKGJDKgo,Predator EXPOSED On Financial Audit,2026-05-04T15:00:47+00:00,5876,380384,12431,4951,17291,392,95,False,False,False,False,0.04569592832506099
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,0idqiLonGYI,I Tested Every Zack D. Films Video,2026-05-04T23:00:01+00:00,2165,71862,5681,1007,13609,831,87,False,False,False,False,0.09306726781887506
2026-05-05T01:25:27.695105+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,NdU6UdUKaYc,Scott Galloway: AI Wasn’t Built For You. The Rich Don’t Need You Anymore!,2026-05-04T07:00:20+00:00,7091,624434,17256,2741,12771,296,47,False,False,False,False,0.03202420111653113
2026-05-05T01:25:27.695105+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,5EWqr_Y2uH0,Magnus Carlsen Has Fallen,2026-05-04T19:19:00+00:00,1999,155327,6707,609,10691,238,10,False,False,False,False,0.04710063285842127
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,4m_M1Wpnr2Q,Asmongold Makes MILLIONS of Dollars Per Year,2026-05-03T16:00:06+00:00,41,2368269,70653,1857,10169,397,6,False,False,False,False,0.030617298963926818
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,QPWScf-86po,I Made Mascots For Stores That Don’t Have Them,2026-04-30T17:15:02+00:00,57,5944761,191312,2650,9722,174,0,False,False,False,False,0.032627384010896314
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,BAORYfrrBzc,Celebrities That Nobody Knows,2026-05-04T19:15:00+00:00,54,130367,9995,254,9634,567,10,False,False,False,False,0.07861652105210674
2026-05-05T01:25:27.695105+00:00,UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,PGBt4pOj4Vc,Las 7 historias más perturbadoras contadas por bomberos,2026-05-04T15:57:27+00:00,922,218595,21855,1114,9041,726,27,False,False,False,False,0.10507559642260803
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,9iKWeo8sWh4,"Car Detailer Makes $100,000 a Year!",2026-05-03T19:00:07+00:00,44,2263433,58109,544,8525,282,2,False,False,False,False,0.025913291888913875
2026-05-05T01:25:27.695105+00:00,UCqLiW00gUvXG0J5vlZZNJ1g,FranqitoM,U5l0Z8T4tCk,Spotify ?,2026-05-04T17:25:29+00:00,59,96708,8544,74,8379,409,2,False,False,False,False,0.08911362038300864
2026-05-05T01:25:27.695105+00:00,UCDOSaJ0pnglwzfkR6fYbisA,Luis Mi Negocios,OrI86PV-aPg,Ozempic está DESTRUYENDO negocios que NADIE esperaba,2026-05-01T17:00:30+00:00,120,1361858,61071,1532,7738,358,9,False,False,False,False,0.04596881613207838
2026-05-05T01:25:27.695105+00:00,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,SVTPv4sI_Jc,Can a quantum sensor detect your heartbeat from 60 km away?,2026-05-03T19:26:56+00:00,1278,1114187,42059,3892,7737,231,33,False,False,False,False,0.041241730517408655
2026-05-05T01:25:27.695105+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,4yDM3ZFcQm4,"""Am I Selling The Wrong Thing?""",2026-05-02T19:00:00+00:00,110,497503,13079,134,7345,155,0,False,False,False,False,0.026558633817283513
2026-05-05T01:25:27.695105+00:00,UC1viRct91s1a3Z5yvk7FJXw,Diego Ruzzarin,fRjAMALJ0r0,China le pone un alto a Estados Unidos.,2026-05-04T16:01:09+00:00,123,129162,14069,431,6416,565,19,False,False,False,False,0.1122621204378997
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,Rij6WQMuxcw,What Was The First Video I Ever Posted?,2026-05-04T17:15:01+00:00,59,151493,7956,228,6345,208,6,False,False,False,False,0.05402229805997637
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,n2T6AOoUkOM,This New Day Trading Rule Will BANKRUPT People,2026-05-02T19:00:42+00:00,33,1874392,43953,654,6180,120,0,False,False,False,False,0.023798116936051796
2026-05-05T01:25:27.695105+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,P1DSZNhApJA,Jynxzi no no no no nooooooo,2026-05-02T10:16:01+00:00,18,2885700,58726,365,6174,118,2,False,False,False,False,0.02047718058010188
2026-05-05T01:25:27.695105+00:00,UCPgVPrgqpALC1s2e63fgKyg,elWacky,gpfhjHmbmIE,Semana Triste Para Los YouTubers,2026-05-04T20:00:24+00:00,420,85724,9923,539,5864,674,26,False,False,False,False,0.12204283514535019
2026-05-05T01:25:27.695105+00:00,UCyJbb85EUgWjl38GcF236Jg,Eva Maria Beristain,1_H80JEZ2ko,¿CIUDADANOS DE SEGUNDA?: EDO MEX VS CDMX,2026-05-04T01:15:06+00:00,2548,343333,15056,1352,5841,225,10,False,False,False,False,0.047790337660522
2026-05-05T01:25:27.695105+00:00,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,V6VQ54eTok0,"""I Have 3 Businesses...""",2026-05-04T15:45:00+00:00,109,113790,3873,45,5648,152,4,False,False,False,False,0.03443184814131294
2026-05-05T01:25:27.695105+00:00,UCOWFKaCN-rzmYk502JFWnqg,Eze Martínez,WOTUpoI2LQA,Dron quieto o en movimiento?,2026-04-29T17:03:06+00:00,51,3079588,152068,2808,5489,188,5,False,False,False,False,0.05029114284118525
2026-05-05T01:25:27.695105+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,qgzwtKsXCMo,Jynxzi REALIZES,2026-05-01T00:29:03+00:00,24,2727686,54067,586,5253,89,0,False,False,False,False,0.02003639715128501
2026-05-05T01:25:27.695105+00:00,UC1viRct91s1a3Z5yvk7FJXw,Diego Ruzzarin,OTt76d3wPiQ,Revisando las noticias en vivo #15 ''Sonidos de guillotina'',2026-05-04T22:46:53+00:00,3076,44011,4587,151,4506,377,16,False,False,False,False,0.10765490445570426
2026-05-05T01:25:27.695105+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,5LJ1cxjQhyE,Why Antarctica Has SO MANY Meteorites,2026-05-02T15:42:07+00:00,60,2008300,107186,534,4171,272,1,False,False,False,False,0.05363740477020366
2026-05-05T01:25:27.695105+00:00,UC7DdEm33SyaTDtWYGO2CwdA,Physics Girl,4s9LuOSR3Q4,What would happen if the Sun dissapeared?,2026-05-02T13:00:15+00:00,42,1013305,24541,843,3861,189,1,False,False,False,False,0.025050700430768624
2026-05-05T01:25:27.695105+00:00,UCOWFKaCN-rzmYk502JFWnqg,Eze Martínez,vmRbevilfpU,Números de la suerte 🍀,2026-04-23T17:02:28+00:00,41,7350317,242904,1669,3813,121,0,False,False,False,False,0.033273803021012564
2026-05-05T01:25:27.695105+00:00,UCDOSaJ0pnglwzfkR6fYbisA,Luis Mi Negocios,6dt3fd17_d0,ESTO es lo que viene en las GASOLINERAS MEXICANAS,2026-05-04T19:34:21+00:00,66,31427,2658,301,3446,337,32,False,False,False,False,0.09415470773538677
2026-05-05T01:25:27.695105+00:00,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,ksn5yrsC3Wg,The Disaster I Never Imagined Having To Worry About,2026-04-29T20:30:53+00:00,2005,4028223,139028,8147,3180,89,5,False,False,False,False,0.03653596139041955
2026-05-05T01:25:27.695105+00:00,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,IEJALLQFmDs,You’re Breathing Dinosaur Breath!,2026-04-30T16:00:29+00:00,38,4041157,94151,673,2700,57,0,False,False,False,False,0.02346456720191767
2026-05-05T01:25:27.695105+00:00,UCDfbsXLRCyk_LIkrtaTmliQ,PlanetaJuan,66gMxbNKaYA,El PARAÍSO de los MULTIMILLONARIOS 🤑,2026-05-03T14:00:16+00:00,1238,284068,12821,315,2634,100,1,False,False,False,False,0.04624244899108664
2026-05-05T01:25:27.695105+00:00,UC7_gcs09iThXybpVgjHZ_7g,PBS Space Time,FMdrD_jcYgE,We Found Galaxies Too Old for the Universe,2026-04-30T20:15:00+00:00,1220,719902,43532,4141,2506,96,5,False,False,False,False,0.06622151348377973
2026-05-05T01:25:27.695105+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,dqazxW8R5BY,Our Brains Got Bigger. Now They’re Shrinking?,2026-04-30T15:25:57+00:00,59,2089238,96423,2070,2356,96,5,False,False,False,False,0.04714302535182684
2026-05-05T01:25:27.695105+00:00,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,mK3xENFCGnI,El experimento de las descargas eléctricas,2026-05-02T17:57:43+00:00,27,488201,39394,478,2311,183,3,False,False,False,False,0.08167127883801958
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,GDex3WIPF7c,The Most USELESS College Degrees,2026-04-30T22:00:21+00:00,48,1433818,49724,1817,2248,76,4,False,False,False,False,0.035946682214897566
2026-05-05T01:25:27.695105+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,Su0aCV35IFM,There's a Telescope at the Bottom of the Ocean,2026-04-27T15:31:42+00:00,54,5421651,214579,1827,2204,46,0,False,False,False,False,0.03991514761831774
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,3PZ3d4eNWrc,How Long Could You Stay At A Dunkin After It Closes?,2026-05-01T17:15:00+00:00,45,822932,43552,291,2070,70,0,False,False,False,False,0.053276576922516077
2026-05-05T01:25:27.695105+00:00,UCDV1MWcRLthxSrmb2Zv-jeg,Ricardo Alca2,Z50QkVZcP1k,Detengan el boxeo de influencers,2026-05-04T19:07:21+00:00,1283,26893,3783,178,2014,190,6,False,False,False,False,0.14728739820771206
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,MOrBFf1DVvs,"This Guy Spent $25,000 To Marry a Somali",2026-05-02T16:00:35+00:00,36,963022,23039,396,1939,35,2,False,False,False,False,0.02433485424009005
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,7Y7Iv5XAXwI,"Girlfriend Finds Out Partner is $72,000 in DEBT",2026-04-29T19:00:12+00:00,31,1846399,36342,735,1938,119,4,False,False,False,False,0.020080708449257176
2026-05-05T01:25:27.695105+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,jKTNMlUEdgU,Absurd 💀💀💀,2026-04-29T14:40:01+00:00,31,1217019,26863,224,1766,40,1,False,False,False,False,0.022256842333603664
2026-05-05T01:25:27.695105+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,jLFG_FZKbks,"Stock Expert: Becoming Rich Is Simple, But You Won’t Do It!",2026-04-30T07:00:41+00:00,6049,1136858,21016,2311,1765,29,3,False,False,False,False,0.020518833486679953
2026-05-05T01:25:27.695105+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,33HT7CnI79k,THE BIG AI LIE,2026-05-04T16:21:21+00:00,79,42649,1270,89,1642,29,0,False,False,False,False,0.03186475650073859
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,Hk-ARbCTKzM,People Who Became Famous For Doing Nothing,2026-04-23T19:15:00+00:00,54,5470308,239678,1326,1577,39,0,False,False,False,False,0.04405675146627941
2026-05-05T01:25:27.695105+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,0y8vRPcSvbw,This Paralegal Has a WILD Side Hustle,2026-04-29T16:00:05+00:00,59,2137746,53260,1070,1576,53,0,False,False,False,False,0.025414618949117434
2026-05-05T01:25:27.695105+00:00,UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,FCaTFLdtsco,The call is coming from inside the house,2026-05-04T19:44:40+00:00,67,20121,1292,53,1525,79,5,False,False,False,False,0.06684558421549625
2026-05-05T01:25:27.695105+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,AtSQBfBK6HE,Guess The Price Of These Weird Facebook Marketplace Items,2026-05-03T19:15:00+00:00,60,669669,32413,622,1522,128,3,False,False,False,False,0.04933034081016144
2026-05-05T01:25:27.695105+00:00,UCoxcjq-8xIDTYp3uz647V5A,Numberphile,SAtFZPtbMpI,Entirely Ridiculously Big Numbers - Numberphile,2026-05-04T13:12:05+00:00,1166,60363,3006,303,1481,68,9,False,False,False,False,0.054818348988618856
2026-05-05T01:25:27.695105+00:00,UCOWFKaCN-rzmYk502JFWnqg,Eze Martínez,fuxYQrqkfns,0.999 = 1?,2026-05-02T17:02:42+00:00,61,681020,49362,1092,1456,103,3,False,False,False,False,0.07408592992863645
