execution_date,video_id,channel_id,channel_name,upload_date,video_age_days,views,views_delta,views_per_day_since_upload,lifecycle_stage
2026-05-05T22:35:51.664592+00:00,k3wiE1KtSW4,UCZRsSEs1OX74qBh0x5T22tg,EL CACHONDO,2026-05-04T23:00:09+00:00,0.983133,27803,6087,28279.998739,first_24h
2026-05-05T22:35:51.664592+00:00,gdjCR9h1yGc,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-25T18:10:00+00:00,10.184626,2541655,5956,249558.010279,active
2026-05-05T22:35:51.664592+00:00,LNKCHWOW7aI,UCPdaxSov0mgwh77JvjQO2jQ,Man Carrying Thing,2026-05-03T20:14:31+00:00,2.098156,172033,5850,81992.473391,early
2026-05-05T22:35:51.664592+00:00,dNNyCZwEa6k,UC415bOPUcGSamy543abLmRA,Cleo Abram,2026-04-24T14:20:33+00:00,11.343966,2476074,5838,218272.339674,active
2026-05-05T22:35:51.664592+00:00,JjwHFerSu4M,UCaRLjOy-9m_eJ9REVqc0YoQ,Gustavo Entrala,2026-05-01T17:30:10+00:00,4.212288,178859,5803,42461.246714,early
2026-05-05T22:35:51.664592+00:00,XsY6iChNzf0,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-27T12:40:02+00:00,8.413769,1101746,5614,130945.596438,active
2026-05-05T22:35:51.664592+00:00,LLK879SXq_w,UCBBWpss2iXVXtTzl7-4eWbg,Jessica Fernández García,2026-04-27T16:18:25+00:00,8.262114,240158,5549,29067.379124,active
2026-05-05T22:35:51.664592+00:00,t9PF8V132Y4,UCgNg3vwj3xt7QOrcIDaHdFg,PolyMatter,2026-05-01T16:13:35+00:00,4.265471,244340,5511,57283.240233,early
2026-05-05T22:35:51.664592+00:00,4at2bVIhLgc,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-28T21:05:00+00:00,7.063098,690954,5433,97825.911519,active
2026-05-05T22:35:51.664592+00:00,JrGlAw_Q7ow,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-04-30T07:00:00+00:00,5.649904,149475,5413,26456.201734,early
2026-05-05T22:35:51.664592+00:00,lxRJpsidN4U,UCEQXxiYxNZbym9Fad7-n2Lg,Doctor Fisión,2026-05-05T16:30:18+00:00,0.253862,5390,5386,21232.007941,first_24h
2026-05-05T22:35:51.664592+00:00,vgwG6e9TFcw,UC415bOPUcGSamy543abLmRA,Cleo Abram,2026-04-22T16:15:33+00:00,13.264105,1580780,5372,119177.283352,active
2026-05-05T22:35:51.664592+00:00,5z8hOrxhApI,UCEQXxiYxNZbym9Fad7-n2Lg,Doctor Fisión,2026-05-04T16:30:05+00:00,1.254012,40793,5350,32529.991739,early
2026-05-05T22:35:51.664592+00:00,5XkSf-AWb_Y,UCyM-2pRapEv6V2q7UNO9icg,Emprende Aprendiendo,2026-05-05T16:30:04+00:00,0.254024,5250,5248,20667.338519,first_24h
2026-05-05T22:35:51.664592+00:00,3fsJFUvA6Ts,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-02T18:32:23+00:00,3.169082,112979,5145,35650.387084,early
2026-05-05T22:35:51.664592+00:00,3Ip-TJvpjLQ,UC3nwmvE2aDzUSJ4evQ1NhoA,IA Innova,2026-05-04T18:45:01+00:00,1.160309,14809,5131,12762.979517,early
2026-05-05T22:35:51.664592+00:00,HRxULulg_hM,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-21T19:00:26+00:00,14.149603,967019,5109,68342.482824,active
2026-05-05T22:35:51.664592+00:00,8--Bq5oEsZ8,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-05-02T17:15:00+00:00,3.22282,382572,5026,118707.219143,early
2026-05-05T22:35:51.664592+00:00,U0f47Nt9g-Q,UCQX_MZRCaluNKxkywkLEgfA,Date un Vlog,2026-05-01T16:30:22+00:00,4.253816,304328,5020,71542.35162,early
2026-05-05T22:35:51.664592+00:00,8QsAx7s9PmQ,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-21T01:00:06+00:00,14.899834,1359700,4940,91256.050235,active
2026-05-05T22:35:51.664592+00:00,QNHEqcXa3Zg,UC1viRct91s1a3Z5yvk7FJXw,Diego Ruzzarin,2026-05-04T00:00:32+00:00,1.9412,116740,4907,60138.058933,early
2026-05-05T22:35:51.664592+00:00,io_Ysi-LFWE,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-05-01T19:00:46+00:00,4.149371,562157,4850,135480.052278,early
2026-05-05T22:35:51.664592+00:00,WeliLUboy3M,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-23T19:00:34+00:00,12.14951,1207335,4760,99373.143444,active
2026-05-05T22:35:51.664592+00:00,_UFmkJrpc3Q,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-03T11:00:00+00:00,2.483237,79334,4745,31947.816499,early
2026-05-05T22:35:51.664592+00:00,JWOErbTL9N4,UCzR-rom72PHN9Zg7RML9EbA,PBS Eons,2026-04-28T14:00:35+00:00,7.357832,545164,4696,74093.020879,active
2026-05-05T22:35:51.664592+00:00,OCGgYu3vku4,UCPgVPrgqpALC1s2e63fgKyg,elWacky,2026-05-03T20:00:13+00:00,2.108086,116742,4680,55378.196146,early
2026-05-05T22:35:51.664592+00:00,0HSNPIttevk,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-26T19:00:00+00:00,9.149904,993456,4632,108575.565383,active
2026-05-05T22:35:51.664592+00:00,eRD2C7w9r6Y,UCDV1MWcRLthxSrmb2Zv-jeg,Ricardo Alca2,2026-04-29T20:16:00+00:00,6.097126,221975,4607,36406.497094,early
2026-05-05T22:35:51.664592+00:00,z7Qp9Q_Br88,UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2026-04-27T14:01:38+00:00,8.357103,672526,4561,80473.580378,active
2026-05-05T22:35:51.664592+00:00,msYTFQ4OIu8,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-22T15:01:21+00:00,13.315633,1005648,4478,75523.859812,active
2026-05-05T22:35:51.664592+00:00,KGeCwEOLPGE,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-23T17:15:02+00:00,12.222797,2026173,4462,165769.995198,active
2026-05-05T22:35:51.664592+00:00,-1Fhry-Mqks,UCJ24N4O0bP7LGLBDvye7oCA,Matt D'Avella,2026-04-30T00:32:36+00:00,5.918931,227684,4441,38467.081302,early
2026-05-05T22:35:51.664592+00:00,FYMdllTCrc0,UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,2026-04-25T15:00:32+00:00,10.3162,848865,4422,82284.65908,active
2026-05-05T22:35:51.664592+00:00,1baBzd1XPkU,UC1VLQPn9cYSqx8plbk9RxxQ,The Action Lab,2026-05-02T15:03:00+00:00,3.314487,230293,4346,69480.73714,early
2026-05-05T22:35:51.664592+00:00,er7v-GJj_V0,UCQX_MZRCaluNKxkywkLEgfA,Date un Vlog,2026-04-25T17:07:06+00:00,10.228306,549631,4342,53736.268743,active
2026-05-05T22:35:51.664592+00:00,RniYUmKs93U,UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2026-04-30T14:00:48+00:00,5.357681,404203,4200,75443.648101,early
2026-05-05T22:35:51.664592+00:00,R-klQGp_308,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-05-02T19:15:00+00:00,3.139487,475700,4178,151521.570244,early
2026-05-05T22:35:51.664592+00:00,jAaw0vn7eLs,UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,2026-04-29T14:01:48+00:00,6.356987,230536,4177,36264.978991,early
2026-05-05T22:35:51.664592+00:00,Y9HJ_U3TdXk,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-04-24T15:00:00+00:00,11.31657,176821,4136,15624.964101,active
2026-05-05T22:35:51.664592+00:00,tbvteFr4SPQ,UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,2026-04-22T16:01:36+00:00,13.273792,1420817,4067,107039.269562,active
2026-05-05T22:35:51.664592+00:00,kijJaXVri7Q,UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,2026-04-26T16:01:07+00:00,9.274128,770406,4065,83070.451475,active
2026-05-05T22:35:51.664592+00:00,bRy54zQmixQ,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-05-03T18:29:00+00:00,2.171431,271188,4063,124889.070848,early
2026-05-05T22:35:51.664592+00:00,Qy_YMLKX8bQ,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,2026-05-04T18:00:21+00:00,1.191327,13877,4056,11648.355154,early
2026-05-05T22:35:51.664592+00:00,oOCN30ulVyo,UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,2026-04-28T14:37:13+00:00,7.332392,198683,4039,27096.614584,active
2026-05-05T22:35:51.664592+00:00,1pglkwgsu1I,UCLYoURyGHMUuQ5YrfX55PWg,Aprendiz Financiero,2026-05-03T11:45:00+00:00,2.451987,23303,4030,9503.72086,early
2026-05-05T22:35:51.664592+00:00,TET8fTKH1e8,UCtIdb7KRqOTcOogKsos_QRw,Lord Draugr,2026-04-26T16:00:42+00:00,9.274417,590147,3907,63631.708602,active
2026-05-05T22:35:51.664592+00:00,81RBVN6P9cM,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-05-02T19:29:00+00:00,3.129765,381453,3897,121879.11872,early
2026-05-05T22:35:51.664592+00:00,a1aFhMw2wQE,UCdNnEDbRWhanA1O8zhCn3ZA,Omar - Educación Financiera,2026-05-04T01:16:19+00:00,1.888573,117749,3895,62348.132691,early
2026-05-05T22:35:51.664592+00:00,8OjVlmrtW4M,UC4FHiPgS1KXkUMx3dxBUtPg,HolaMundo,2026-05-04T14:00:12+00:00,1.358098,35445,3853,26099.000219,early
2026-05-05T22:35:51.664592+00:00,ktkpd9A8MD8,UCOWFKaCN-rzmYk502JFWnqg,Eze Martínez,2026-04-25T17:00:54+00:00,10.232612,505481,3785,49399.019527,active
2026-05-05T22:35:51.664592+00:00,ndkH5fZSIvs,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-28T19:15:03+00:00,7.139452,1014539,3760,142103.203439,active
2026-05-05T22:35:51.664592+00:00,98VQpHj17Ws,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-05-03T17:15:01+00:00,2.222809,220053,3748,98997.709655,early
2026-05-05T22:35:51.664592+00:00,69AWec8qjjo,UC55-mxUj5Nj3niXFReG44OQ,Platzi,2026-05-01T20:18:43+00:00,4.095239,163823,3742,40003.28186,early
2026-05-05T22:35:51.664592+00:00,OwbaFLtBpkQ,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-24T19:00:32+00:00,11.149533,681443,3660,61118.523978,active
2026-05-05T22:35:51.664592+00:00,rc-xQnupse0,UCJQQVLyM6wtPleV4wFBK06g,VisualPolitik,2026-04-27T17:51:26+00:00,8.197519,493040,3657,60145.026806,active
2026-05-05T22:35:51.664592+00:00,8nwaOxXIj0g,UCvzk_MwdXD6jQa4Se-6B9ZQ,Adrià Solà Pastor,2026-05-04T17:15:53+00:00,1.222207,21120,3609,17280.215217,early
2026-05-05T22:35:51.664592+00:00,mJsIzeo1Onw,UCOQEA3qmyzFmJdi6Z137yrA,Monitor fantasma,2026-05-05T13:35:25+00:00,0.375309,4947,3561,13181.138742,first_24h
2026-05-05T22:35:51.664592+00:00,GXeBi91SkIw,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-22T17:35:00+00:00,13.208931,657472,3548,49774.807666,active
2026-05-05T22:35:51.664592+00:00,D4fkiQfzw_I,UChhw6DlKKTQ9mYSpTfXUYqA,Starter Story,2026-04-26T17:00:00+00:00,9.233237,130415,3509,14124.515595,active
2026-05-05T22:35:51.664592+00:00,5-ASQ44GpNI,UCvzk_MwdXD6jQa4Se-6B9ZQ,Adrià Solà Pastor,2026-04-30T17:13:57+00:00,5.223549,86692,3494,16596.379205,early
2026-05-05T22:35:51.664592+00:00,6hNY0K71Ewo,UC5PwIMtLiIBCBhsu8f_-6UQ,Santiago Bilinkis,2026-05-04T17:58:27+00:00,1.192647,17190,3492,14413.317604,early
2026-05-05T22:35:51.664592+00:00,XoDfpxBy8Ag,UCxFACDJ98idvo9Gq9M9AQgg,Moris Dieck | Finanzas e Inversiones ,2026-05-04T11:01:01+00:00,1.482531,30317,3475,20449.488071,early
2026-05-05T22:35:51.664592+00:00,lEhOg8oVpjU,UCxcDzs-4quJV4QsairlFYNg,Alejavi Rivera,2026-05-03T17:00:55+00:00,2.2326,36812,3475,16488.399176,early
2026-05-05T22:35:51.664592+00:00,0kHJZFOuMWc,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,2026-04-22T19:31:24+00:00,13.128098,931570,3405,70960.012639,active
2026-05-05T22:35:51.664592+00:00,JQ8OpyAeTxw,UCP15FVAA2UL-QOcGhy7-ezA,EDteam,2026-05-05T00:18:56+00:00,0.928422,18518,3405,19945.671257,first_24h
2026-05-05T22:35:51.664592+00:00,Y254oB1QNOE,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-30T16:01:03+00:00,5.274174,345775,3392,65560.028926,early
2026-05-05T22:35:51.664592+00:00,QfUb5MEAOXA,UC4QZ_LsYcvcq7qOsOhpAX4A,ColdFusion,2026-04-28T00:05:38+00:00,7.937658,617887,3337,77842.482002,active
2026-05-05T22:35:51.664592+00:00,qluuZfYE02A,UCLYoURyGHMUuQ5YrfX55PWg,Aprendiz Financiero,2026-05-05T12:13:47+00:00,0.431998,5506,3328,12745.429377,first_24h
2026-05-05T22:35:51.664592+00:00,3era1_feC3U,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-26T10:57:00+00:00,9.48532,1037229,3280,109350.976035,active
2026-05-05T22:35:51.664592+00:00,iP-y1c7euSI,UC5mQQ4Ur6oA8lsGFkvH2lyg,Noche De Chicxs,2026-05-05T05:15:00+00:00,0.72282,6954,3250,9620.652445,first_24h
2026-05-05T22:35:51.664592+00:00,u5HPVyEpyNI,UCaVPhFg-Ax873wvhbNitsrQ,El Robot de Platón,2026-04-30T18:33:04+00:00,5.168607,183149,3247,35434.886034,early
2026-05-05T22:35:51.664592+00:00,DmcKWMeNWaQ,UCtT7zEoC9-HNyLYb8cYWoww,Ale Marin,2026-05-03T21:30:02+00:00,2.045714,27328,3181,13358.661084,early
2026-05-05T22:35:51.664592+00:00,nN9QYJdEcw0,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-04T05:00:00+00:00,1.733237,45172,3156,26062.217689,early
2026-05-05T22:35:51.664592+00:00,kH_bSvf7EVA,UCSju5G2aFaWMqn-_0YBtq5A,Stand-up Maths,2026-04-27T19:19:57+00:00,8.136049,496304,3152,61000.615901,active
2026-05-05T22:35:51.664592+00:00,ZAmCJoz4c4w,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-28T19:00:28+00:00,7.149579,502472,3139,70279.942357,active
2026-05-05T22:35:51.664592+00:00,UM9dcnJXX0k,UCM55RjebjSevVWPnj2LEymw,viyaura,2026-04-25T14:59:59+00:00,10.316582,387481,3138,37559.048142,active
2026-05-05T22:35:51.664592+00:00,BOmc_wliaRg,UCyJbb85EUgWjl38GcF236Jg,Eva Maria Beristain,2026-04-27T01:00:06+00:00,8.899834,805118,3064,90464.383942,active
2026-05-05T22:35:51.664592+00:00,aRLwX_dN8AQ,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-01T19:00:00+00:00,4.149904,69335,3006,16707.615405,early
2026-05-05T22:35:51.664592+00:00,gzjXoJoWgjs,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,2026-04-30T18:00:41+00:00,5.191096,115266,2985,22204.5595,early
2026-05-05T22:35:51.664592+00:00,7NeECqsR_u4,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-03T03:00:00+00:00,2.81657,114193,2980,40543.284917,early
2026-05-05T22:35:51.664592+00:00,qx6ZbgO8vtU,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-05T07:00:00+00:00,0.649904,10104,2979,15546.911544,first_24h
2026-05-05T22:35:51.664592+00:00,vNXFk8iGHk8,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-27T17:15:07+00:00,8.222739,607794,2973,73916.246156,active
2026-05-05T22:35:51.664592+00:00,39czcByvq7c,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-27T23:00:03+00:00,7.983202,705588,2925,88384.084481,active
2026-05-05T22:35:51.664592+00:00,zxQJIBt9CBI,UCmE44gpkHmf5bKIVTPSwxnQ,Judith Tiral,2026-04-26T18:01:00+00:00,9.190876,180103,2862,19595.847012,active
2026-05-05T22:35:51.664592+00:00,7h3nazBbFCc,UCOvzFyIAr32yspwxx77BHcQ,Rob Paper Clips,2026-05-05T06:04:22+00:00,0.688538,12940,2851,18793.443499,first_24h
2026-05-05T22:35:51.664592+00:00,QUBjCcBXy3o,UCM55RjebjSevVWPnj2LEymw,viyaura,2026-05-03T17:29:38+00:00,2.212658,107422,2788,48548.849393,early
2026-05-05T22:35:51.664592+00:00,ywEV7NQlO1Y,UC36xmz34q02JYaZYKrMwXng,Nate Gentile,2026-05-03T08:31:42+00:00,2.586223,184206,2778,71225.8765,early
2026-05-05T22:35:51.664592+00:00,aqvgY-woRYk,UCdNnEDbRWhanA1O8zhCn3ZA,Omar - Educación Financiera,2026-05-05T01:00:03+00:00,0.899869,10031,2776,11147.178089,first_24h
2026-05-05T22:35:51.664592+00:00,rRw7sYwfSVI,UCmE44gpkHmf5bKIVTPSwxnQ,Judith Tiral,2026-05-03T20:47:03+00:00,2.075563,39419,2727,18991.955436,early
2026-05-05T22:35:51.664592+00:00,p4zPmpXfGyY,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,2026-05-04T16:30:30+00:00,1.253723,35912,2725,28644.285859,early
2026-05-05T22:35:51.664592+00:00,K9S3YgFZN9Y,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-23T22:00:20+00:00,12.024672,652344,2676,54250.461052,active
2026-05-05T22:35:51.664592+00:00,IAn3Wu2BdyY,UCDOSaJ0pnglwzfkR6fYbisA,Luis Mi Negocios,2026-05-02T16:10:19+00:00,3.267739,112502,2660,34428.086209,early
2026-05-05T22:35:51.664592+00:00,kBctc9rV__4,UCBBWpss2iXVXtTzl7-4eWbg,Jessica Fernández García,2026-05-04T15:06:56+00:00,1.311755,14045,2609,10707.029895,early
2026-05-05T22:35:51.664592+00:00,_dxtH2u5aAk,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-04T19:00:00+00:00,1.149904,22939,2538,19948.621798,early
2026-05-05T22:35:51.664592+00:00,P9yleRV8tto,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-03T15:00:00+00:00,2.31657,40368,2535,17425.763089,early
2026-05-05T22:35:51.664592+00:00,oRVJREzko-M,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-29T19:15:03+00:00,6.139452,611501,2530,99601.886292,early
2026-05-05T22:35:51.664592+00:00,Cp3DxMyEBIM,UCxFACDJ98idvo9Gq9M9AQgg,Moris Dieck | Finanzas e Inversiones ,2026-04-27T11:00:19+00:00,8.483017,149912,2505,17672.014567,active
2026-05-05T22:35:51.664592+00:00,wy3a_xJI3so,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-26T17:15:03+00:00,9.222785,894788,2441,97019.284305,active
2026-05-05T22:35:51.664592+00:00,0D14LJGiBkg,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-04-30T15:30:01+00:00,5.295725,336566,2438,63554.281992,early
2026-05-05T22:35:51.664592+00:00,_WrHMsTYlOU,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-25T19:00:29+00:00,10.149568,963883,2427,94967.884347,active
2026-05-05T22:35:51.664592+00:00,pcAJLeGAtwc,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-27T16:01:30+00:00,8.273862,1005645,2405,121544.811842,active
2026-05-05T22:35:51.664592+00:00,VgH5rhALEfU,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-30T19:15:03+00:00,5.139452,664383,2386,129271.175215,early
2026-05-05T22:35:51.664592+00:00,sKME5er1OKc,UCDOSaJ0pnglwzfkR6fYbisA,Luis Mi Negocios,2026-04-27T16:01:23+00:00,8.273943,190250,2381,22993.873659,active
2026-05-05T22:35:51.664592+00:00,1PIbKMyFMAY,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,2026-04-30T18:00:01+00:00,5.191559,170900,2365,32918.820724,early
2026-05-05T22:35:51.664592+00:00,oCsFEpxTxlI,UCaVPhFg-Ax873wvhbNitsrQ,El Robot de Platón,2026-05-04T19:00:44+00:00,1.149394,28005,2364,24365.013216,early
2026-05-05T22:35:51.664592+00:00,3LnNwS6rqk8,UC36xmz34q02JYaZYKrMwXng,Nate Gentile,2026-04-27T19:35:13+00:00,8.125448,446637,2361,54967.676859,active
2026-05-05T22:35:51.664592+00:00,rJgtb2s7Oz8,UCxcDzs-4quJV4QsairlFYNg,Alejavi Rivera,2026-05-04T17:00:59+00:00,1.232554,12902,2359,10467.695533,early
2026-05-05T22:35:51.664592+00:00,jFZPpkVszCg,UCEQXxiYxNZbym9Fad7-n2Lg,Doctor Fisión,2026-05-03T16:30:25+00:00,2.253781,62344,2339,27661.960057,early
2026-05-05T22:35:51.664592+00:00,gEUMAljLr78,UCb8GKeOvI7WsFUkB4UVAeXA,Cordura Artificial,2026-04-30T00:40:06+00:00,5.913723,106581,2332,18022.656793,early
2026-05-05T22:35:51.664592+00:00,JuRjZqzpP0g,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-02T23:00:00+00:00,2.983237,40956,2285,13728.711463,early
2026-05-05T22:35:51.664592+00:00,31t_CBePs34,UCOWFKaCN-rzmYk502JFWnqg,Eze Martínez,2026-04-26T17:01:40+00:00,9.232079,1169297,2284,126655.870254,active
2026-05-05T22:35:51.664592+00:00,MqpQhyjFZQU,UCbUYAYd1WUznxEEl498z7vA,Woshingo Streams,2026-04-26T23:00:31+00:00,8.982878,244759,2236,27247.280883,active
2026-05-05T22:35:51.664592+00:00,6r-qlEX6hGY,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-04-29T16:19:29+00:00,6.261373,171635,2232,27411.719442,early
2026-05-05T22:35:51.664592+00:00,eBbqRceO2qY,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-22T19:15:01+00:00,13.139475,1379178,2222,104964.467758,active
2026-05-05T22:35:51.664592+00:00,Cit2bKRejmc,UCF0L4jd9LcSIxsj5gKITMqQ,Jaime Higuera,2026-05-04T17:15:25+00:00,1.222531,8146,2172,6663.225718,early
2026-05-05T22:35:51.664592+00:00,F2VZtrSncAg,UCRDQzsHtx2cXvzEXnEhbxBg,Mister Krax,2026-05-05T08:45:39+00:00,0.576535,5232,2161,9074.904386,first_24h
2026-05-05T22:35:51.664592+00:00,tVpky2riji0,UCJQQVLyM6wtPleV4wFBK06g,VisualPolitik,2026-04-29T16:31:12+00:00,6.253237,331199,2156,52964.408673,early
2026-05-05T22:35:51.664592+00:00,L5HQ_jx0HX8,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-05-04T23:00:00+00:00,0.983237,16393,2148,16672.480796,first_24h
2026-05-05T22:35:51.664592+00:00,XGAhqBxEV78,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,2026-05-01T17:51:01+00:00,4.197809,478360,2118,113954.684456,early
2026-05-05T22:35:51.664592+00:00,UsS6bOYnnOI,UC1yNl2E66ZzKApQdRuTQ4tw,Sabine Hossenfelder,2026-04-30T15:00:53+00:00,5.315957,322532,2097,60672.424551,early
2026-05-05T22:35:51.664592+00:00,ve_y3EI_VeA,UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,2026-05-05T10:01:35+00:00,0.523804,5673,2083,10830.386939,first_24h
2026-05-05T22:35:51.664592+00:00,S0WQP5GeTZs,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-24T22:00:22+00:00,11.024649,947348,2077,85929.991966,active
2026-05-05T22:35:51.664592+00:00,IldLswg2yAM,UCxFACDJ98idvo9Gq9M9AQgg,Moris Dieck | Finanzas e Inversiones ,2026-04-29T11:00:34+00:00,6.482843,26858,2069,4142.935437,early
2026-05-05T22:35:51.664592+00:00,IMM5cm6xrXQ,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-26T16:00:23+00:00,9.274637,1557005,2059,167877.729339,active
2026-05-05T22:35:51.664592+00:00,RWGr8LwG3TY,UCoXtmmnLCbXDiSo8GxsmOzA,La gata de Schrödinger,2026-04-28T18:29:28+00:00,7.171107,120873,2055,16855.556611,active
2026-05-05T22:35:51.664592+00:00,GlgzzZEePXo,UCsmEAwbV7WbYndpQKbY4Ntw,Juan Villalvazo,2026-05-03T14:00:00+00:00,2.358237,17493,2017,7417.829506,early
2026-05-05T22:35:51.664592+00:00,KdmRWazuBRU,UCP15FVAA2UL-QOcGhy7-ezA,EDteam,2026-04-30T22:50:32+00:00,4.989811,89353,2009,17907.09107,early
2026-05-05T22:35:51.664592+00:00,Bcag49Fk3zA,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,2026-04-26T22:00:19+00:00,9.024684,1398551,1977,154969.525803,active
2026-05-05T22:35:51.664592+00:00,ttdfIEKLVks,UCxFACDJ98idvo9Gq9M9AQgg,Moris Dieck | Finanzas e Inversiones ,2026-05-05T01:01:02+00:00,0.899186,6969,1977,7750.343088,first_24h
2026-05-05T22:35:51.664592+00:00,iaYdIU5n6vw,UCFBpVaKCC0ajGps1vf0AgBg,Humphrey Yang,2026-04-23T18:00:45+00:00,12.191049,680098,1972,55786.667743,active
2026-05-05T22:35:51.664592+00:00,UUzxEVhRQgQ,UCNYW2vfGrUE6R5mIJYzkRyQ,DrossRotzank,2026-04-24T16:00:54+00:00,11.274279,731957,1943,64922.732531,active
2026-05-05T22:35:51.664592+00:00,DYkyYUjOZTk,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,2026-04-25T19:15:00+00:00,10.139487,1645896,1928,162325.372082,active
2026-05-05T22:35:51.664592+00:00,iRach9lpIlg,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,2026-04-27T13:18:46+00:00,8.386871,1027031,1881,122456.992602,active
2026-05-05T22:35:51.664592+00:00,t6GzhyGTKCo,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-04-30T20:36:00+00:00,5.083237,85993,1868,16916.976328,early
2026-05-05T22:35:51.664592+00:00,wgADj9n8XMs,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,2026-04-30T18:12:42+00:00,5.182751,799898,1837,154338.497065,early
2026-05-05T22:35:51.664592+00:00,6jI9H3lyil4,UC52hytXteCKmuOzMViTK8_w,CdeCiencia,2026-05-03T19:09:27+00:00,2.143341,44066,1801,20559.491,early
2026-05-05T22:35:51.664592+00:00,yIUDe9YH0ac,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-04-22T19:00:00+00:00,13.149904,218575,1798,16621.794349,active
2026-05-05T22:35:51.664592+00:00,5tW7CPAVii0,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,2026-04-23T03:00:00+00:00,12.81657,255247,1705,19915.390779,active
