execution_date,channel_id,channel_name,videos_tracked,median_views_delta,median_engagement_rate,avg_duration_seconds,shorts_ratio,total_views_delta,new_videos,top_video_id,top_video_title,top_video_views_delta,channel_growth_percentile,channel_momentum_score
2026-05-24T10:51:56.512810+00:00,UC71VTsUKOsh6QEGnzaa2KuQ,Rankia,14,37,0.069219,402.857143,0.071429,2055,1,ofmi10BxOhk,El indicador de Warren Buffett acaba de marcar un 231%: ¿Por qué la bolsa sigue subiendo?,831,14.563107,14.563107
2026-05-24T10:51:56.512810+00:00,UC8h85qEsJ25Os5THPu6QpHg,Spursito,7,548.5,0.062035,2107.571429,0,3254,1,X0SvRn5cwkc,🤔 SERÍAN TITULARES CON ESPAÑA??,809,17.718447,17.718447
2026-05-24T10:51:56.512810+00:00,UCgNg3vwj3xt7QOrcIDaHdFg,PolyMatter,1,770,0.032001,1189,0,770,0,t9PF8V132Y4,Walmart’s New Plan to Defeat Amazon,770,10.436893,10.436893
2026-05-24T10:51:56.512810+00:00,UCv85NiROLKddHa0fBATwTzw,Victor Robles WEB,14,29,0.04284,389.714286,0.357143,1727,1,1DLjt9TES7M,"""La informática se desploma""",769,12.864078,12.864078
2026-05-24T10:51:56.512810+00:00,UCLYoURyGHMUuQ5YrfX55PWg,Aprendiz Financiero,14,74.5,0.078779,153.857143,0,2023,0,JNvCCxpzAbk,👉 Cómo mejorar tu vida SIN GASTAR un solo centavo,767,14.320388,14.320388
2026-05-24T10:51:56.512810+00:00,UCrdWRLq10OHuy7HmSckV3Vg,Nathaniel Drew,1,761,0.083388,1015,0,761,0,yemarhfhVA0,Epic transformation of my 1850s house in France (start to finish),761,10.194175,10.194175
2026-05-24T10:51:56.512810+00:00,UCjSVqRtdOsxQDss_pJpp_Yg,COMPUESTOS Podcast,94,2,0.047834,285.223404,0.234043,2123,3,lXVyuiseTsQ,Experto en Inversión: Cómo Invertir y Hacer Crecer Tu Dinero (Guía Real de Inversiones) | EP. #67,750,15.533981,15.533981
2026-05-24T10:51:56.512810+00:00,UCBHcMCGaiJhv-ESTcWGJPcw,NVIDIA Developer,12,35,0.043528,1599.5,0.333333,1689,0,pUo8RdgtYI0,Jensen Huang on What Makes NVIDIA's Architecture Unique,723,12.621359,12.621359
2026-05-24T10:51:56.512810+00:00,UCF7UoUGGOUcSSNcVDndq7KQ,Itzcalli,4,358,0.11728,1466.5,0,1304,0,INj5n4ISAi0,YUYA ES UNA GENIA DEL MARKETING,575,11.893204,11.893204
2026-05-24T10:51:56.512810+00:00,UCrsyfsHNdpB5U_FHENCuB2A,El Cubil de Peter,1,572,0.030039,75,0,572,0,jZVixFS9WlM,Encuentran DIENTE de NEANDERTAL que deja DESCONCERTADOS a los arqueologos #shorts,572,8.252427,8.252427
2026-05-24T10:51:56.512810+00:00,UCLeusrqEwSzLNTDAVxPbi3w,Mariel de Viaje,3,10,0.046823,658,0,575,0,ZApF5QWAz6M,LO MEJOR de DUBÁI en un solo video 🇦🇪,556,8.495146,8.495146
2026-05-24T10:51:56.512810+00:00,UCDYT9mM3L_ByrPYMyl0MGGg,BBC Ideas,4,307.5,0.056489,127.75,0,1207,0,CiqwNVlqTks,What sugar does to your body | BBC Ideas,544,11.407767,11.407767
2026-05-24T10:51:56.512810+00:00,UCeLHszkByNZtPKcaVXOCOQQ,Post Malone,1,538,0.055405,28,1,538,0,c9m0zR0_h4k,I’m heading to Nashville on June 30th and I want to bring one of you with me 🍻 meetpostmalone.com,538,8.009709,8.009709
2026-05-24T10:51:56.512810+00:00,UCs0QXHkbkBDM_NwnRiGFoTA,Crea Y Transforma,9,231.5,0.05004,1542.666667,0,1927,1,z3nU-Q2V6ZI,25 MISTERIOS y SECRETOS del LÍBANO QUE YA NO PUEDEN OCULTAR,525,14.07767,14.07767
2026-05-24T10:51:56.512810+00:00,UCBVjMGOIkavEAhyqpxJ73Dw,Maroon 5,2,355,0.039059,48.5,0.5,710,0,QxOp9DU8S38,“Heroine” single and lyric video out now 💋,463,9.466019,9.466019
2026-05-24T10:51:56.512810+00:00,UCRfa8Ea9f96LGXE3nvEYm7w,Mundukos,3,238,0.062956,1451.666667,0,717,0,Nrv6jBHdpXM,¿Cómo organizo un viaje a Europa en 2026 por mi cuenta?,425,9.951456,9.951456
2026-05-24T10:51:56.512810+00:00,UCOxW1h1VV379Q8GDdUJOhgw,Mariano Trejo,3,307,0.059744,982.333333,0,716,0,WsK8Ht_a9J4,"10 Lecciones que Aprendí de ""El Arte de Gastar Dinero""",366,9.708738,9.708738
2026-05-24T10:51:56.512810+00:00,UCbY9xX3_jW5c2fjlZVBI4cg,TheAIGRID,4,72.5,0.022839,1517,0,524,0,90-nxjzYt9g,"Google's New AI Update Just Shocked The AI Industry - Gemini 3.5 Pro , Gemini Omni, Gemini Spark",354,7.76699,7.76699
2026-05-24T10:51:56.512810+00:00,UCP7PV59jal4PobLeo5cSG_Q,Santiago Amat,20,2,0.126669,1637.25,0.2,606,0,wMTSSWvrIVY,Cómo Ganar Dinero Con El Arbitraje  P2P  (Paso a Paso),342,8.980583,8.980583
2026-05-24T10:51:56.512810+00:00,UC7MkZfrLCeE4Xwh9h2QnN0A,Arcade's Books,2,210,0.09034,3015,0,420,0,_twN29IEQlc,"La DECADENCIA del PENSAMIENTO CRÍTICO 🐍 ¿Crítica, adulación o ""hate""? | Arcade's Books",314,7.038835,7.038835
2026-05-24T10:51:56.512810+00:00,UC9mrBfjgyOsqJ0J-zw7kZLQ,Atherion,12,22,0.087331,21,1,683,0,TUUUOn3X7yQ,¿cuántas veces al día ves a esos pequeños “flotantes”?,283,9.223301,9.223301
2026-05-24T10:51:56.512810+00:00,UCdfnfXWCGkBAx2cN2l-4u2w,Semo Historia,10,0.5,0.059694,391.4,0.6,405,0,gV-VoaHsy-c,El hundimiento de CDMX no es como lo cuentan #cdmx,257,6.553398,6.553398
2026-05-24T10:51:56.512810+00:00,UCQIUhtP5WYIx_pMG8UvMYHg,Cristina Dayz ,7,17,0.076516,663.428571,0.142857,376,0,9plSVZP3Zx8,Cómo ganar más dinero (aunque seas tonto),252,6.067961,6.067961
2026-05-24T10:51:56.512810+00:00,UCpLie5obXFdf8T0NG-IRHsA,El podcast de Value School,2,141,0.054822,5384,0,282,0,qgcNJaOcJu4,Adarve: principios y coherencia para una inversión global diferente,251,5.825243,5.825243
2026-05-24T10:51:56.512810+00:00,UCJkMlOu7faDgqh4PfzbpLdg,Nerdwriter1,1,239,0.055834,506,0,239,0,sj1y9FDJKCM,The Film That Attacks You,239,5.582524,5.582524
2026-05-24T10:51:56.512810+00:00,UCvPGx8qh8AkrFZW06tESvaA,Dot Dager,11,32.5,0.063815,4956.454545,0.454545,586,1,wgtGulLPwE8,Libros de AUTOAYUDA que SÍ SIRVEN.,239,8.737864,8.737864
2026-05-24T10:51:56.512810+00:00,UC1m55IoeEf7LKC9s68PDHDg,DonebyLaura,1,236,0.063912,498,0,236,0,eYDQWSBQ47s,Creo una app con IA pero usando solo el móvil.,236,5.339806,5.339806
