execution_date,video_id,channel_id,video_age_days,content_format,short_term_eligible,mid_term_eligible,long_term_eligible,evergreen_eligible,trend_burst_eligible,metadata_lift_eligible,channel_baseline_eligible,confidence_reason
2026-05-22T12:02:39.617608+00:00,V52uRy6jcLs,UCWBWgCD4oAqT3hUeq40SCUw,4.783028,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,H8htGyXfeRA,UCgFXm4TI8htWmCyJ6cVPG_A,9.001442,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,Qqwn4rzZ-Dk,UC415bOPUcGSamy543abLmRA,6.891581,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,5Es-WhgMM1o,UCbCmjCuTUZos6Inko4u57UQ,6.210134,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,mciWDq7t8Gs,UCq6VFHwMzcMXbuKyG7SQYIg,1.438989,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,Dl3Vg9N4Bn0,UCu59yAFE8fM0sVNTipR4edw,7.168514,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,4Sn36Pwmn1Q,UCq-Fj5jknLsUf-MWSy4_brA,8.355736,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,MoR47PedfaU,UCQznUf1SjfDqx65hX3zRDiA,6.316755,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,2qyPk9M0E2w,UC4PooiX37Pld1T8J5SYT-SQ,1.08481,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,CzuO_VH3lEc,UCvCfpQXRXdJdL07pzTIA6Cw,5.986766,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,s7ssP0U7QkQ,UC_x5XG1OV2P6uZZ5FSM9Ttw,2.606211,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,-jripWHy4sw,UCE_M8A5yxnLfW0KghEeajjw,8.544787,shorts,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,NnvIwG0S8WE,UCY1kMZp36IQSyNx_9h4mpCg,7.959672,shorts,False,True,False,False,False,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,NkGPm95Awuo,UC_x5XG1OV2P6uZZ5FSM9Ttw,2.538873,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,ImKo5rVlFfI,UC36xmz34q02JYaZYKrMwXng,2.165956,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,i4egKreJdd0,UCTv-XvfzLX3i4IGWAm4sbmA,1.834266,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,IiPO3kVyqok,UCcjIvuxmWlS5IEQ0JdPV4Ng,1.82944,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,X9CsK_nuqdE,UCGnjeahCJW1AF34HBmQTJ-Q,7.501442,videos,False,True,False,False,False,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,3DYnQMmQk8k,UCGy7SkBjcIAgTiwkXEtPnYg,1.668028,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,G8eoPhBLdQA,UCrPseYLGpNygVi34QpGNqpA,1.572993,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,sUyOBppOtDs,UCLe_q9axMaeTbjN0hy1Z9xA,2.584648,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,RUfAlqSAr9E,UCcdwLMPsaU2ezNSJU1nFoBQ,5.543294,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,h-0YMkZccg8,UC415bOPUcGSamy543abLmRA,3.827577,shorts,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,bN78MvnoNxQ,UCvgfXK4nTYKudb0rFR6noLA,1.655158,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,ESRCdJHbvnU,UCQznUf1SjfDqx65hX3zRDiA,6.462669,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,fiRoPsM4Z20,UCrPseYLGpNygVi34QpGNqpA,1.166743,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,_V_wkba_kyI,UCyps-v4WNjWDnYRKmZ4BUGw,3.645412,videos,False,False,False,False,True,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,9Qpe2qlERWY,UCQznUf1SjfDqx65hX3zRDiA,6.926107,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,-9ZgpUo3E7U,UCgFXm4TI8htWmCyJ6cVPG_A,3.001847,videos,False,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,98bQUQUEEJs,UC_x5XG1OV2P6uZZ5FSM9Ttw,2.606165,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,_rP6bizVcKw,UCpEhnqL0y41EpW2TvWAHD7Q,1.06407,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,oGTO67JoZDQ,UCLe_q9axMaeTbjN0hy1Z9xA,6.58459,shorts,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,VFdyFPbLHpk,UC415bOPUcGSamy543abLmRA,2.903051,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,SCK22vLTKaI,UCu59yAFE8fM0sVNTipR4edw,6.168514,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,WGQbiztmSNw,UC_x5XG1OV2P6uZZ5FSM9Ttw,2.606084,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,V_3edJ3u1O8,UCupvZG-5ko_eiXAupbDfxWw,2.669834,shorts,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,0ensVjWoq1Y,UCwIWAbIeu0xI0ReKWOcw3eg,5.876836,videos,False,True,False,False,True,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,nU4HUT-2Jy0,UCVzLLZkDuFGAE2BGdBuBNBg,1.875725,videos,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,-WUlOSHMao8,UCDogdKl7t7NHzQ95aEwkdMw,4.751813,videos,False,True,False,False,True,False,False,insufficient_channel_baseline
2026-05-22T12:02:39.617608+00:00,Z8wKeg_nRVI,UCQznUf1SjfDqx65hX3zRDiA,6.333711,videos,False,True,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,TYhNHX372ek,UCsXVk37bltHxD1rDPwtNM8Q,2.91834,videos,True,False,False,False,True,False,True,ok
2026-05-22T12:02:39.617608+00:00,iTJSbJtS8MU,UCEf_Bc-KVd7onSeifS3py9g,11.126199,videos,False,True,False,False,False,False,True,ok
2026-05-22T12:02:39.617608+00:00,cXYZ70M33cE,UCJ5v_MCY6GNUBTO8-D3XoAg,1.668422,shorts,True,False,False,False,True,False,True,low_history
2026-05-22T12:02:39.617608+00:00,Yztdy5_sdrk,UCWsDFcIhY2DBi3GB5uykGXA,9.876141,shorts,False,True,False,False,False,False,True,ok
