execution_date,channel_id,channel_name,video_id,title,upload_date,duration_seconds,views,likes,comments,views_delta,likes_delta,comments_delta,is_new_video,title_changed,description_changed,tags_changed,engagement_rate
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,wmeUOPjA_qc,"This Military Cook Makes $4,000 a Month Forever",2026-05-04T22:01:11+00:00,42,397052,18724,672,97205,2840,96,False,False,False,False,0.04885002468190564
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,MjWI_rWQL68,Financial Audit Employees Get Free Food DAILY!,2026-05-03T22:00:16+00:00,28,4392950,144936,2126,73009,1914,23,False,False,False,False,0.03347682081516976
2026-05-05T02:32:57.883934+00:00,UC415bOPUcGSamy543abLmRA,Cleo Abram,B9ocddyGfo8,This Machine Grows Diamonds,2026-05-04T14:12:24+00:00,56,906739,44876,388,60947,1999,14,False,False,False,False,0.04991954685968068
2026-05-05T02:32:57.883934+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,k8j-6Xvw_G4,JYNXZI PEAK ELOOOOO,2026-05-04T11:08:00+00:00,49,1102618,52352,259,50001,1630,5,False,False,False,False,0.04771462102015385
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,TG39Ow5fepA,Clavicular Looksmaxxing Financial Audit,2026-05-04T19:00:23+00:00,35,393971,11622,231,42531,897,16,False,False,False,False,0.030085970794804694
2026-05-05T02:32:57.883934+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,0idqiLonGYI,I Tested Every Zack D. Films Video,2026-05-04T23:00:01+00:00,2165,115562,7352,1208,31236,1132,137,False,False,False,False,0.07407279209428705
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,T_LWKGJDKgo,Predator EXPOSED On Financial Audit,2026-05-04T15:00:47+00:00,5876,425196,13299,5145,30043,627,138,False,False,False,False,0.043377642310840174
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,lDyiY5vjqaw,Military Wife Couldn't Last 3 Months While Deployed,2026-05-04T16:01:14+00:00,59,479213,19654,809,27442,847,33,False,False,False,False,0.042701262277943214
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,4m_M1Wpnr2Q,Asmongold Makes MILLIONS of Dollars Per Year,2026-05-03T16:00:06+00:00,41,2402109,71525,1879,24205,607,13,False,False,False,False,0.03055814702829888
2026-05-05T02:32:57.883934+00:00,UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,NdU6UdUKaYc,Scott Galloway: AI Wasn’t Built For You. The Rich Don’t Need You Anymore!,2026-05-04T07:00:20+00:00,7091,656766,17934,2828,21773,468,64,False,False,False,False,0.03161247689435811
2026-05-05T02:32:57.883934+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,QPWScf-86po,I Made Mascots For Stores That Don’t Have Them,2026-04-30T17:15:02+00:00,57,5973378,191642,2655,19666,191,4,False,False,False,False,0.03252715632595158
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,9iKWeo8sWh4,"Car Detailer Makes $100,000 a Year!",2026-05-03T19:00:07+00:00,44,2290794,58661,547,18633,388,2,False,False,False,False,0.02584606036160388
2026-05-05T02:32:57.883934+00:00,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,5EWqr_Y2uH0,Magnus Carlsen Has Fallen,2026-05-04T19:19:00+00:00,1999,179344,7226,644,16599,372,26,False,False,False,False,0.04388214827370863
2026-05-05T02:32:57.883934+00:00,UCWBWgCD4oAqT3hUeq40SCUw,Sambucha,BAORYfrrBzc,Celebrities That Nobody Knows,2026-05-04T19:15:00+00:00,54,150849,11196,276,15431,850,16,False,False,False,False,0.0760495594932681
2026-05-05T02:32:57.883934+00:00,UCDOSaJ0pnglwzfkR6fYbisA,Luis Mi Negocios,OrI86PV-aPg,Ozempic está DESTRUYENDO negocios que NADIE esperaba,2026-05-01T17:00:30+00:00,120,1382591,61825,1550,14878,548,13,False,False,False,False,0.045837850817776186
2026-05-05T02:32:57.883934+00:00,UC1viRct91s1a3Z5yvk7FJXw,Diego Ruzzarin,fRjAMALJ0r0,China le pone un alto a Estados Unidos.,2026-05-04T16:01:09+00:00,123,148777,15318,459,14702,905,21,False,False,False,False,0.10604461711151589
2026-05-05T02:32:57.883934+00:00,UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,n2T6AOoUkOM,This New Day Trading Rule Will BANKRUPT People,2026-05-02T19:00:42+00:00,33,1896121,44265,657,14543,189,2,False,False,False,False,0.02369152601548108
2026-05-05T02:32:57.883934+00:00,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,SVTPv4sI_Jc,Can a quantum sensor detect your heartbeat from 60 km away?,2026-05-03T19:26:56+00:00,1278,1136048,42553,3933,14416,353,26,False,False,False,False,0.04091904567412644
