execution_date,channel_id,channel_name,videos_tracked,new_videos,total_views_delta,median_views_delta,avg_engagement_rate,channel_growth_7d,channel_growth_30d,channel_momentum_7d_vs_30d,channel_momentum_score,publish_frequency_7d,publish_frequency_30d,channel_consistency_score,channel_volatility_robust,top_video_id,top_video_title,top_video_views_delta,shorts_ratio,mid_ratio,long_ratio,metric_confidence_score
2026-05-21T12:28:40.492262+00:00,UCshoKvlZGZ20rVgazZp5vnQ,CaptainSparklez,1,0,6163,6163,0.063794,24178,24178,4.285714,93.427835,1,1,91.688312,0.233553,UAA29dAdkbs,This Shouldn't Be Legal,6163,0,0,1,46.75
2026-05-21T12:28:40.492262+00:00,UCdNnEDbRWhanA1O8zhCn3ZA,Omar - Educación Financiera,6,0,8721,449,0.047496,28676,125485,0.979377,10.309278,1,4,33.506494,2.62624,eXkKkOiuyhc,Tener la tasa de rendimiento más alta del mercado si es posible y en simples pasos #reel #didicuenta,6114,0,0.333333,0.666667,75.5
2026-05-21T12:28:40.492262+00:00,UCb8GKeOvI7WsFUkB4UVAeXA,Cordura Artificial,4,0,12339,2878.5,0.078197,148430,388964,1.635443,20.618557,1,4,32.467532,2.6909,Xknz4LiogTQ,"""NO es INFELICIDAD, es POBREZA""",6059,0,0,1,72
2026-05-21T12:28:40.492262+00:00,UCPQ2dheMajZPnIleYZHzblg,Pablo Gil Trader,8,1,12236,982,0.044759,48068,48068,4.285714,60.438144,8,8,31.948052,2.727093,gjXczf-hSwg,Cómo empezar a AHORRAR tus primeros 100.000€ para construir tu FORTUNA,5808,0,0.75,0.25,79
2026-05-21T12:28:40.492262+00:00,UCL8w_A8p8P1HWI3k6PR5Z6w,Two Cents,2,0,7112,3556,0.05626,75771,101631,3.195215,31.701031,0,2,65.714286,1.176434,KUu4fahAg7M,Is Gen Z Destroying the Restaurant Industry? #restaurant #genzmoney #genz #economy #foodshorts,5762,0,0.5,0.5,68.5
2026-05-21T12:28:40.492262+00:00,UC4FHiPgS1KXkUMx3dxBUtPg,HolaMundo,6,0,8179,594.5,0.05653,56645,131088,1.851918,23.195876,2,6,40.779221,2.162592,4wxw5XHWzAE,"Borra Windows, esto es mejor y te obliga a trabajar como hacker",5720,0,0.333333,0.666667,75.5
2026-05-21T12:28:40.492262+00:00,UCl5-lvQyfILb-l2abPk4Ntg,Inteligencia Artificial,18,1,13161,338,0.041878,106423,435818,1.046534,11.340206,4,17,21.818182,3.937888,LAEl077HYXo,NOTICIAS IA | Google se lo juega todo en su semana más importante,5680,0,0.333333,0.666667,96.5
2026-05-21T12:28:40.492262+00:00,UC8h85qEsJ25Os5THPu6QpHg,Spursito,6,1,9559,804,0.076618,24325,24325,4.285714,60.438144,6,6,43.896104,2.04472,X0SvRn5cwkc,🤔 SERÍAN TITULARES CON ESPAÑA??,5575,0,0,1,74.25
2026-05-21T12:28:40.492262+00:00,UCLXo7UDZvByw2ixzpQCufnA,Vox,14,1,19915,580,0.033624,69302,69302,4.285714,60.438144,13,13,43.116883,2.081599,l-n72CYHG4g,The religious right is loud right now — that doesn't mean they're winning,5500,0,0.642857,0.357143,89.5
2026-05-21T12:28:40.492262+00:00,UCucNB6GOncGkTMB55ZrjYvg,Recetas de Esbieta,2,0,5617,2808.5,0.105689,6408,6408,4.285714,60.438144,2,2,85.454545,0.460177,rquN_pzs9Ko,El bizcocho que desafía la repostería moderna: Ciencia y paciencia,5382,0,1,0,51
