execution_date,channel_id,channel_name,videos_tracked,new_videos,total_views,total_views_delta,total_likes_delta,total_comments_delta,avg_engagement_rate,median_views_delta,top_video_id,top_video_title,top_video_views_delta,shorts_count,mid_count,long_count
2026-05-18T02:10:49.522964+00:00,UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,1,1,1839638,0,0,0,0.046266,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCddn8dUxYdgJz3Qr5mjADtA,NutritionFacts.org,2,2,12284,0,0,0,0.0944,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UClHVl2N3jPEbkNJVx-ItQIQ,HealthyGamerGG,11,11,831258,0,0,0,0.055082,,,,,4,7,0
2026-05-18T02:10:49.522964+00:00,UCE_M8A5yxnLfW0KghEeajjw,Apple,5,5,1994709,0,0,0,0.007543,,,,,5,0,0
2026-05-18T02:10:49.522964+00:00,UCK8sQmJBp8GCxrOtXWBpyEA,Google,2,2,19170,0,0,0,0.031765,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UC04FyDIvYXNecpbG8gyOw4A,Meta,2,2,5551,0,0,0,0.02234,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,4,4,398596,0,0,0,0.014073,,,,,4,0,0
2026-05-18T02:10:49.522964+00:00,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,16,16,480652,0,0,0,0.011894,,,,,16,0,0
2026-05-18T02:10:49.522964+00:00,UCIRYBXDze5krPDzAEOxFGVA,Guardian News,4,4,61592,0,0,0,0.012203,,,,,4,0,0
2026-05-18T02:10:49.522964+00:00,UChqUTb7kYRX8-EiaN3XFrSQ,Reuters,125,125,1123134,0,0,0,0.01867,,,,,125,0,0
2026-05-18T02:10:49.522964+00:00,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,102,102,1124786,0,0,0,0.023131,,,,,101,1,0
2026-05-18T02:10:49.522964+00:00,UCNye-wNBqNL5ZzHSJj3l8Bg,Al Jazeera English,72,72,1537527,0,0,0,0.048053,,,,,38,34,0
2026-05-18T02:10:49.522964+00:00,UCknLrEdhRCp1aegoMqRaCZg,DW News,17,17,319328,0,0,0,0.025848,,,,,17,0,0
2026-05-18T02:10:49.522964+00:00,UCz8QaiQxApLq8sLNcszYyJw,Firstpost,34,34,690716,0,0,0,0.009693,,,,,34,0,0
2026-05-18T02:10:49.522964+00:00,UCTrQ7HXWRRxr7OsOtodr2_w,Channel 4 News,39,39,850941,0,0,0,0.013137,,,,,39,0,0
2026-05-18T02:10:49.522964+00:00,UCsN32BtMd0IoByjJRNF12cw,60 Minutes,28,28,483489,0,0,0,0.020425,,,,,12,16,0
2026-05-18T02:10:49.522964+00:00,UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,13,13,149898,0,0,0,0.016964,,,,,12,1,0
2026-05-18T02:10:49.522964+00:00,UCFxHplbcoJK9m70c4VyTIxg,MILENIO,30,30,470625,0,0,0,0.0166,,,,,30,0,0
2026-05-18T02:10:49.522964+00:00,UCt7k7y_xTkkc1Jeh7cdAjDQ,SinEmbargo Al Aire,1,1,11532,0,0,0,0.073014,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCqaOSuXiGdnuoqXBda-XD2A,Canal Once,3,3,5132,0,0,0,0.024804,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UC9MAhZQQd9egwWCxrwSIsJQ,HISTORY,7,7,77188,0,0,0,0.023983,,,,,1,6,0
2026-05-18T02:10:49.522964+00:00,UCW39zufHfsuGgpLviKh297Q,DW Documentary,1,1,4430,0,0,0,0.020542,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCH4BNI0-FOK2dMXoFtViWHw,Be Smart,1,1,91807,0,0,0,0.068633,,,,,0,1,0
2026-05-18T02:10:49.522964+00:00,UCeiYXex_fwgYDonaTcSIk6w,MinuteEarth,1,1,12629,0,0,0,0.05907,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCrPseYLGpNygVi34QpGNqpA,Ludwig,6,6,6583125,0,0,0,0.028647,,,,,6,0,0
2026-05-18T02:10:49.522964+00:00,UChXKjLEzAB1K7EZQey7Fm1Q,Pokimane,1,1,24731,0,0,0,0.06231,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCvCfpQXRXdJdL07pzTIA6Cw,Kai Cenat Live,14,14,27233287,0,0,0,0.023892,,,,,14,0,0
2026-05-18T02:10:49.522964+00:00,UCWsDFcIhY2DBi3GB5uykGXA,IShowSpeed,2,2,11425550,0,0,0,0.037718,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UCey-eDTR5J6xU6pZ2f4guoA,Adin Live,7,7,288099,0,0,0,0.029175,,,,,7,0,0
2026-05-18T02:10:49.522964+00:00,UCWxlUwW9BgGISaakjGM37aw,Valkyrae,3,3,380919,0,0,0,0.032799,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UCujyjxsq5FZNVnQro51zKSQ,fuslie,7,7,597537,0,0,0,0.026685,,,,,7,0,0
2026-05-18T02:10:49.522964+00:00,UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,1,1,317929,0,0,0,0.03859,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCDK9qD5DAQML-pzrtA7A4oA,OfflineTV,2,2,658768,0,0,0,0.029701,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UC3tNpTOHsTnkmbwztCs30sA,Northernlion,1,1,764518,0,0,0,0.03207,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCtu2BCnJoFGRBOuIh570QWw,Sodapoppin,1,1,17353,0,0,0,0.014407,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCjiXtODGCCulmhwypZAWSag,Jynxzi,1,1,438029,0,0,0,0.020542,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCi7TVXyvrIwqeS9tfYD8UDA,DjMaRiiO,12,12,1916107,0,0,0,0.030832,,,,,12,0,0
2026-05-18T02:10:49.522964+00:00,UCaY_-ksFSQtTGk0y1HA_3YQ,Ibai,2,2,2800050,0,0,0,0.071801,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UCYVinkwSX7szARULgYpvhLw,Ali-A,7,7,468705,0,0,0,0.02012,,,,,7,0,0
2026-05-18T02:10:49.522964+00:00,UCTkXRDQl0luXxVQrRQvWS6w,Dream,1,1,958011,0,0,0,0.056818,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCA2tt9GSU2sl8rAqjlLR3mQ,GeorgeNotFound,1,1,774788,0,0,0,0.042563,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCqynl7rdtktKMQESdSBmE-g,Sapnap,2,2,898656,0,0,0,0.04393,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UCzYfz8uibvnB7Yc1LjePi4g,Aphmau,5,5,2841781,0,0,0,0.029455,,,,,5,0,0
2026-05-18T02:10:49.522964+00:00,UC-cnbLlplnXA4oc7rR21qzg,Lyna,2,2,4430200,0,0,0,0.01395,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UC0C-w0YjGpqDXGB8IHb662A,Ed Sheeran,4,4,1142718,0,0,0,0.034363,,,,,4,0,0
2026-05-18T02:10:49.522964+00:00,UCt-k6JwNWHMXDBGm9IYHdsg,J Balvin,1,1,7292,0,0,0,0.02537,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCeLHszkByNZtPKcaVXOCOQQ,Post Malone,1,1,46127,0,0,0,0.053765,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,11,11,1800616,0,0,0,0.099922,,,,,11,0,0
2026-05-18T02:10:49.522964+00:00,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,1,1,42808,0,0,0,0.166114,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,4,4,924799,0,0,0,0.113836,,,,,4,0,0
2026-05-18T02:10:49.522964+00:00,UCBVjMGOIkavEAhyqpxJ73Dw,Maroon 5,1,1,18553,0,0,0,0.033418,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,3,3,204089,0,0,0,0.060263,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UChGJGhZ9SOOHvBB0Y4DOO_w,Ryan's World,7,7,427680,0,0,0,0.008117,,,,,7,0,0
2026-05-18T02:10:49.522964+00:00,UCgFXm4TI8htWmCyJ6cVPG_A,Toys and Colors,1,1,224601,0,0,0,0.009831,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCVzLLZkDuFGAE2BGdBuBNBg,Bluey - Official Channel,1,1,64146,0,0,0,0.016883,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,3,3,721558,0,0,0,0.011893,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UC5PYHgAzJ1wLEidB58SK6Xw,Blippi - Educational Videos for Kids,5,5,438364,0,0,0,0.009937,,,,,5,0,0
2026-05-18T02:10:49.522964+00:00,UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,1,1,50392,0,0,0,0.012323,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCUe6ZpY6TJ0no8jI4l2iLxw,Nick Jr.,1,1,32210,0,0,0,0.009407,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCMsgXPD3wzzt8RxHJmXH7hQ,Cartoon Network,1,1,10194,0,0,0,0.031881,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,3,3,419175,0,0,0,0.010315,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UC4NALVCmcmL5ntpV0thoH6w,LooLoo Kids - Nursery Rhymes and Children's Songs,1,1,165048,0,0,0,0.007634,,,,,1,0,0
2026-05-18T02:10:49.522964+00:00,UCvksjnr7kInzcIjMpJpqF2A,Little Angel: Nursery Rhymes & Kids Songs,2,2,33957,0,0,0,0.006447,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UC2xjgvWb9cx5F637XjsUNxw,toycantando,3,3,288941,0,0,0,0.010362,,,,,3,0,0
2026-05-18T02:10:49.522964+00:00,UCYQo8CdhXD22qfwUBUw591Q,El Payaso Plim Plim,4,4,951846,0,0,0,0,,,,,4,0,0
2026-05-18T02:10:49.522964+00:00,UCFJJziTVsiIVSyRKvXHX37g,Canticos - Bilingual Nursery Rhymes & Kids Songs,5,5,31435,0,0,0,0.0093,,,,,5,0,0
2026-05-18T02:10:49.522964+00:00,UC4YImPQT-_0kCh5joATwyhw,Blippi en Español,2,2,48548,0,0,0,0.010368,,,,,2,0,0
2026-05-18T02:10:49.522964+00:00,UCtwslQPB_xJfaFuZv0OETNw,Kings League Spain,53,53,415289,0,0,0,0.026014,,,,,53,0,0
2026-05-18T02:10:49.522964+00:00,UC-2hhqBG5Su7s91_HmhaODQ,Fox Deportes,60,60,264277,0,0,0,0.017479,,,,,60,0,0
2026-05-18T02:10:49.522964+00:00,UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,50,50,4423110,0,0,0,0.014326,,,,,50,0,0
