execution_date,channel_id,channel_name,videos_tracked,new_videos,total_views_delta,median_views_delta,avg_engagement_rate,channel_growth_7d,channel_growth_30d,channel_momentum_7d_vs_30d,channel_momentum_score,publish_frequency_7d,publish_frequency_30d,channel_consistency_score,channel_volatility_robust,top_video_id,top_video_title,top_video_views_delta,shorts_ratio,mid_ratio,long_ratio,metric_confidence_score
2026-05-18T02:10:49.522964+00:00,UCGXbLrVe8vnkiFv7q2vYv3w,El Mundo,192,192,0,,0.0168,0,0,0,36.124402,192,192,100,,,,,0.973958,0.026042,0,95
2026-05-18T02:10:49.522964+00:00,UClLLRs_mFTsNT5U-DqTYAGg,La Vanguardia,47,47,0,,0.022588,0,0,0,36.124402,47,47,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCS0lmlVIYVz2qeWlZ_ynIWg,AJ+ Español,4,4,0,,0.098982,0,0,0,36.124402,4,4,100,,,,,1,0,0,47
2026-05-18T02:10:49.522964+00:00,UCafNntv_qTQB26AvbEQNHPw,Aristegui Noticias,39,39,0,,0.0276,0,0,0,36.124402,39,39,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCUsm-fannqOY02PNN67C0KA,NMás,101,101,0,,0.020271,0,0,0,36.124402,101,101,100,,,,,0.861386,0.138614,0,95
2026-05-18T02:10:49.522964+00:00,UCM-GvgUy0EAZU7ZwXKLarkg,López-Dóriga,22,22,0,,0.029947,0,0,0,36.124402,22,22,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCUP6qv-_EIL0hwTsJaKYnvw,Azteca Noticias,85,85,0,,0.030554,0,0,0,36.124402,85,85,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCcHtke0raf8vNYLM1Hbq3Jw,Imagen Noticias,51,51,0,,0.013728,0,0,0,36.124402,51,51,100,,,,,0.745098,0.254902,0,95
2026-05-18T02:10:49.522964+00:00,UCTJXx9onKH6g4cWHS9pLqsQ,El HuffPost,11,11,0,,0.026998,0,0,0,36.124402,11,11,100,,,,,1,0,0,68
2026-05-18T02:10:49.522964+00:00,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,11,11,0,,0.008438,0,0,0,36.124402,11,11,100,,,,,1,0,0,68
2026-05-18T02:10:49.522964+00:00,UCpEhnqL0y41EpW2TvWAHD7Q,SET India,21,21,0,,0.006751,0,0,0,36.124402,21,21,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCbCmjCuTUZos6Inko4u57UQ,Cocomelon - Nursery Rhymes,4,4,0,,0.009159,0,0,0,36.124402,4,4,100,,,,,1,0,0,47
2026-05-18T02:10:49.522964+00:00,UCK1i2UviaXLUNrZlAFpw_jA,El Reino Infantil,3,3,0,,0.009695,0,0,0,36.124402,3,3,100,,,,,1,0,0,44
2026-05-18T02:10:49.522964+00:00,UCcdwLMPsaU2ezNSJU1nFoBQ,Baby Shark - Pinkfong Kids’ Songs & Stories,2,2,0,,0.008797,0,0,0,36.124402,2,2,100,,,,,1,0,0,41
2026-05-18T02:10:49.522964+00:00,UCKAqou7V9FAWXpZd9xtOg3Q,Little Baby Bum - Nursery Rhymes & Kids Songs,4,4,0,,0.006107,0,0,0,36.124402,4,4,100,,,,,1,0,0,47
2026-05-18T02:10:49.522964+00:00,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,64,64,0,,0.029627,0,0,0,36.124402,64,64,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCvgfXK4nTYKudb0rFR6noLA,UFC,45,45,0,,0.017391,0,0,0,36.124402,45,45,100,,,,,0.911111,0.088889,0,95
2026-05-18T02:10:49.522964+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,121,121,0,,0.023226,0,0,0,36.124402,121,121,100,,,,,1,0,0,95
2026-05-18T02:10:49.522964+00:00,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,3,3,0,,0.015694,0,0,0,36.124402,3,3,100,,,,,1,0,0,44
