video_id,lsa_1,lsa_2,lsa_3,lsa_4,lsa_5,lsa_6,lsa_7,lsa_8,lsa_9,lsa_10,lsa_11,lsa_12,lsa_13,lsa_14,lsa_15,lsa_16,lsa_17,lsa_18,lsa_19,lsa_20
s23TO2BQBcU,0.11783382,0.1100523,0.09450601,0.07576664,-0.07357199,0.03311676,0.09500874,-0.15696715,0.02110022,0.04324907,-0.13382934,-0.05430661,0.13649216,0.00692062,-0.01355413,0.08453107,0.02130671,0.00553135,0.05390577,0.04101402
Aa1qfpfSaVY,0.01314627,0.00328349,0.05022462,0.00096846,-0.00920116,0.21842793,-0.06701036,0.04283574,0.00054784,-0.08459093,-0.00500892,-0.02302941,-0.02753299,0.0252053,-0.02670874,0.03375685,0.04119772,-0.04726686,-0.01398,0.13337985
DB302vKJ2Go,0.0474319,0.02205752,0.04876511,0.0341726,-0.05844369,0.01569344,0.04623386,-0.06829183,0.02136163,-0.01368251,-0.04702114,-0.08567623,0.00787783,0.00425046,-0.00894792,-0.05337552,-0.05733343,-0.07362085,-0.06253116,-0.0064744
uay_qpfTJOE,0.03998199,0.02282876,0.10232059,0.00919584,-0.04064825,0.03030456,0.02633876,-0.08867833,0.00084072,-0.0112115,-0.03433738,-0.02166419,-0.06622959,0.08748762,0.03537594,0.08962299,-0.02109091,0.07618529,0.09078838,-0.01676692
xO5diVmgE8Y,0.00611237,0.00219217,0.01827517,0.01502645,-0.01030091,0.0567931,0.00105485,0.01082426,-0.00461803,-0.01137718,-0.01304366,-0.00823125,-0.00157346,0.0131085,0.01227396,-0.00652748,-0.05133279,-0.08578056,0.04488599,0.02165742
EXOQ7vN2NXk,0.10093203,0.04300127,0.11406149,0.0861441,-0.13155417,0.00256915,0.09366951,-0.1477012,-0.00360141,-0.05090201,-0.05629246,0.02870089,0.2084225,0.07858214,0.0970116,0.03389475,-0.01688542,0.07464417,-0.37425635,0.11984768
4uRgDr5maYo,0.12669724,-0.04917204,0.04304434,0.01853248,-0.0247172,0.05139807,0.07395736,-0.11464667,0.00266206,-0.00850383,-0.0240737,0.01990036,0.11713475,-0.17799934,0.02908636,0.0528048,0.13082932,-0.05198373,-0.04901127,0.01686236
C4OiZ15VTxw,0.01537723,0.01092183,0.03064531,0.02773333,-0.0240672,0.00157145,0.01356966,-0.02761433,0.00349616,-0.00186079,-0.02125442,-0.00847687,0.01862374,0.03153543,0.00509534,0.00568192,-0.03694698,-0.05660681,-0.02835893,-0.05794986
ZrvvBKldeo0,0.05638917,0.02603667,0.15538532,0.05002158,-0.10174018,-0.00555249,0.04300106,-0.13232013,-0.06661835,-0.06384306,0.0623398,0.41251099,0.12384072,-0.04921391,0.00760829,-0.1346324,-0.02072272,0.12408985,0.04212952,0.07709453
51dULrDA8E8,0.12477375,0.03472341,0.06045312,0.0410239,-0.06400404,0.00923263,0.018684,0.00267327,0.01448849,-0.00784916,-0.05656525,0.05161624,-0.06436552,-0.02778547,0.00828229,0.05584509,0.05721757,-0.06382637,-0.0182752,-0.03223401
0elkAIACdFE,0.09611238,0.05315485,0.13690817,0.10910755,-0.17454154,-0.04295016,-0.04914344,-0.03559188,-0.04213675,-0.08705264,0.34057139,-0.02086743,-0.14795139,-0.22302896,-0.05422728,0.15549865,0.0558951,-0.0983454,-0.01200402,-0.12897251
LDQnGP6iSH4,0.09319283,0.0740704,0.14533284,0.09840421,-0.16402927,0.00497063,0.05909419,-0.18542286,-0.0012676,-0.03357476,-0.08591612,-0.09606961,0.13224671,0.08253616,-0.01971098,0.05337414,-0.02948786,-0.09318999,-0.11951212,-0.0365253
B8E4azaZ13k,0.06546559,0.01566049,0.10049041,0.04885927,-0.09245249,0.02072425,0.05041358,-0.09726863,0.00413533,-0.01772271,-0.06805095,0.00645318,-0.10961156,-0.03147108,0.08721337,0.0676546,0.02269578,0.0864173,0.01037233,0.10477027
n16KlvFN28c,0.12716673,-0.02225887,0.11423514,0.09033806,-0.13077724,-0.02458637,-0.0409918,0.08990734,-0.06569666,0.05701735,-0.08549801,-0.11693558,-0.1942854,-0.18582289,0.04548092,-0.11789123,-0.03031231,0.10476849,0.02789822,0.07096401
X9fGa-F_ars,0.0370643,0.02041937,0.05863792,0.0384331,-0.06010117,0.00880938,-0.00720257,-0.03716275,-0.01455979,-0.02173216,0.02884742,0.01059312,-0.07230076,-0.06076615,-0.00810727,0.09607861,-0.00467837,-0.02585963,-0.04519887,-0.0277882
9QKOkpu78CQ,0.06561422,0.04524467,0.13669996,0.05587863,-0.11758286,-0.00102566,0.02177139,-0.10504293,-0.0408073,-0.07409856,0.15076674,0.25019263,-0.01887909,-0.10883198,-0.02302568,-0.09865983,-0.00519572,-0.01389539,-0.03358076,0.02560272
lWj_3TE2UsE,0.00534311,0.00348377,0.03552315,-0.00652003,-0.0021522,0.16056668,-0.05972388,0.04716207,-0.00889217,-0.11747802,-0.01255669,-0.00539228,-0.01693983,0.01046471,-0.03944033,0.03282268,0.01619429,-0.10136199,0.0263772,0.16094374
d0VoQtmw9Eg,0.14340608,0.01383145,0.12266432,0.0388741,-0.11916786,-0.03764991,-0.02684688,0.01030247,-0.01805156,0.04184177,-0.07862329,-0.06548964,0.03636794,0.11298153,-0.04842643,-0.07731152,0.00505917,0.00921196,0.00659232,-0.02930268
rn0fCmYeDaI,0.17515732,-0.05939253,0.07922369,0.06410212,-0.14234118,-0.09386598,-0.11177389,0.18430653,-0.11372903,0.06278966,-0.10526939,-0.03268198,-0.04773994,0.07703779,0.04179572,-0.05441839,-0.00274787,0.01874952,-0.00903308,-0.01601957
UszcZZ1QZho,0.14064825,-0.03062667,0.06717401,0.04676719,-0.05816337,0.01022901,0.05505552,-0.00464402,0.08117962,-0.01133448,-0.00995699,0.00290509,-0.19341671,-0.05360996,0.12114088,-0.12428117,0.07240433,0.03826261,-0.04828526,-0.056039
-5kkpHpexIA,0.05885686,0.02528055,0.22063763,0.56761428,0.46797773,-0.03370509,-0.03830265,0.00540788,-0.00305314,0.00247029,-0.00210185,-0.0229728,-0.00853342,-0.00798424,0.01168512,0.02250344,-0.00779609,0.00654821,-0.00592086,0.01785299
TUSbI3pqiCM,0.10698824,0.05518304,0.13688504,0.0889088,-0.16576957,0.00106908,0.05325938,-0.1749013,0.03947399,-0.04835024,0.03485727,-0.11651352,-0.05266021,0.0483421,0.02656673,-0.0060841,0.01969672,0.05704761,-0.02149911,0.04947679
ZOPXzlpBVoM,0.05186204,0.08231052,0.01199421,0.02393782,0.03151942,0.00129383,0.00247447,-0.00169315,-0.01242651,-0.00038815,-0.02324833,-0.00115731,0.00108538,-0.02883152,0.00475919,4.359e-05,-0.00028867,0.02352352,-0.0062064,0.03297919
_SdzVNht_nU,0.10838623,0.00399725,0.17870326,0.02323724,-0.10516532,0.00512265,-0.02440973,-0.10915604,-0.00706825,-0.05374283,0.13626599,0.01806746,-0.11534232,-0.12608862,-0.00074508,0.22400429,-0.04115744,0.00038999,0.08876817,-0.0699324
31WQ21L6kE8,0.01638547,0.00468041,0.06609751,0.01018452,-0.01578108,0.36113107,-0.12970825,0.08614601,-0.01196018,-0.08992705,0.00870068,-0.0026617,-0.00153148,0.01998216,0.15420283,0.05164302,0.0387216,-0.13608567,0.00883352,0.14834383
SoTjeq4cQZw,0.03581082,0.00048309,0.0303196,0.02504732,-0.02676193,0.02777678,0.01923719,-0.00098418,0.00100826,0.04697514,0.02250672,0.00551292,-0.01136175,-0.01025778,-0.04637005,-0.02959308,-0.04740711,-0.03979182,0.00333321,0.00922732
a8LrJMGoVL4,0.09675831,0.02778536,0.12736139,0.07439141,-0.12599749,0.00879566,0.03634073,-0.05870871,0.13094589,-0.01863789,-0.14367662,-0.03426367,-0.15480744,-0.11511354,0.12931901,0.00739398,0.01413968,0.13288728,0.02159204,-0.00549733
G9L3zK57X6Y,0.07247111,0.03813805,0.1705577,0.05144795,-0.09150808,-0.02865848,-0.02367368,-0.06530504,-0.07681169,-0.0321068,0.10236967,0.01853018,0.05771027,-0.08301715,0.04584159,0.09979687,-0.15190999,0.16050209,0.22373321,0.0918602
bFO0uAMPx1g,0.01551724,0.00593101,0.02994937,0.02452088,-0.02172341,0.12181725,-0.03637079,-0.00294348,-0.00660369,-0.00226104,-0.01332826,0.00239076,-0.00712833,0.01481445,-0.09162745,-0.00718564,-0.0653447,-0.03760909,-0.01495066,-0.04078727
5zwotvZ1rl0,0.05486015,0.00904134,0.06230947,0.03479268,-0.05341964,0.17029419,-0.01698181,-0.07339423,0.05045283,0.23397831,0.04868492,0.03035585,0.01648166,0.02775671,0.02355778,-0.05103227,0.01310125,-0.06332622,0.05244723,0.01965878
gtdao7DVsBo,0.01592465,0.00311437,0.06067496,0.00820543,-0.01711222,0.35932809,-0.13516178,0.08605975,-0.0215324,-0.18937933,-0.02100323,-0.00893688,-0.04793881,0.00449809,0.03357923,0.07403146,0.09644138,-0.10192546,0.00675154,0.16032751
OkuWh46I4m4,0.04692593,0.02146676,0.08352795,0.04541578,-0.08833073,0.02235975,0.06193848,-0.06576882,0.03407077,0.00339219,-0.05970548,-0.13386398,-0.22700573,-0.15236321,0.13374934,-0.17137702,0.09500236,0.17854533,-0.02326608,0.19838586
ZjtJALByo70,0.07155804,0.01746565,0.072898,0.05495587,-0.08383118,0.01207048,0.05031492,-0.09306388,-0.00918158,-0.02649791,-0.01871399,0.09146781,0.06776996,0.00856162,-0.06351289,-0.16374866,-0.06785353,-0.05527243,0.00634331,0.03632813
Gr6qcQdzDfw,0.07555267,0.04019786,0.13495758,-0.00936181,-0.04091779,0.0155053,0.01919955,-0.12121311,0.04725381,0.00265616,-0.06486937,-0.06446136,0.01609064,-0.03122925,-0.05100729,-0.00227159,-0.03751916,-0.04457658,0.01893948,-0.00756524
qf_JlCrcPy0,0.03307285,0.03648677,0.02728196,0.02489708,-0.02222921,0.01393245,0.03167545,-0.0708541,-0.00163686,0.00123635,-0.04945734,-0.02764257,0.0835074,0.01487585,-0.00742216,0.03401763,0.05952883,0.01797463,-0.04514577,-0.01055284
PN8bHAr0f1M,0.0065249,0.00404648,0.02634938,0.01946314,-0.0155097,0.23212721,-0.07797065,0.0428292,-0.00474773,0.02606445,0.03434411,0.02135833,0.05547365,0.03626472,0.13008033,-0.01330243,-0.0632482,-0.11946417,0.05021349,-0.05212755
rYKQ0Ukxe6k,0.10070399,0.00653157,0.06810858,0.0099681,-0.00967108,0.02169276,0.03102179,-0.10287047,0.04426363,-0.01347574,-0.02540772,-0.04004248,0.00587078,0.00879881,-0.00723486,-0.01238158,-0.0017373,-0.03153428,-0.00553963,0.00480504
HyO6rMqRXw0,0.06368052,0.04540955,0.03418765,0.02020617,-0.03909473,0.01773926,0.04151953,-0.09251944,0.02862084,-0.0022355,-0.07072769,-0.05086252,0.06237235,0.05807813,-0.03489757,-0.00869415,0.01287488,-0.03422392,0.01927131,-0.03144884
iGaMJCi8mAk,0.0538026,0.05126607,0.07782517,0.03876455,-0.03234041,0.02388239,0.04384962,-0.06277439,0.01569061,0.03528023,-0.07028094,-0.02866496,-0.01425983,0.02543958,-0.03305613,0.02645502,0.01346505,0.00125016,-0.02891875,0.01064839
RGWm_UCIWnc,0.21883527,-0.04249621,0.12758531,0.09430984,-0.20647831,-0.08893347,-0.105814,0.10707681,-0.0976277,0.0637791,-0.15403719,0.17198265,-0.05927932,-0.00850314,-0.02247712,-0.055279,0.03820135,-0.09236214,-0.0030994,-0.01001784
GEXxx3JQmdw,0.0302354,0.01165875,0.0613755,0.05570201,-0.05925199,0.01177663,0.02227627,-0.05225598,-0.02735175,-0.02504124,-0.02903537,0.02681862,0.02654563,0.01967726,0.06361233,0.02712758,-0.30235006,-0.13364157,-0.38131479,0.10693642
Cs1nC8kqS5k,0.06244004,0.06773086,0.09533483,0.02094665,-0.05269372,0.02208958,0.04523239,-0.07177935,0.00030724,0.01111542,-0.08577173,-0.00138881,0.00692828,0.01132433,0.0214902,0.08453344,-0.05324115,0.03644687,0.04396626,-0.02191757
jIj6PuMrDGA,0.29434813,-0.13811953,0.07308183,0.05854124,-0.16563218,-0.12274754,-0.17496766,0.24767781,-0.09248514,0.06765104,-0.10608236,0.06220246,-0.03152642,0.06851734,0.00097496,-0.07606204,0.07445097,-0.03960403,0.01373198,-0.00536781
LDXkrlIxj8U,0.86071979,-0.56880913,-0.13098096,-0.07255306,0.10408894,0.02387537,-0.0053148,0.02302712,0.11421952,-0.03594871,0.09414766,0.12594126,-0.08110216,-0.05796233,-0.01433031,0.22030564,-0.13227455,0.08972795,0.00539388,0.10213246
s2NSwy8xraQ,0.15136142,-0.01310836,0.14695148,0.04518391,-0.06771519,-0.0391156,-0.04209801,-0.00337996,0.17284248,0.02516938,-0.13551621,-0.00134047,-0.04754644,-0.15611254,0.09982005,-0.15157708,-0.06160348,0.023092,0.11165433,-0.02688118
quCJwkDAx0g,0.01678748,0.00595526,0.04103072,0.00804852,-0.01991975,0.1062201,-0.02810047,-0.01764876,-0.00819615,-0.02715358,-0.03649215,-0.00532887,0.07539148,-0.07910862,0.01818476,0.05107257,0.15955214,0.02433343,-0.03840325,0.00420299
waOGddip3Wk,0.10208613,0.05832952,0.07459627,0.05804404,-0.08804906,0.0548084,0.07888207,-0.20682097,0.06446738,0.06728547,-0.05305201,-0.05233448,-0.0949457,0.39311161,-0.047926,0.00023236,0.07651864,0.01221018,0.06919732,-0.11683368
uHXjo7DUAAM,0.0100419,0.00902167,0.02172962,0.00899806,-0.00816413,0.01756508,0.00029989,-0.01252222,0.00196924,-0.00284754,-0.00206246,-0.00124483,-0.01711159,0.00758874,0.01525224,-0.01558742,0.008094,-0.0126947,-0.00767884,-0.01761151
Ff0AYRWrnGY,0.01700508,0.01199101,0.04483544,0.02376584,-0.01586276,0.14253764,-0.0410561,0.00380955,0.01599856,0.05032687,0.02714103,-0.00987989,0.01341114,0.00995309,0.14878503,0.0214596,0.00446869,-0.0759919,0.03175048,-0.04098032
GfSGy5C1OIA,0.03994853,0.00787649,0.07445082,0.05340791,-0.08899658,0.00127783,0.01213014,-0.03872372,0.00338821,-0.03816772,0.18306076,-0.02854829,-0.0096362,-0.01154358,-0.00357711,-0.03436766,0.01513298,0.01153142,0.03806782,-0.0174506
oIr5NyY01EQ,0.05067737,0.02173473,0.11049887,0.06557974,-0.10641041,-0.02021941,-0.00301846,-0.06202668,-0.02243507,-0.03031845,0.09610464,0.09717461,-0.00139575,-0.06562152,-0.00030811,-0.02562147,-0.0579798,-0.04412099,-0.04639058,-0.03093476
rQmlUxDeTxE,0.24761949,-0.0521925,0.2181625,0.14157007,-0.25309714,-0.11366173,-0.12833857,0.1743881,-0.2012726,0.02991515,-0.24618458,0.33739285,-0.3388797,-0.37169051,0.03732649,0.40553263,0.03709641,-0.05205849,0.03790457,-0.27742287
dq9VW4kn19w,0.11406325,-0.02087537,0.05821323,0.03787649,-0.07131232,0.00986584,0.00996906,-0.03629299,-0.01933941,0.02352096,-0.0323926,0.05786611,-0.08576673,-0.07915975,-0.00478318,0.01079032,0.01336994,-0.12112145,0.02695588,-0.01009171
yveo9j8JZts,0.07757986,0.0289791,0.11054114,0.08856258,-0.09015737,0.01738906,0.06255836,-0.13561523,0.00929022,0.04624407,-0.03655724,-0.00615919,0.12878415,-0.10226508,0.02623929,0.12174378,-0.0907071,0.0277649,0.00610474,-0.05411141
yRy6KDl2xWo,0.1929004,-0.08753979,0.08899006,0.07565892,-0.19674333,-0.16334691,-0.23081357,0.31166242,-0.10538965,0.10312608,-0.15250049,-0.09749634,0.05100453,0.12750621,-0.09185859,-0.09492275,-0.00779186,0.00662036,-0.02400062,0.06140862
TeheJAFWwYs,0.0642932,0.02439597,0.10879628,0.07277872,-0.12395157,0.00456047,0.01359206,-0.09622623,-0.00471698,-0.01070685,0.09775485,-0.11534304,-0.05360889,-0.11005517,0.00503091,0.00055757,-0.05292256,0.04756744,0.13700603,0.07272293
lkM12v2VZyE,0.05469799,0.01637072,0.1244229,0.07671106,-0.14061126,-0.00241197,0.0457577,-0.09586186,-0.1048529,-0.07420076,-0.00912552,0.48514918,0.24383591,0.0051383,-0.01009858,-0.14904308,-0.03318991,0.14884348,0.12853091,0.2232334
Zu3g28TTetU,0.05474246,0.05897217,0.06472587,0.04785398,-0.0536838,0.04067561,0.0290744,-0.09318064,-0.01620218,-0.02770252,-0.05005528,0.16647344,-0.00500597,0.04434391,-0.00382539,-0.04181225,0.02164433,-0.00024232,-0.00154537,-0.01219238
shgZ8WYcC6k,0.01194432,0.0054891,0.03556488,0.00102289,-0.01012507,0.17789305,-0.06352597,0.04081942,-0.00740424,-0.10945793,-0.01890795,-0.00923904,-0.03143246,-0.00474271,-0.05173192,0.03642402,0.04273279,-0.05275805,0.00514405,0.12380383
0lt4j7GTtGU,0.08864089,0.03797145,0.16753142,0.03647043,-0.10115784,0.00376671,0.01447332,-0.11188357,0.02171803,-0.01776501,0.09024091,0.00381982,-0.09244051,-0.09356805,0.03055714,-0.04479437,-0.02235864,-0.0267627,-0.03516005,-0.07029767
oXKkhajzwgE,0.02974282,0.01680123,0.06554527,0.0392225,-0.07105845,0.01883378,0.05629537,-0.15811823,-0.00461122,-0.04550566,0.07817741,0.09791414,-0.37968467,0.59156734,0.07575588,0.0419096,0.09330385,0.11062677,0.0773855,-0.16075812
NuoEsHIW5JA,0.01478975,-0.00085259,0.02374243,0.0131165,-0.01333825,0.08824035,-0.0236744,-0.00123299,-0.01071285,-0.02841476,-0.0155357,-0.01159506,-0.00777306,-0.00921056,-0.01766496,0.02237114,0.01323015,-0.03486726,0.01471011,0.01976605
siKdeoxrxIA,0.07928554,0.03079442,0.0431577,0.04124183,-0.04686986,0.0219083,0.0363667,-0.09155707,0.02911284,-0.02307575,0.01092395,-0.02329997,-0.0670253,0.08975631,0.00553135,-0.0265545,0.048469,0.00777931,0.0636362,-0.0755213
SK7yqZdN3Dg,0.22306002,0.01513385,0.19057394,0.05040028,-0.20018274,-0.15481089,-0.14951286,0.15755787,-0.1615612,0.05063493,-0.10524693,0.05504352,0.16872302,0.02478452,0.0885406,0.12302407,-0.17747631,0.22631149,0.28098417,0.16900728
Rax-kdRVG74,0.29078154,-0.07792619,0.11373039,0.10195563,-0.23923123,-0.17457486,-0.23154711,0.28799657,0.24809924,0.08010371,-0.19261604,-0.12792231,0.12497377,0.15141857,-0.10234735,-0.19508815,-0.06245541,-0.04446336,-0.05568807,0.05746365
N8Bc_M2Ew2E,0.09477614,0.05361106,0.14525397,0.05545851,-0.11166847,0.01822628,0.08923448,-0.14345854,-0.00314055,-0.07069602,0.07627771,0.26971865,0.11352771,-0.00618318,-0.0433172,-0.21221466,-0.01477962,0.02483723,-0.05872556,0.04217611
dIwCndpKuSE,0.20042021,0.04029474,0.06227297,0.06936701,-0.1587118,-0.10588017,-0.15689182,0.20010298,-0.08442944,0.06032378,-0.07687059,-0.0771456,-0.03201533,0.07920052,-0.08339097,-0.10724532,0.01027869,0.03188573,-0.0545061,0.07627904
bbhBRpDlFHE,0.01121583,0.00451035,0.03322827,0.02776105,-0.02301002,0.07435729,-0.01323867,-0.00234444,-0.00578128,0.01940056,-0.01512509,0.00185974,-0.02090243,0.00976021,-0.03837178,0.01530897,-0.02465356,-0.01979239,0.0165116,-0.03352798
em-cVkkWtZo,0.01838926,0.01498587,0.02230478,0.01815546,-0.02756294,0.02036332,0.00465497,-0.01376028,-0.0026229,-0.00276389,-0.01650976,-0.01314104,-0.03324651,0.01733851,0.02090318,0.01581217,0.01516106,-0.01827635,-0.00494452,-0.00534711
J9p4GMskefU,0.04868271,0.01721167,0.05644072,0.03690416,-0.0612797,-0.00024251,0.01376882,-0.04468539,0.03197582,-0.00834554,-0.01230524,-0.05827655,0.02467057,0.0300774,0.00798434,0.01291135,-0.04358019,-0.00363382,-0.05722959,0.00586711
6-PunI-5Ts4,0.04978283,0.03399598,0.11298601,0.01660585,-0.06684822,-0.00269202,0.00108835,-0.09012441,0.00997854,-0.0400368,0.09578529,-0.0502954,-0.01133644,-0.01331756,-0.02154775,0.02848239,-0.04635904,-0.01032821,0.02175586,-0.00213071
iq599kyAjVA,0.01901843,0.00311542,0.04475125,0.01582747,-0.02375454,0.23515886,-0.08039497,0.04064261,-0.00061148,-0.00881099,0.00243701,0.00021295,-0.00281718,-0.00563099,0.05652808,0.02122677,0.00394457,-0.04077001,0.01352871,0.00315149
FbRnMwKmmTA,0.07470142,0.06969769,0.14703386,0.00373281,-0.05449442,0.02978688,0.06809408,-0.10143883,0.01762922,-0.00894142,-0.04713444,-0.06554302,-0.24413148,-0.11266053,0.10553912,-0.09602381,0.07609294,0.03115651,-0.13471046,0.11764884
lvw8Fe5wcBo,0.08723751,0.09077144,0.0404263,0.0404393,-0.06524511,0.01280193,0.01895347,-0.05917509,-0.02630169,-0.00449196,-0.0119479,0.05114357,0.2377894,-0.04628054,0.03538553,0.0783242,0.2244192,0.01575542,-0.07407556,-0.05360645
AxHTi--S-sU,0.13513698,0.11812044,0.06308886,0.05980733,-0.06584361,0.04493578,0.07270154,-0.19314797,0.00694003,0.01627468,-0.1455777,-0.03796507,0.25352165,-0.1173654,0.04105204,0.12646723,0.28395767,-0.04337343,-0.01853338,-0.13639939
B2ag364pRgQ,0.00916624,0.00108249,0.01929144,0.01496228,-0.01225418,0.0845689,-0.02328807,0.00051048,0.00426569,-0.01126322,-0.00953803,0.01039051,0.00383829,-0.00953947,0.01102117,-0.02407246,-0.0037293,0.06664316,-0.01735789,-0.00520602
jjSaUeqJi4s,0.08320396,0.06093773,0.09713632,0.06182178,-0.10463578,0.06278947,0.10580607,-0.19183134,0.0315788,0.00715112,-0.15307345,-0.09773868,0.15029184,-0.10147309,0.07273057,0.01787715,0.32962582,0.01495825,-0.18443138,0.01063413
sncgYGQt1T8,0.34891592,0.50602142,-0.00574363,0.01503801,-0.04282304,-0.00761857,0.03453126,-0.04859464,-0.03099138,-0.01217512,-0.01840099,0.02420239,-0.12610194,-0.09335255,0.11920917,0.04319588,-0.06671621,0.19741604,-0.1342587,0.1778079
UDiJI3q9wFQ,0.02135674,0.01463044,0.09596563,-0.02848887,-0.00995243,0.00507368,-0.01294462,-0.03950299,-0.01646688,0.00327938,0.0285657,-0.02418697,0.01571252,-0.05041195,0.0087341,-0.04004763,-0.07656765,0.04547661,0.10442971,-0.02972725
3GUtClCifjw,0.05086246,0.03223593,0.09431271,0.07309571,-0.08448424,0.0131935,0.0487227,-0.05005791,-0.00784003,0.00738998,-0.08255719,-0.01787024,0.03438628,0.00543143,0.05189969,0.11462183,-0.22606108,-0.09650802,-0.31948395,-0.00226061
ZB9IMq0ee0k,0.02289994,0.01727324,0.03618265,0.02857692,-0.03869651,0.03256504,0.01818999,-0.05628534,-0.00172126,0.01377447,-0.0127629,0.09355627,-0.01399709,-0.00567774,-0.03697201,-0.03098689,0.0378078,-0.0471014,-0.00894987,-0.0391535
fQK8Lx-oRIU,0.13056068,0.08190015,0.13359711,0.02745213,-0.05126654,0.00129865,0.00277974,-0.08445155,0.13250353,-0.00752377,-0.07412534,-0.03331436,-0.02410044,0.02629094,-0.00725636,-0.01304684,0.02411124,-0.058546,-0.00053028,-0.03009954
QCcQpkBhOvI,0.05381374,0.02724454,0.0923722,0.05801151,-0.10839671,0.02692412,0.05129056,-0.09643645,-0.02983174,0.00605331,-0.0684478,0.03819547,0.13172262,-0.18039245,0.06667265,0.11269715,0.40827389,0.02815986,-0.13772303,0.00173143
pGGJHrxn1VU,0.09921988,-0.00158955,0.18828868,0.53472481,0.46513114,-0.05220669,-0.04531625,0.02272453,0.00079372,-0.000452,-0.00297666,0.00604712,0.00916233,0.03991061,0.00935759,-0.02035032,0.00848051,-0.00154918,0.00903262,0.01884495
7IL0scdhgJA,0.00823494,0.00170787,0.02234854,0.00221957,-0.0095816,0.05058537,-0.01489214,0.00289128,-0.00100838,-0.01610455,0.0010338,-0.0046943,-0.01297287,-0.00632275,-0.00819958,0.00674809,0.01436237,-0.01056893,-0.00167346,0.02270925
Nq-c06vj5PM,0.06202797,0.03237787,0.09900784,0.06439488,-0.10814729,0.01433809,0.05033324,-0.09161674,-0.05165695,-0.0438798,0.05844313,0.29706264,-0.01330219,-0.02268367,-0.02096578,-0.04055675,0.00323138,0.04103107,0.04083663,0.03277093
MX1a5garnwc,0.04518674,0.03460631,0.0886686,0.06512397,-0.06306438,0.02625524,0.06160019,-0.05416682,-0.01282674,0.01411238,-0.05225288,-0.04598511,-0.16299785,-0.23198593,0.0592693,0.01137702,-0.08923503,-0.01158144,0.03280022,0.04723651
0ShXZN7aHqA,0.06878528,0.0605151,0.09259925,0.06450229,-0.11490296,0.01174624,0.07538469,-0.11993734,-0.02530772,-0.03340129,-0.09268143,0.11421723,0.16419225,0.05513146,-0.02213546,-0.08646117,-0.01797594,-0.00969302,-0.01204197,0.0740309
seu69-hMmGw,0.04813874,0.01529796,0.0464146,0.0328017,-0.05325631,0.02046428,0.04764042,-0.13943268,0.02760487,-0.02825118,-0.00319403,0.00362195,-0.17859764,0.38776722,0.01778652,-0.001729,0.0566321,0.03953243,0.05759223,-0.13224309
0SSctcuOy0o,0.04122133,0.03240022,0.04644113,0.03445652,-0.04238444,0.02069604,0.02370478,-0.04957553,0.03959307,0.00495497,-0.08285109,-0.03948216,0.0204546,0.02452188,-0.00905441,0.00185382,-0.00461302,-0.02414632,-0.06065154,-0.00186137
_dASAu79K0s,0.00446826,0.00210233,0.01739753,0.01138462,-0.01165108,0.17086723,-0.06151405,0.03129788,0.00558043,0.04711623,0.03873314,0.01293239,0.04052087,0.01969341,0.20742234,-0.00894562,-0.02684501,-0.05398686,0.03475936,-0.04402169
VITWpByrMdw,0.16076345,0.02851773,0.06671118,0.05488714,-0.10685379,-0.0006992,0.00103348,-0.08244925,0.01121519,-0.0341566,0.06547762,-0.04829078,0.00711919,-0.03169468,-0.01359969,-0.06686211,-0.02183354,-0.16861939,0.04823213,-0.00374377
M_FKC2NTb24,0.07044119,0.03898719,0.0385208,0.03009446,-0.03965099,0.0220954,0.03276501,-0.07362084,0.01208457,0.01065324,-0.06891229,-0.04694689,0.01728657,0.01921354,-0.00652162,0.02744509,0.01653632,-0.00779609,0.04321108,0.00762857
MSl5mD3E7PE,0.06253426,0.04596372,0.09161721,0.07498052,-0.11055168,-0.02331037,-0.02636362,-0.05694492,0.01349879,-0.02388939,0.27875052,-0.06916242,-0.02204137,-0.05229216,-0.01891048,-0.00918763,-0.0337411,-0.01154294,0.02300225,-0.05182292
K38w2QlgHPQ,0.15015163,-0.00428064,0.07410067,0.01044963,-0.04640601,0.02581305,0.05386208,-0.10040153,-0.02316945,-0.06162668,0.07186499,0.31505888,0.01868299,-0.07845955,-0.00617232,-0.1040538,-0.06389191,0.02928455,0.00593595,0.09138534
stk7f11pyr8,0.45500613,0.68907945,-0.06557087,-0.01764941,0.01900716,-0.01236012,0.01864169,-0.01924685,-0.02384015,-0.00659604,0.01493731,-0.00363596,-0.22680172,-0.10455687,0.08701181,-0.06581241,-0.04361352,0.08512412,-0.11427659,0.12782235
iaT6-gjxQbo,0.06907529,0.01661844,0.09755924,0.04766585,-0.06141454,-0.00478065,0.00208263,-0.01374413,-0.03329105,-0.00051752,-0.0873969,0.03052062,-0.10556002,-0.06142728,0.03497231,0.13295563,-0.06469385,-0.02710309,0.02977526,-0.04853699
8erUsIGULKc,0.04278712,0.01966941,0.07287221,0.05904911,-0.08516598,-0.01347279,-0.01550771,-0.06694677,-0.01799634,-0.05483933,0.14671466,-0.02503287,0.00930402,0.00209858,0.03840555,0.06943661,-0.23882599,-0.09691603,-0.35712534,0.08123153
