video_id,lsa_1,lsa_2,lsa_3,lsa_4,lsa_5,lsa_6,lsa_7,lsa_8,lsa_9,lsa_10,lsa_11,lsa_12,lsa_13,lsa_14,lsa_15,lsa_16,lsa_17,lsa_18,lsa_19,lsa_20
pcAJLeGAtwc,0.01350281,0.0007833,0.02510043,0.01274429,-0.01600039,0.06843476,-0.02168339,0.00285877,-0.00715719,-0.03342896,-0.00745222,-0.00015095,-0.0109764,-0.0167718,-0.0083033,0.02615064,-0.00233537,-0.00187998,-0.01248114,-0.00801852
QIKiQjEMUjY,0.03285424,0.00103842,0.10778905,0.30659449,0.26644635,-0.0096351,-0.03758059,-0.0007033,0.00026763,-0.00550886,-0.00082429,0.0034709,-0.01287151,0.01446235,-0.01861493,-0.0050108,-0.00031982,0.00437754,-0.00851105,-0.00306516
KdmRWazuBRU,0.0589147,0.04799376,0.10175027,0.01396338,-0.05867941,0.02427133,0.04646954,-0.11675315,-0.01610465,0.02020629,-0.06083811,0.01808266,0.20270213,-0.11351431,0.0127895,0.04848678,0.20893201,0.03709671,0.02598067,-0.05738075
YhNUPGphSM8,0.05901901,0.06792759,0.06270107,0.03587916,-0.06144507,0.0313353,0.03651966,-0.09493617,0.00019503,0.0003405,-0.10173903,-0.04900211,0.06259326,0.02577502,0.00772438,0.11769687,0.00268992,0.04293128,0.07853973,0.02821922
ywEV7NQlO1Y,0.02664531,0.02859725,0.06487411,-0.00867876,-0.01245243,0.03110964,0.01097701,-0.02143719,0.00067149,0.01926615,-0.02469102,2.736e-05,-0.0048127,-0.01801306,-0.03891671,-0.04654872,-0.03353236,0.03457298,-0.04834583,-0.05246864
UUzxEVhRQgQ,0.0312241,0.03601722,0.02422703,0.02604854,-0.01640504,0.00300142,0.00099198,-0.02169046,-0.00714444,-0.0047283,-0.01885918,-0.00547173,-0.030132,0.0073599,-0.01442259,0.01720724,0.00752958,-0.00601051,-0.01001967,-0.02751376
fbStigxrqsk,0.0532371,0.05358679,0.04288643,0.03406202,-0.04807029,0.01795818,0.02071727,-0.0619399,0.00482558,0.01892807,-0.03977264,-0.02449218,-0.03808099,-0.0377997,-0.03828433,0.02280052,0.00780887,-0.07557592,0.05763882,-0.05140786
3era1_feC3U,0.00760743,0.00238572,0.01736,0.01296562,-0.01800694,0.01440894,-0.002766,-0.00438316,-0.00711026,-0.0004413,-0.00918635,0.00084715,-0.00312911,-0.00220267,-0.00811389,-0.00447849,-0.00598302,0.01883409,-0.01259706,-0.01340213
JuRjZqzpP0g,0.01596497,0.00633652,0.06891485,0.01089248,-0.0187838,0.36280627,-0.11880845,0.08609094,-0.01577457,-0.11126124,-0.00103618,-0.05350207,0.07629892,0.03256249,0.11734722,-0.05239292,0.03075457,0.10090767,-0.08133998,-0.04193945
UgfrzicHc80,0.02891162,0.01418405,0.112385,0.25171605,0.1651808,-0.00373915,-0.02952432,-0.01165728,-0.01033083,0.0141821,-0.03222058,0.00443198,-0.03888928,-0.00728433,0.03499648,-0.03160111,-0.00192206,-0.01598719,0.00430531,-0.05627945
UsS6bOYnnOI,0.01818093,0.0077791,0.04186339,0.02017853,-0.02398985,0.15096589,-0.05154158,0.02576971,-0.00653822,0.01578516,0.01260286,-0.00201002,0.02534755,0.00914363,0.12960496,-0.00779276,-0.02788532,-0.07521717,0.01646771,-0.01377674
6jI9H3lyil4,0.06120084,0.03228585,0.14053062,-0.01296813,-0.02761178,0.00906067,0.03435881,-0.08706522,-0.00346318,0.00024762,-0.07612244,-0.03964455,0.02318599,-0.01355255,0.01284523,0.14831398,-0.06658345,0.04246855,0.11572183,0.08677534
kTlm_3HwRFg,0.01497562,0.00052766,0.02800154,0.02249789,-0.01993657,0.09669502,-0.0340644,0.0041354,0.00085774,0.00282941,7.236e-05,0.0011988,-0.02274458,-0.00502269,-0.02505704,-0.01278935,-0.01271989,0.02783601,-0.01092251,-0.00315218
KztyymfW3Dg,0.1047555,0.08283436,0.14211838,0.29764957,0.17020201,-0.01561653,-0.00599577,-0.04154093,0.00419036,-0.01003423,-0.01881922,-0.04516783,0.02236025,0.01432118,-0.02655716,-0.04859139,-0.02853987,-0.01938371,0.00882966,-0.00045285
WfDXOW1dNo4,1.08517313,-0.70990876,-0.21255855,-0.12935188,0.20449245,0.08362156,0.11141538,-0.13808219,-0.35430618,0.03541523,0.03244348,-0.0864202,0.01240777,0.01032527,0.00631446,-0.0673848,0.01798014,-0.0191777,-0.01787442,-0.01751008
Rvy2kXZpBtM,0.08658733,0.07270773,0.06742657,0.05263055,-0.07871597,0.02651329,0.06918446,-0.13350885,0.03995752,0.00979508,-0.11346335,-0.09567119,0.02590854,0.09163715,-0.0423373,-0.00452243,0.02824826,-0.04683444,0.01342954,-0.01724002
ZtF5VFbAs6M,0.71333117,1.16307623,-0.31050084,-0.07590645,0.11471866,-0.00427505,-0.0212,0.05264858,-0.00885412,-0.00028612,0.02172968,0.0174409,0.01320609,0.0025665,-0.01315689,-0.00290572,0.00276843,-0.01500828,0.01863816,-0.02268342
fpmYvXCzO1c,0.00909013,0.00701888,0.02545878,0.01866585,-0.01702197,0.1655103,-0.05985314,0.02471532,-0.01437887,-0.04699034,-0.00811839,0.00637551,0.02579572,0.01838701,-0.01649316,-0.00802117,-0.01484885,-0.01479511,0.02138554,-0.07781914
zxQJIBt9CBI,0.06938003,0.03914527,0.08053318,0.05437444,-0.09423625,0.00414695,-0.00738486,-0.00636357,-0.01845024,0.0149007,-0.08299485,-0.02926124,0.05322406,0.07345087,-0.03208247,-0.02454062,0.00429634,-0.02054026,-0.01995907,0.04641061
3Ip-TJvpjLQ,0.07666685,0.04941794,0.07882015,0.05480774,-0.10340098,0.02898422,0.04688671,-0.13629536,0.01705055,-0.01396286,-0.14959786,-0.13310767,0.16540638,0.10388054,-0.10150574,-0.02557694,0.04089788,-0.13341875,-0.10962832,-0.06219736
K9S3YgFZN9Y,0.00754427,0.00254003,0.02151537,0.01511806,-0.0205147,0.06918075,-0.02115891,0.00525252,-0.00828745,-0.02211893,-0.01152629,0.00598742,0.00047208,-0.0548574,-0.06459596,-0.07332718,-0.12494486,0.16487626,-0.01342715,-0.14953214
g-7nUex4nVg,0.10318691,0.0978371,0.11929432,0.01323443,-0.06123339,0.01301626,0.04999531,-0.15852979,0.03337941,-0.00888484,-0.06263588,-0.08037396,0.01258849,0.04954929,-0.00543432,0.09035305,-0.01136783,0.07527139,0.12093603,0.01755757
POn6IRgP5-A,0.11170239,0.02964674,0.06059801,0.03506677,-0.06001874,0.03001266,0.05052695,-0.11044121,0.04704972,-0.00088489,-0.08116741,-0.06991478,0.04071354,0.05793077,-0.0246848,0.01899291,-0.0343307,-0.04536867,0.02071048,0.00867794
XGAhqBxEV78,0.01758742,0.0068687,0.03377413,0.01690534,-0.01645984,0.10014541,-0.02881453,-0.01950518,-0.0036609,-0.03466781,-0.01733105,0.01043129,-0.04370523,-0.02736102,0.01169401,0.02190519,0.01788068,0.096722,0.02054087,-0.08720532
yIUDe9YH0ac,0.01383377,0.0097964,0.03157528,0.01787156,-0.02315721,0.06043192,-0.01276448,-0.00607359,0.00096049,-0.01654315,-0.00906625,-0.00585385,-0.011435,0.01150942,-0.01284446,-0.02962742,0.00175061,-0.02245006,-0.01635704,-0.02407233
iP-y1c7euSI,0.07397755,0.02924003,0.26523853,0.72414084,0.62022112,-0.06221428,-0.05726558,0.02242588,-0.00417838,0.0070869,-0.01835406,-0.00914303,0.00929585,0.03992602,-3.488e-05,0.01359534,0.00217444,-0.00807026,-0.0055376,0.00558153
Q47YOagFwk8,0.07111737,0.0223058,0.10417571,0.00125447,-0.04360055,0.00876925,0.02637645,-0.12195668,0.05639844,-0.00746448,-0.05519836,-0.06509334,0.01978623,-0.03304209,-0.02957959,0.01222627,-0.02662568,-0.00335527,0.09047976,0.02375644
iR6FvFoW0F4,0.06844042,0.04809383,0.22087332,0.63253344,0.55836399,-0.05118083,-0.05688732,0.02346285,-0.00650892,-0.00788285,0.01394687,-0.01658267,0.01238133,0.01437381,-0.00088727,-0.00851577,0.00761405,0.01160671,0.00435705,0.04766243
iK6HT02LYX4,0.01083417,0.00796717,0.03523184,-0.00072433,-0.00965114,0.13279382,-0.04407382,0.04590925,-0.01825033,-0.10130797,-0.01961244,-0.02419835,-0.01331787,0.01116409,-0.09374937,0.017593,0.03892129,0.05752716,-0.02821583,0.03908382
mJsIzeo1Onw,0.06831029,-0.01327343,0.05536524,0.05575808,-0.0180048,0.01390192,0.03560451,-0.05146831,6.453e-05,-0.00245714,-0.05182707,0.05871458,-0.00019447,-0.08873983,0.0262132,0.08648207,-0.06432336,0.01662935,0.04892338,-0.02362971
tVpky2riji0,0.06431039,0.02889874,0.12898854,0.03760396,-0.0940823,-0.01076199,0.03429491,-0.09580375,0.01507587,-0.03500486,0.06781463,-0.06309233,0.06769464,0.00805765,-0.00233276,0.18292923,-0.09161307,0.04586762,0.06385821,-0.00669475
Ycdklm6W1_o,0.0158938,0.00561053,0.02880485,0.01782727,-0.01969501,0.17453014,-0.06899624,0.03402738,-0.00977208,-0.01854678,-0.00785338,-0.0008039,0.02333681,-0.02701065,-0.09275216,-0.00666178,0.01221503,0.06138419,-0.01159498,0.00649569
9oVPXnEkegY,0.08425943,0.03333351,0.07568035,0.03632664,-0.05179662,0.03383203,0.03314859,-0.05927659,0.01930258,0.0137777,-0.02430071,-0.04774738,0.00270221,-0.02033856,-0.02161849,-0.01847316,0.03199822,-0.06186422,-0.02923865,-0.01167167
Scg5AwFfs-w,0.03988347,0.00980798,0.05730007,0.04696325,-0.06505858,-0.00197785,0.00469908,-0.04756246,-0.0209688,-0.03046139,0.05792059,0.11483835,0.03127072,-0.01546627,-0.00242604,-0.12359358,-0.03529628,-0.02640328,0.03484659,0.07688358
6r-qlEX6hGY,0.010733,0.00256152,0.0277054,0.01234198,-0.0191145,0.06720692,-0.01847528,-0.0019251,-0.01088197,-0.02989463,-0.01861936,-0.00446493,-0.00670189,0.00562635,-0.04437928,0.01787511,-0.01491287,0.01621509,0.01406778,-0.0176509
iRach9lpIlg,0.0154955,-0.00421273,0.01882929,0.00373918,-0.01136588,0.00593566,-0.00451627,0.0050078,-0.00796985,-0.00037337,-0.00510202,0.01516369,3.97e-05,-0.00373794,0.00067875,0.0062808,0.00881917,-0.00351716,0.00189409,0.001487
TfojYStTlZE,0.06452826,0.02255174,0.10306228,0.08137761,-0.12235799,-0.01491507,-0.02154276,-0.04150748,-0.00318065,-0.05712247,0.18399847,-0.0532366,-0.0709539,-0.04336866,0.03901229,-0.07350518,0.04498873,-0.02300104,-0.00012997,-0.09400782
p5zWy46yWxU,0.00879306,0.0007935,0.02353379,0.01199496,-0.01596908,0.1481391,-0.05391003,0.02242035,-0.00154648,-0.02437072,-0.01226416,-0.01452131,-0.00692289,-0.04556951,0.02187143,0.02533741,0.05104291,0.11113081,-0.02928176,-0.00335961
J7ieKmP96Hc,0.01353354,0.00538038,0.03373128,0.01770677,-0.01729107,0.27035535,-0.09503954,0.05117632,0.01468731,0.13631319,0.08328543,0.04182751,0.07423633,0.04022546,0.29904141,-0.03779953,-0.07891241,-0.13012085,0.07623725,-0.07577346
rJgtb2s7Oz8,0.06558666,0.05581429,0.10495125,0.04103309,-0.06500373,0.04299165,0.04463469,-0.14008413,-0.00047954,0.01087648,-0.05249123,-0.02485323,0.11375636,-0.10786712,0.03334849,0.08296044,0.22856298,-0.04801285,-0.08145577,-0.0280062
Q5rmW96IGqA,0.00630024,0.00761269,0.00919845,0.01284132,0.00035393,0.07815049,-0.03116022,0.02269344,-0.00252773,0.01355746,-6.99e-05,-2.396e-05,0.01359163,-0.00853285,-0.00853426,-0.00501569,-0.01440563,0.0262992,0.00994941,-0.00464522
DYhg0nWZ1UQ,0.10219451,0.04631927,0.09069417,0.06061969,-0.10712293,0.07000003,0.06458796,-0.1499426,0.10211295,0.19351067,-0.02156449,-0.08977801,0.04129493,0.04305076,-0.14444589,-0.06384133,0.02906377,-0.11185312,-0.01162269,0.04948188
vMnp3ptycik,0.13834425,0.15000541,1.02037177,-0.80799106,0.4751329,-0.08688507,-0.12115701,0.02246398,-0.00714389,0.01829695,0.01862089,0.03301811,0.01864844,0.01351588,-0.0045215,-0.01203121,0.00671284,-0.01522361,-0.01148503,-0.03276575
4iXwPD-VHyg,0.05154627,-0.02064968,0.02506118,0.01464625,0.01808746,0.16276321,-0.04929968,0.01297907,0.0092447,-0.06633082,-0.00067408,0.00207577,-0.02153246,-0.00577173,-0.13208159,-0.03582491,-0.03150266,0.04758886,0.00542685,-0.03153699
Gs0INaKmzzQ,0.86071979,-0.56880913,-0.13098096,-0.07255306,0.10408894,0.02387537,-0.0053148,0.02302712,0.11421952,-0.03594871,0.09414766,0.12594126,-0.08110216,-0.05796233,-0.01433031,0.22030564,-0.13227455,0.08972795,0.00539388,0.10213246
iaYdIU5n6vw,0.02501614,0.00966694,0.05845896,0.0261011,-0.0419338,0.25439909,-0.09574365,0.06969171,-0.04228968,-0.11820307,-0.02068145,0.0176455,-0.0070549,-0.01829483,-0.0669816,0.06429171,0.06681166,0.02235538,-0.01504221,-0.09194013
VjcXNeQ8A_0,0.23275017,0.00917036,0.12722846,0.09792782,-0.19855513,-0.06633284,-0.04937492,0.01589878,0.06441327,0.01453608,-0.18909898,-0.07718874,0.10935811,0.14010658,-0.02565403,-0.07335807,0.07743148,-0.01891476,0.05829581,0.00989985
t6GzhyGTKCo,0.00946677,0.00462465,0.04236627,0.01149988,-0.0154383,0.21674067,-0.07731445,0.04393366,-0.01888617,-0.11458702,-0.01887237,0.00081335,0.00023291,0.02772666,-0.06763928,0.01905749,0.01637188,-0.07131699,0.02229369,0.04395882
f9AFrDB-73g,0.1070975,-0.01516514,0.10064574,0.06495627,-0.12668266,-0.03932829,-0.04472038,-0.04456646,0.2650509,-0.11114796,0.17050364,0.001908,-0.04744616,-0.13291452,0.01349937,0.1884762,-0.00769972,0.03783366,0.05313462,-0.04682219
ttdfIEKLVks,0.02261444,0.005957,0.03963407,0.02533755,-0.03057393,0.01060059,0.00379071,0.00026779,-0.0103454,0.03889924,-0.01944624,-0.03069692,-0.0365229,-0.06110787,-0.01759981,-0.05600245,-0.00720437,0.02242412,0.02086437,-0.00230099
FZbMPtLRr00,0.00477855,0.00351094,0.02685409,0.00556139,0.00491258,0.10612846,-0.03570378,0.03183888,-0.00940141,-0.08548025,-0.01991954,-0.02351717,-0.00846703,0.00104147,-0.07632794,0.02370154,0.0327718,0.0752477,-0.0263133,0.02818643
L5HQ_jx0HX8,0.01538398,0.00432533,0.0528479,0.01525348,-0.02197358,0.37132594,-0.12633295,0.07035737,0.00245359,-0.02611511,0.02747775,0.00489109,0.03211054,0.00076051,0.22057944,0.02989708,0.03248993,-0.05611692,0.00448029,0.08604102
Q3JZcugU5zw,0.19313767,0.00238808,0.12407994,0.10052256,-0.20452222,-0.11143666,-0.12792478,0.13396436,-0.08152755,0.06552512,-0.13544305,-0.09777373,-0.00389023,0.09722491,0.07818777,-0.02721934,0.10032822,0.02362778,0.01315095,-0.15843102
XXZ2wOom1l0,0.07220395,0.0648008,0.17968903,-0.07478357,0.01728145,0.01376691,0.01333223,-0.09882061,-0.00934504,0.02157779,-0.08358948,0.00764573,0.14872785,-0.12769538,0.04210004,0.0609714,0.21212021,0.01820439,-0.05449641,-0.0126079
lVBnEL1fWnw,0.04991046,0.0125242,0.07968544,0.05756501,-0.0844098,0.00321369,0.00912833,-0.03147638,-0.00305124,-0.00838434,-0.05071409,0.00718993,0.06153149,0.05009656,-0.01663043,-0.01071753,-0.01906761,-0.06474751,0.00057453,-0.04585697
6WqWhSmCbXk,0.09676523,0.03532934,0.16594819,0.03248973,-0.10518634,0.01206862,0.0364584,-0.1002152,0.10623755,0.00992292,-0.06878265,-0.13195494,-0.13967403,-0.17258499,0.08409454,-0.17043267,0.00768074,0.04153276,0.07691612,0.10396278
up__2flbXw4,0.00988444,0.00679367,0.02670251,0.00736166,-0.01248432,0.07029451,-0.02047191,-0.00700874,-0.0006087,0.04193647,-0.0143276,0.0092045,-0.01159473,-0.03471864,-0.09040037,-0.02037931,-0.07723053,0.13489889,-0.03520762,-0.08852701
mMLOG0bsjRQ,0.08677735,0.0180532,0.14847159,0.04604602,-0.10610173,-0.00752369,0.01065116,-0.13382891,-0.01932263,-0.02595184,0.08683274,-0.08179218,0.03289824,-0.05953131,-0.01117426,-0.11674304,-0.10540243,-0.07569283,0.03493363,-0.05730402
KXpgCNB6Dcs,0.07479692,0.05593047,0.08290371,-0.01514443,-0.02175548,0.00595245,0.01762967,-0.0918616,0.03061165,9.982e-05,-0.06255753,-0.0716188,0.06314496,0.06595152,-0.02975451,-0.02287569,0.0152691,-0.03714229,0.01895049,-0.03679811
_dxtH2u5aAk,0.01151028,0.0008568,0.02775334,0.01457169,-0.01530198,0.15754441,-0.05343575,0.02624637,-0.00971428,-0.02870365,-0.01646144,-0.02940984,0.09449877,-0.0322643,0.03487082,-0.09495451,0.02232801,0.260213,-0.14090974,-0.14389391
GlgzzZEePXo,0.09223505,0.0369458,0.15941043,0.07036013,-0.1140788,-0.0179267,0.02561749,-0.1141421,-0.01158653,-0.02510202,0.0571015,-0.08143929,0.08485279,0.01458518,0.04589439,-0.00291989,-0.193487,-0.07797299,-0.11154437,-0.00931997
DSRfs1qKWR0,0.00169098,0.00050342,0.0051818,0.00391808,-0.00521253,0.03260845,-0.0123457,0.00506783,-0.00035335,0.00092771,0.00683867,0.00383317,0.00445731,-0.00427099,0.03528843,-0.01290457,-0.00114477,-0.00643247,0.00200745,-0.00815255
YpOBx8xUEn8,0.13834425,0.15000541,1.02037177,-0.80799106,0.4751329,-0.08688507,-0.12115701,0.02246398,-0.00714389,0.01829695,0.01862089,0.03301811,0.01864844,0.01351588,-0.0045215,-0.01203121,0.00671284,-0.01522361,-0.01148503,-0.03276575
Lc4kaEMcYPQ,0.04703381,0.01491049,0.10028701,0.07371212,-0.08516851,0.02449004,0.05186697,-0.07796545,-0.04110472,-0.02427341,-0.03519278,0.09070335,0.14120251,-0.03218171,0.06208823,0.07368613,-0.0037167,0.14494631,0.03522013,0.09989097
rVixyOY_Xr4,0.06744518,0.03403583,0.08648811,0.02246616,-0.05093657,0.01046842,0.03047304,-0.03495282,0.07525904,-0.01436715,-0.01483104,0.0073749,-0.13718295,-0.09764636,0.03692651,-0.07386881,0.00385364,-0.01849806,-0.0340098,0.01734297
-lDwUYFl7Iw,0.19789567,-0.05957685,0.15883112,0.11860384,-0.22923391,-0.0903225,-0.12245264,0.12417843,-0.12316327,0.03029241,-0.12880171,0.08181545,-0.18016658,-0.18083951,-0.00813496,0.29566695,-0.0013543,-0.03032462,0.05008551,-0.13472656
qluuZfYE02A,0.04922114,0.02522641,0.07659328,0.06117759,-0.0512883,0.0144392,0.04886157,-0.03447015,0.07976525,-0.01230302,-0.0372949,-0.02156178,-0.19767678,-0.02836345,0.12249276,-0.14610012,0.10583995,0.08336028,-0.10673104,-0.00881676
CPJhzRv9y_8,0.01126743,0.00590127,0.04992635,0.00223303,-0.0163094,0.14767961,-0.04555526,0.02822594,-0.01217316,-0.07574,-0.0125847,-0.00825012,-0.04169149,0.00192927,-0.07660477,0.03868275,0.06057593,0.08400646,-0.04867742,0.08753568
AHyZdLVYJfc,0.04233455,0.06019847,-0.00399034,0.00056649,-0.00364425,0.08172979,-0.02934212,0.02974819,0.02076764,-0.00339606,0.00020679,0.01073051,0.00759606,0.00562128,0.00911071,-0.01966874,-0.01137527,-0.02383209,0.03617897,-0.02716255
Cit2bKRejmc,0.17235413,-0.02836015,0.09888232,0.07494117,-0.17496317,-0.08499082,-0.12620408,0.12620734,-0.04354118,0.04896352,-0.12046208,-0.08277051,-0.04523861,0.04535747,0.02136955,-0.06497521,0.07369031,0.0453312,0.0124784,0.02060064
6hNY0K71Ewo,0.05817525,0.04591875,0.08763333,0.05582993,-0.09576127,0.00530376,0.04965064,-0.07731449,-0.02460089,0.01411991,-0.09401109,-0.03507214,-0.02991297,-0.11269773,0.01719606,0.14643617,0.01686869,0.01940038,0.10935874,-0.01006663
BHCpoVaQyyw,1.00432185,-0.60472335,-0.13532084,-0.06538268,0.07959321,-0.02064408,-0.05293928,0.07702207,0.6927079,-0.09544335,-0.0426429,0.10459188,0.03190253,-0.01732378,-0.00732884,0.02740032,-0.00350854,0.01791431,0.02563024,-0.00423994
ABoKfabPQyY,0.01767283,0.00013645,0.05014249,0.01248487,-0.0077925,0.27788398,-0.09802847,0.06098628,-0.01696264,-0.18276804,-0.02132843,-0.00684522,-0.07854531,0.05666794,-0.01304802,0.12238554,0.07966181,-0.12649684,0.01168144,0.21774313
T7_l896OH20,0.07239456,-0.01978702,0.04536879,0.03999869,-0.0387414,0.00901789,-0.00172268,-0.00407584,-0.00022306,-0.00747051,-0.02119117,0.0288322,-0.05256927,-0.01270103,0.03227397,-0.03814883,0.05662554,-0.03417628,0.00780781,-0.03804135
EGTF9mGda4U,0.017539,0.00130623,0.01717886,0.01726806,-0.01368128,0.07298975,-0.02627743,0.01849235,0.00643529,0.05786205,0.01557837,0.00440219,0.01377673,0.00186269,0.04777167,-0.03529293,-0.00330888,0.01484019,-0.00940584,-0.02062855
mYxbmWCkImc,0.05693011,0.03024297,0.10417506,0.02379434,-0.06457923,0.01602639,0.04314899,-0.08779921,-0.02171219,-0.05195853,0.00371975,0.29726448,0.01530269,-0.01544997,-0.04268432,-0.14841485,-0.00224689,0.01725645,0.01298872,0.11384014
ve_y3EI_VeA,0.00384051,0.00215137,0.01474446,0.00995588,-0.01048072,0.16689128,-0.06054499,0.03729521,0.00627917,0.07169369,0.04910579,0.0188795,0.05944317,0.03203899,0.24736984,-0.02824308,-0.0458344,-0.09627989,0.04882774,-0.0329605
rRw7sYwfSVI,0.09125977,0.05194595,0.14777541,0.03090251,-0.08942606,-0.00709311,0.03955682,-0.0215931,0.01411409,0.00646763,-0.08811409,-0.04884138,0.04560452,0.04156101,-0.03292013,0.00559234,-0.0282758,-0.04081228,-0.03606462,0.05578576
rbSEOholMxI,0.08482955,0.04421884,0.11852425,0.04539453,-0.04750468,0.01788982,0.03620955,-0.09065905,0.01183872,0.02736618,-0.09339843,-0.01705649,0.00869601,-0.00995428,0.01686078,-0.00118327,-0.04449122,-0.01318869,0.02844402,0.00415011
9rHaUzPlJws,0.03176873,0.02085025,0.13055764,-0.01995806,-0.02520856,-0.01141147,-0.00671366,-0.06697924,-0.00827031,0.00239286,0.05463102,-0.0178722,0.00060803,-0.08021883,0.02654331,-0.03988882,-0.12163732,-0.01450414,0.05249369,-0.06479295
MpPS5I1pJD8,0.01788313,0.00888342,0.05221338,0.0101669,-0.01802608,0.28168306,-0.10146464,0.06566633,-0.01399524,-0.16808041,-0.02663362,-0.01250889,-0.07131881,0.01073349,-0.04644701,0.07199441,0.09162501,-0.08321551,-0.01503136,0.2041952
kmKuk_TCEvU,0.11558014,0.04750754,0.10895886,0.07990289,-0.12332632,0.02411045,0.06909822,-0.17498004,0.03394217,0.00800544,-0.04306769,-0.08468913,0.13061067,0.06083371,-0.06256174,-0.05808344,-0.01587429,-0.11130745,-0.04635927,-0.05594374
1d3wR5LJ4-4,0.03813913,0.01269635,0.08127918,0.05851838,-0.08555668,0.03337459,0.06493067,-0.14931004,-0.04770498,-0.07726556,-0.02394058,0.52944626,0.08982638,0.03658045,-0.0604053,-0.17581074,-0.00215705,0.05523054,0.01826008,0.07244483
eCw33snvoNI,0.01838389,0.00746638,0.03087425,0.02010915,-0.01807279,0.12507786,-0.04160455,0.01355076,0.00414792,-0.0036914,-0.00695659,0.01334701,0.00185135,-0.01458407,0.03551622,-0.00502646,0.00905516,-0.01475324,0.02498838,0.01672819
fPnt0Q0vl-Y,0.0644525,0.02905374,0.21690084,0.56792143,0.46296979,-0.04417283,-0.05009259,0.0116638,-0.00739173,0.01417651,-0.04122202,-0.00169852,-0.00532062,-0.04445343,0.01486028,-0.00018016,-0.01773876,-0.04116713,0.01214984,-0.0196232
wJOakc64crg,0.03726183,0.01389255,0.06293429,0.05361911,-0.0435073,0.02269687,0.03223492,-0.05785987,0.00647783,0.00409794,-0.06034128,0.01620465,-0.0318488,-0.09789614,0.00777884,0.04037843,-0.07104874,0.02812242,-0.15477812,-0.07775577
mDh52QTqR0o,0.09108859,0.04574857,0.12166198,0.04036086,-0.08612242,0.04289366,0.07989284,-0.13607935,0.03625191,0.02400754,-0.08659705,-0.04900754,-0.00721984,-0.02340328,-0.04952569,0.10903843,-0.01775317,-0.0731643,-0.04566951,-0.03153727
8fIRAhGGRgA,0.01945648,0.01238795,0.0533469,0.02571883,-0.02265436,0.33934739,-0.11623648,0.06611889,-0.00450061,-0.01629412,0.02462462,0.00475246,0.03241122,0.04790103,0.05238582,0.01601417,-0.03236773,-0.13519571,0.06539613,0.05853853
m8nU1oWeHAI,0.08761958,0.01775114,0.08257354,0.07162245,-0.07654966,0.0165845,0.03076674,-0.08207252,-0.02378875,0.00292197,-0.17732582,0.00613624,-0.0027489,0.04077372,0.15712253,0.08981541,-0.44976044,-0.09565218,-0.54400226,0.12056268
CWCrgNlU4UY,0.10067968,0.00294217,0.21568915,0.5973654,0.51104063,-0.02997356,-0.0331646,0.01297591,0.00358855,-0.0059003,0.01233184,-0.00693877,0.00672279,0.01773163,-0.02153678,-0.01408645,0.00263716,0.02733586,0.00728127,0.00839999
0Z1lChyi2W4,0.01150996,0.00243606,0.03234099,0.02434465,-0.01802767,0.1663288,-0.05527889,0.02553417,-0.01318153,-0.07675457,-0.01951009,0.00165357,-0.0130055,-0.01522731,-0.13321145,-0.04180598,-0.09081896,0.10655733,0.00469199,-0.09170168
dhbt8y_LXQY,0.02680206,0.02000574,0.0302298,0.02439146,-0.02771325,0.12883611,-0.04511193,0.02992972,-0.00659198,-0.00120739,0.00597327,-0.00272471,0.02708774,-0.00105429,0.06830814,-0.02748438,0.00982576,0.05228458,-0.01409518,-0.00485952
EFhMcL3Kf1c,0.01662693,0.00847071,0.03042811,0.014994,-0.02551418,0.11484358,-0.03711791,0.00242661,0.00088947,-0.03220309,-0.02663334,-0.02007803,-0.00188993,-0.04916435,0.06813265,0.0582351,0.08732335,0.09357588,-0.04165054,0.00979178
crrTHKN_R58,0.05623509,0.05910487,0.06933241,0.05307615,-0.05865209,0.02123735,0.04496906,-0.10407928,-0.01533882,-0.0153209,0.01870308,0.24271164,-2.678e-05,-0.01012775,-0.04844793,-0.13967844,-0.00124659,0.02969014,0.01327977,0.07346374
0DB_Qj43O6Q,0.01605902,0.00465827,0.02945046,0.02673087,-0.02701721,0.05604557,-0.01927333,0.01975077,-0.01371517,-0.0068456,-0.00013139,0.04749836,-0.01807754,-0.04021453,-0.01678866,0.06717391,0.04033991,-0.01644009,-0.02030518,-0.05643806
uSjcVPbJayU,0.09705948,0.01199538,0.10217737,0.06936814,-0.09470317,0.0210379,0.10066386,-0.16614009,-0.00396267,-0.05435937,0.01151036,0.16791958,-0.11904875,0.27169587,0.04001165,0.05748648,0.00788769,0.09704778,0.09749883,-0.01588816
FJNk3OGtmbk,0.05781687,0.03018431,0.23589467,0.59377023,0.53381963,-0.05694208,-0.05746582,0.00749434,-0.00414109,-0.01333881,0.01996876,-0.00794981,0.01411742,0.03987199,0.00210597,-0.00768642,0.01475094,0.00689385,0.00701614,0.00800639
daa-UCIuoY8,0.07758269,0.03381941,0.09207741,0.07872576,-0.07541919,-0.00215684,0.03684272,-0.04201302,0.1570624,0.00914909,-0.14178849,-0.01924683,-0.07211987,-0.03506986,0.07341867,-0.07424846,-0.00467426,-0.05522921,-0.02857248,-0.09266779
