execution_date,video_id,views_delta,likes_delta,comments_delta,previous_views,current_views,previous_likes,current_likes,previous_comments,current_comments,is_new_video,title_changed,description_changed,tags_changed
2026-05-12T11:28:32.318099+00:00,3W1KfxQnQiU,231,10,2,13431,13662,817,827,35,37,False,False,False,False
2026-05-12T11:28:32.318099+00:00,VKaslzzv1QM,696,8,0,103629,104325,3494,3502,210,210,False,False,False,False
2026-05-12T11:28:32.318099+00:00,E6IrH04B8wg,6,0,0,6476,6482,93,93,9,9,False,False,False,False
2026-05-12T11:28:32.318099+00:00,SYdW3cZKdmY,1,0,0,13025,13026,303,303,10,10,False,False,False,False
2026-05-12T11:28:32.318099+00:00,TSAh8dzN0cw,0,0,0,10826,10826,246,246,3,3,False,False,False,False
2026-05-12T11:28:32.318099+00:00,DHk0gFHyHeE,251,5,0,152292,152543,4668,4673,368,368,False,False,False,False
2026-05-12T11:28:32.318099+00:00,QSe13hyv68o,6,0,0,33880,33886,510,510,18,18,False,False,False,False
2026-05-12T11:28:32.318099+00:00,PZ2yduZysf0,0,0,0,5979,5979,168,168,7,7,False,False,False,False
2026-05-12T11:28:32.318099+00:00,Rdfd1KAX6NU,0,0,0,7589,7589,262,262,5,5,False,False,False,False
2026-05-12T11:28:32.318099+00:00,uAOfsghz2NY,10,0,0,28463,28473,232,232,12,12,False,False,False,False
2026-05-12T11:28:32.318099+00:00,qCFEWA_Nu3k,19,0,0,25236,25255,481,481,9,9,False,False,False,False
2026-05-12T11:28:32.318099+00:00,aNfOwttNQcg,0,0,0,4498,4498,115,115,2,2,False,False,False,False
2026-05-12T11:28:32.318099+00:00,Xq-4lUaLIp8,2,0,0,7691,7693,186,186,4,4,False,False,False,False
2026-05-12T11:28:32.318099+00:00,ZB9IMq0ee0k,71,3,0,66566,66637,2917,2920,177,177,False,False,False,False
2026-05-12T11:28:32.318099+00:00,Lw3RJgDjXh0,2,0,0,7319,7321,170,170,1,1,False,False,False,False
2026-05-12T11:28:32.318099+00:00,PiKd0maLI6o,1,0,0,10501,10502,613,613,8,8,False,False,False,False
2026-05-12T11:28:32.318099+00:00,mTqDtRTKvqE,4,0,-1,6435,6439,221,221,18,17,False,False,False,False
2026-05-12T11:28:32.318099+00:00,BwIlVEvq7mU,3,1,0,6965,6968,142,143,8,8,False,False,False,False
2026-05-12T11:28:32.318099+00:00,lrl7lslhv2s,0,0,0,8697,8697,300,300,3,3,False,False,False,False
2026-05-12T11:28:32.318099+00:00,BPt0fwBCDbQ,844,7,0,377565,378409,4457,4464,112,112,False,False,False,False
2026-05-12T11:28:32.318099+00:00,EvauKuWaNmk,304,17,3,62703,63007,2870,2887,275,278,False,False,False,False
2026-05-12T11:28:32.318099+00:00,zEUstENVghI,10,1,0,12807,12817,426,427,34,34,False,False,False,False
2026-05-12T11:28:32.318099+00:00,Enic64S66_s,0,0,0,6103,6103,168,168,3,3,False,False,False,False
2026-05-12T11:28:32.318099+00:00,YldxYShWvGE,0,0,0,7193,7193,148,148,2,2,False,False,False,False
2026-05-12T11:28:32.318099+00:00,QeK4l-iH51Y,1,0,0,4416,4417,152,152,4,4,False,False,False,False
2026-05-12T11:28:32.318099+00:00,tqD_yn5Y_zQ,1,0,0,4065,4066,67,67,1,1,False,False,False,False
